source,target,value
30|13,C,3
5|18.14,A,12
5|18.14,B,31
5|18.14,C,2
16|36,A,19
16|36,B,24
16|36,C,2
18|36.28,A,10
18|36.28,B,18
33|36.4,A,15
33|36.4,B,23
18|37.29,A,110
18|37.29,B,207
18|37.29,C,9
18|37.29,D,1
18|37.29,F,1
37|18.37.7,A,46
37|18.37.7,B,83
37|18.37.7,C,5
37|18.37.7,D,1
6|24,A,29
6|24,B,50
6|24,C,1
23|16,A,19
23|16,B,28
23|16,C,2
23|16,D,1
18|37.18.36,A,147
18|37.18.36,B,276
18|37.18.36,C,13
18|37.18.36,D,2
18|37.18.36,F,1
26|24,A,23
26|24,B,33
23|18,A,75
23|18,B,166
23|18,C,10
23|18,D,1
18|37.18.37.22,A,38
18|37.18.37.22,B,72
18|37.18.37.22,C,3
37|,A,154
37|,B,288
37|,C,14
37|,D,2
37|,F,1
26|36.18,A,5
26|36.18,B,13
36|0,A,87
36|0,B,148
36|0,C,8
36|0,D,2
36|0,F,1
9|24,A,32
9|24,B,33
9|24,C,4
20|11.0.24,A,6
20|11.0.24,B,15
37|2,A,122
37|2,B,220
37|2,C,11
37|2,D,2
37|2,F,1
18|36.32,A,17
18|36.32,B,22
18|36.32,C,1
6|36,A,19
6|36,B,32
6|36,C,4
18|8,A,154
18|8,B,288
18|8,C,14
18|8,D,2
18|8,F,1
18|37.25,A,13
18|37.25,B,28
9|18.36,A,15
9|18.36,B,30
9|18.36,C,2
9|18.36,D,1
24|10,A,20
24|10,B,52
24|10,C,3
18|37.24,A,115
18|37.24,B,215
18|37.24,C,11
18|37.24,D,2
18|37.24,F,1
18|29,A,38
18|29,B,55
18|29,C,3
18|29,D,1
18|36.18.37.29,A,6
18|36.18.37.29,B,7
18|36.18.37.29,F,1
37|18.37.33,A,52
37|18.37.33,B,66
37|18.37.33,C,6
37|18.37.33,D,1
7|15,A,8
7|15,B,18
18|37.31,A,27
18|37.31,B,65
18|37.31,C,1
18|36.30,A,7
18|36.30,B,15
18|36.30,D,1
5|,A,133
5|,B,244
5|,C,11
5|,D,2
18|37.17,A,14
18|37.17,B,36
18|37.17,C,1
19|24,A,9
19|24,B,10
19|24,C,2
18|37.18.37.2,A,82
18|37.18.37.2,B,148
18|37.18.37.2,C,8
18|37.18.37.2,D,1
18|37.18.37.2,F,1
18|37.18.37.30,A,25
18|37.18.37.30,B,52
18|37.18.37.30,C,4
17|24,A,28
17|24,B,41
17|24,C,1
36|5,A,60
36|5,B,102
36|5,C,3
36|5,D,1
3|18,A,154
3|18,B,288
3|18,C,14
3|18,D,2
3|18,F,1
36|26,A,21
36|26,B,48
36|26,C,5
37|18.37.23,A,25
37|18.37.23,B,39
37|18.37.23,C,3
18|37.18.36.16,A,5
18|37.18.36.16,B,16
18|21,A,20
18|21,B,30
18|21,C,2
0|20,A,6
0|20,B,17
18|37.18.37.18.37.34,A,22
18|37.18.37.18.37.34,B,55
18|37.18.37.18.37.34,C,1
16|26.36,A,13
16|26.36,B,24
13|,A,140
13|,B,257
13|,C,12
13|,D,2
8|36,A,10
8|36,B,17
21|33,A,12
21|33,B,38
21|33,C,1
24|20,A,19
24|20,B,22
24|20,C,3
18|37.18.37.16,A,25
18|37.18.37.16,B,63
18|37.18.37.16,C,1
18|37.18.37.16,D,1
37|18.37.16,A,26
37|18.37.16,B,63
37|18.37.16,C,1
37|18.37.16,D,1
24|18.36,A,36
24|18.36,B,77
24|18.36,C,2
24|18.36,F,1
3|5.18.14,A,11
3|5.18.14,B,23
3|5.18.14,C,1
7|24,A,4
7|24,B,10
32|18,A,14
32|18,B,15
15|25,A,10
15|25,B,18
15|25,C,2
18|16,A,16
18|16,B,37
18|16,C,3
37|18.37.32,A,24
37|18.37.32,B,51
37|18.37.32,C,4
37|18.37.32,D,1
24|28,A,11
24|28,B,34
24|28,C,1
5|18.36.18,A,6
5|18.36.18,B,7
5|18.36.18,C,1
36|11,A,28
36|11,B,42
36|11,C,3
3|18.37.18.37,A,152
3|18.37.18.37,B,285
3|18.37.18.37,C,14
3|18.37.18.37,D,2
3|18.37.18.37,F,1
18|37.27,A,25
18|37.27,B,42
18|37.27,C,2
21|4,A,85
21|4,B,134
21|4,C,7
21|4,D,2
37|3,A,119
37|3,B,188
37|3,C,13
37|3,D,2
10|18,A,56
10|18,B,98
10|18,C,4
10|18,D,1
10|18,F,1
13|30,A,31
13|30,B,46
31|36.17,A,6
31|36.17,B,17
31|36.17,C,1
21|36.4,A,10
21|36.4,B,22
21|36.4,C,2
21|36.4,F,1
23|24,A,19
23|24,B,23
24|16,A,12
24|16,B,16
24|16,C,1
23|18.37.33,A,5
23|18.37.33,B,6
4|,A,147
4|,B,268
4|,C,12
4|,D,2
4|,F,1
32|36,A,29
32|36,B,40
32|36,C,4
18|36.21,A,15
18|36.21,B,26
18|36.21,C,2
13|18.36,A,7
13|18.36,B,18
31|,A,137
31|,B,256
31|,C,13
31|,D,1
18|36.33,A,7
18|36.33,B,19
36|19,A,59
36|19,B,104
36|19,C,6
36|19,F,1
18|36.5,A,16
18|36.5,B,29
36|6.34,A,6
36|6.34,B,9
36|6.34,F,1
18|37.16,A,55
18|37.16,B,103
18|37.16,C,1
18|37.16,D,1
16|26.24.18,A,12
16|26.24.18,B,18
18|4,A,122
18|4,B,237
18|4,C,11
18|4,D,2
18|4,F,1
20|18.37,A,8
20|18.37,B,11
18|36.22,A,17
18|36.22,B,30
23|36.16,A,7
23|36.16,B,11
23|36.16,C,1
36|13,A,16
36|13,B,14
18|24.22,A,8
18|24.22,B,6
5|10,A,15
5|10,B,26
5|10,C,3
28|,A,140
28|,B,262
28|,C,12
28|,D,1
37|18,A,154
37|18,B,288
37|18,C,14
37|18,D,2
37|18,F,1
34|36,A,44
34|36,B,59
34|36,C,2
34|36,F,1
2|18.37,A,152
2|18.37,B,281
2|18.37,C,13
2|18.37,D,2
2|18.37,F,1
14|24,A,6
14|24,B,16
14|24,C,1
14|24,D,1
18|36.18.37.18,A,72
18|36.18.37.18,B,138
18|36.18.37.18,C,10
18|36.18.37.18,D,1
12|28,A,7
12|28,B,17
12|28,C,1
22|9.18.36,A,8
22|9.18.36,B,16
22|9.18.36,D,1
32|31.17.24,A,11
32|31.17.24,B,11
32|31.17.24,C,1
36|4.36.21,A,3
36|4.36.21,B,7
9|22,A,28
9|22,B,58
9|22,C,5
9|22,D,1
18|36.2,A,46
18|36.2,B,70
18|36.2,C,1
5|36.18,A,10
5|36.18,B,18
5|18.37.18.36,A,2
5|18.37.18.36,B,11
11|0.18.37.32,A,6
11|0.18.37.32,B,10
18|37.18.37,A,154
18|37.18.37,B,288
18|37.18.37,C,14
18|37.18.37,D,2
18|37.18.37,F,1
34|18.6,A,18
34|18.6,B,37
34|18.6,C,3
30|18,A,69
30|18,B,107
30|18,C,5
30|18,D,1
28|12.18,A,1
28|12.18,B,8
18|37.18.37.19,A,59
18|37.18.37.19,B,146
18|37.18.37.19,C,6
18|37.18.37.19,D,1
17|36,A,14
17|36,B,29
17|36,C,3
24|7,A,24
24|7,B,33
24|7,C,4
18|10.2.18,A,4
18|10.2.18,B,15
24|18.37.18.37,A,90
24|18.37.18.37,B,148
24|18.37.18.37,C,8
24|18.37.18.37,F,1
6|24.18.37.18,A,10
6|24.18.37.18,B,13
18|37.30,A,46
18|37.30,B,90
18|37.30,C,6
36|33,A,27
36|33,B,48
30|,A,150
30|,B,279
30|,C,13
30|,D,2
37|4,A,148
37|4,B,271
37|4,C,13
37|4,D,2
37|4,F,1
24|32,A,14
24|32,B,23
24|32,C,1
18|30.8,A,14
18|30.8,B,45
18|30.8,C,1
26|16.23,A,8
26|16.23,B,22
18|37.18.14,A,15
18|37.18.14,B,39
18|37.18.14,C,2
18|37.18.14,D,2
37|34,A,84
37|34,B,158
37|34,C,7
37|34,D,2
37|34,F,1
26|36.23,A,10
26|36.23,B,21
24|18.37.24,A,20
24|18.37.24,B,29
24|18.37.24,C,2
8|13.18.30,A,3
8|13.18.30,B,7
36|27.12,A,10
36|27.12,B,22
16|23,A,17
16|23,B,45
4|21,A,16
4|21,B,30
4|21,C,1
37|18.37.18.37,A,151
37|18.37.18.37,B,281
37|18.37.18.37,C,14
37|18.37.18.37,D,2
37|18.37.18.37,F,1
7|37,A,1
7|37,B,13
7|37,C,1
36|21,A,62
36|21,B,109
36|21,C,6
37|9,A,146
37|9,B,274
37|9,C,13
37|9,D,2
37|9,F,1
21|,A,152
21|,B,281
21|,C,13
21|,D,2
21|,F,1
37|33,A,81
37|33,B,127
37|33,C,9
37|33,D,2
18|37.13,A,15
18|37.13,B,12
18|37.13,C,3
18|37.13,D,1
30|18.36,A,9
30|18.36,B,10
30|18.36,C,1
23|36,A,32
23|36,B,56
23|36,C,2
18|3.5,A,8
18|3.5,B,15
13|24,A,20
13|24,B,16
13|24,C,3
18|37.15,A,19
18|37.15,B,31
18|37.15,C,2
18|37.15,D,1
18|37.15,F,1
6|18.37.24,A,6
6|18.37.24,B,13
6|18.37.24,C,1
36|6.24,A,10
36|6.24,B,11
10|18.36.18,A,4
10|18.36.18,B,7
0|18.37.32,A,7
0|18.37.32,B,12
37|24.22,A,15
37|24.22,B,31
37|24.22,C,2
24|10.18,A,6
24|10.18,B,16
24|10.18,C,1
36|21.36.4,A,2
36|21.36.4,B,11
36|21.36.4,C,1
18|36.10,A,15
18|36.10,B,12
18|36.10,C,1
27|36,A,27
27|36,B,41
27|36,C,3
2|18,A,154
2|18,B,288
2|18,C,14
2|18,D,2
2|18,F,1
18|37.18.32,A,4
18|37.18.32,B,9
18|37.18.32,C,1
18|24.18.37.18.37,A,17
18|24.18.37.18.37,B,23
18|24.18.37.18.37,C,2
36|2.18.37,A,4
36|2.18.37,B,12
22|,A,152
22|,B,276
22|,C,12
22|,D,2
22|,F,1
11|18.37.18,A,10
11|18.37.18,B,6
11|18.37.18,C,1
37|31,A,29
37|31,B,70
37|31,C,1
33|4.21,A,11
33|4.21,B,21
33|4.21,C,1
5|18.37.18.37.18.37,A,12
5|18.37.18.37.18.37,B,13
18|6,A,153
18|6,B,288
18|6,C,14
18|6,D,2
18|6,F,1
31|18.36,A,3
31|18.36,B,11
36|29,A,74
36|29,B,141
36|29,C,3
36|29,F,1
27|12,A,93
27|12,B,181
27|12,C,9
27|12,D,1
37|28,A,85
37|28,B,125
37|28,C,6
37|28,D,1
4|36.21,A,8
4|36.21,B,17
4|36.21,C,1
25|15,A,62
25|15,B,88
25|15,C,3
25|15,D,1
18|36.34,A,21
18|36.34,B,23
18|36.34,C,3
18|36.34,D,1
37|18.37.30,A,25
37|18.37.30,B,52
37|18.37.30,C,4
18|36.18,A,128
18|36.18,B,228
18|36.18,C,12
18|36.18,D,2
18|36.18,F,1
37|18.37.2,A,82
37|18.37.2,B,148
37|18.37.2,C,9
37|18.37.2,D,1
37|18.37.2,F,1
36|6,A,153
36|6,B,287
36|6,C,14
36|6,D,2
36|6,F,1
37|18.37.18.37.34,A,22
37|18.37.18.37.34,B,55
37|18.37.18.37.34,C,1
37|17,A,15
37|17,B,37
37|17,C,1
18|37.26,A,33
18|37.26,B,64
18|37.26,C,1
36|21.24,A,13
36|21.24,B,16
21|18,A,63
21|18,B,126
21|18,C,5
8|13.30,A,26
8|13.30,B,40
36|30.24,A,4
36|30.24,B,15
30|36,A,8
30|36,B,14
30|36,C,1
18|37.18.37.18.37,A,151
18|37.18.37.18.37,B,281
18|37.18.37.18.37,C,14
18|37.18.37.18.37,D,2
18|37.18.37.18.37,F,1
18|36.19,A,14
18|36.19,B,34
18|36.19,C,1
2|18.36.18.37.18,A,13
2|18.36.18.37.18,B,32
2|18.36.18.37.18,C,2
24|2,A,49
24|2,B,74
24|2,C,4
24|2,D,1
24|2,F,1
27|12.18.37,A,29
27|12.18.37,B,63
27|12.18.37,C,4
27|12.18.37,D,1
18|36.7,A,11
18|36.7,B,29
18|36.7,C,1
24|22,A,29
24|22,B,52
24|22,C,3
24|22,F,1
37|15,A,19
37|15,B,31
37|15,C,2
37|15,D,1
37|15,F,1
18|37.23,A,54
18|37.23,B,74
18|37.23,C,5
18|37.23,D,1
18|37.18.37.20,A,20
18|37.18.37.20,B,42
18|37.18.37.20,C,3
13|8,A,61
13|8,B,152
13|8,C,8
13|8,D,2
36|10,A,44
36|10,B,49
36|10,C,2
36|10,D,1
23|,A,150
23|,B,276
23|,C,14
23|,D,2
18|14.18.36,A,12
18|14.18.36,B,15
24|18,A,129
24|18,B,237
24|18,C,13
24|18,D,1
24|18,F,1
2|24,A,86
2|24,B,122
2|24,C,4
2|24,D,1
16|23.18,A,7
16|23.18,B,31
15|36,A,12
15|36,B,24
15|36,C,2
37|18.37.18.37.2,A,51
37|18.37.18.37.2,B,95
37|18.37.18.37.2,C,7
37|18.37.18.37.2,D,1
37|18.37.18.37.2,F,1
24|18.37.18.37.24,A,18
24|18.37.18.37.24,B,26
37|10,A,53
37|10,B,84
37|10,C,2
37|10,F,1
18|36.4,A,68
18|36.4,B,111
18|36.4,C,6
18|36.4,D,2
18|36.4,F,1
0|11,A,12
0|11,B,27
0|11,C,3
4|18.37.18.37.34,A,4
4|18.37.18.37.34,B,7
18|36.24,A,46
18|36.24,B,69
18|36.24,C,5
18|36.24,D,1
18|36.24,F,1
12|,A,144
12|,B,274
12|,C,13
12|,D,2
16|24,A,13
16|24,B,13
16|24,C,1
12|24,A,26
12|24,B,45
12|24,C,2
37|18.37.34,A,49
37|18.37.34,B,101
37|18.37.34,C,3
37|18.37.34,D,1
22|9.36,A,11
22|9.36,B,9
18|0,A,49
18|0,B,121
18|0,C,3
23|18.36.18,A,5
23|18.36.18,B,12
23|18.36.18,C,1
24|30.18,A,13
24|30.18,B,12
24|30.18,C,2
18|37.19,A,115
18|37.19,B,225
18|37.19,C,10
18|37.19,D,2
18|37.18.37.31,A,11
18|37.18.37.31,B,28
18|7,A,154
18|7,B,288
18|7,C,14
18|7,D,2
18|7,F,1
18|37.18.37.23,A,25
18|37.18.37.23,B,39
18|37.18.37.23,C,3
18|23,A,11
18|23,B,22
18|23,C,5
36|27,A,19
36|27,B,40
36|27,C,2
18|32,A,12
18|32,B,17
18|32,C,1
9|36.18,A,5
9|36.18,B,3
9|18.37.29,A,6
9|18.37.29,B,11
18|36.23,A,11
18|36.23,B,29
18|36.23,C,1
2|36,A,123
2|36,B,216
2|36,C,11
2|36,F,1
28|27.36,A,14
28|27.36,B,17
28|27.36,C,2
29|,A,153
29|,B,284
29|,C,13
29|,D,2
29|,F,1
18|36.20,A,11
18|36.20,B,15
37|19,A,117
37|19,B,227
37|19,C,10
37|19,D,2
36|22,A,39
36|22,B,56
36|22,F,1
18|37.18.37.7,A,46
18|37.18.37.7,B,83
18|37.18.37.7,C,5
18|37.18.37.7,D,1
18|37.2,A,121
18|37.2,B,219
18|37.2,C,11
18|37.2,D,2
18|37.2,F,1
37|28.27,A,62
37|28.27,B,90
37|28.27,C,4
37|28.27,D,1
10|36.2,A,8
10|36.2,B,12
28|36,A,15
28|36,B,33
28|36,C,1
11|0.18.36,A,7
11|0.18.36,B,12
11|0.18.36,C,1
11|0.18.36,D,1
6|14,A,3
6|14,B,9
6|14,C,1
6|14,D,1
21|24,A,23
21|24,B,28
21|24,C,2
18|33,A,25
18|33,B,34
18|33,C,4
11|0.24,A,17
11|0.24,B,25
16|18.36,A,4
16|18.36,B,14
18|2.18.37,A,9
18|2.18.37,B,11
37|18.37.31,A,11
37|18.37.31,B,28
18|36.16,A,8
18|36.16,B,21
33|21.18,A,6
33|21.18,B,11
33|21.18,C,2
16|26.18,A,13
16|26.18,B,27
16|26.18,C,2
8|13.36.30,A,5
8|13.36.30,B,13
8|13.36.30,C,1
18|37.11,A,36
18|37.11,B,60
18|37.11,C,4
18|37.11,F,1
37|18.37.19,A,59
37|18.37.19,B,146
37|18.37.19,C,6
37|18.37.19,D,1
22|9,A,108
22|9,B,189
22|9,C,6
22|9,D,1
22|9,F,1
3|18.14,A,39
3|18.14,B,68
3|18.14,C,3
3|18.14,D,2
11|,A,145
11|,B,263
11|,C,14
11|,D,1
11|,F,1
12|27,A,17
12|27,B,22
37|18.37.24,A,77
37|18.37.24,B,159
37|18.37.24,C,7
37|18.37.24,F,1
23|29,A,8
23|29,B,14
31|17.24,A,18
31|17.24,B,22
31|17.24,C,1
18|37.5,A,61
18|37.5,B,124
18|37.5,C,4
18|37.5,D,1
18|37.5,F,1
26|23,A,61
26|23,B,104
26|23,C,5
26|23,D,1
36|31,A,39
36|31,B,61
36|31,C,6
13|36.30,A,5
13|36.30,B,16
13|36.30,C,1
4|24,A,23
4|24,B,32
4|24,C,1
37|5,A,61
37|5,B,124
37|5,C,4
37|5,D,1
37|5,F,1
36|4,A,119
36|4,B,213
36|4,C,11
36|4,D,2
36|4,F,1
10|2,A,43
10|2,B,99
10|2,C,2
18|36.14,A,9
18|36.14,B,26
33|21,A,64
33|21,B,110
33|21,C,6
33|21,D,2
18|37.18.37.18.37.16,A,15
18|37.18.37.18.37.16,B,31
26|23.24,A,9
26|23.24,B,8
28|27,A,91
28|27,B,172
28|27,C,9
28|27,D,1
37|7,A,86
37|7,B,158
37|7,C,5
37|7,D,1
0|24,A,23
0|24,B,34
11|0.36,A,9
11|0.36,B,16
11|0.36,C,2
7|,A,108
7|,B,186
7|,C,9
7|,D,1
24|33,A,13
24|33,B,27
24|33,C,1
24|33,D,1
10|,A,123
10|,B,219
10|,C,10
10|,D,2
10|,F,1
8|13.18.37,A,28
8|13.18.37,B,57
8|13.18.37,D,1
18|37.12,A,19
18|37.12,B,24
18|37.12,D,1
18|36.6.18,A,2
18|36.6.18,B,12
18|36.6.18,C,1
36|21.4,A,22
36|21.4,B,27
26|,A,151
26|,B,276
26|,C,12
26|,D,1
30|8.13.24,A,10
30|8.13.24,B,13
30|8.13.24,C,1
36|28,A,25
36|28,B,46
36|28,C,2
37|18.37.18.37.30,A,17
37|18.37.18.37.30,B,28
37|18.37.18.37.30,C,4
26|36,A,27
26|36,B,58
26|36,C,1
36|16.26.24,A,4
36|16.26.24,B,6
24|6,A,48
24|6,B,102
24|6,C,4
24|6,F,1
34|6.36,A,8
34|6.36,B,9
34|6.36,C,1
36|12,A,25
36|12,B,43
36|12,C,3
23|26.16,A,9
23|26.16,B,11
23|26.16,C,1
36|14,A,15
36|14,B,46
18|37.18.37.24,A,76
18|37.18.37.24,B,159
18|37.18.37.24,C,7
18|37.18.37.24,F,1
18|30,A,16
18|30,B,57
18|30,C,1
18|37.18.37.33,A,52
18|37.18.37.33,B,66
18|37.18.37.33,C,6
18|37.18.37.33,D,1
36|3,A,87
36|3,B,154
36|3,C,5
18|37.18.37.32,A,24
18|37.18.37.32,B,51
18|37.18.37.32,C,4
18|37.18.37.32,D,1
0|18.36,A,10
0|18.36,B,16
0|18.36,C,1
0|18.36,D,1
18|37.18.37.26,A,16
18|37.18.37.26,B,33
18|37.18.37.26,C,1
6|18.14,A,7
6|18.14,B,11
6|18.14,C,1
36|2,A,85
36|2,B,154
36|2,C,4
36|2,F,1
33|36.21,A,16
33|36.21,B,20
33|36.21,C,1
17|18.37.24,A,5
17|18.37.24,B,11
17|18.37.24,C,1
10|5,A,12
10|5,B,25
10|5,C,1
10|5,D,1
24|3,A,38
24|3,B,80
24|3,C,5
24|3,D,1
22|36.9,A,10
22|36.9,B,15
22|36.9,C,2
4|36,A,40
4|36,B,53
4|36,C,3
4|36,D,1
22|18,A,38
22|18,B,68
22|18,C,2
37|18.37.28.27,A,36
37|18.37.28.27,B,53
37|18.37.28.27,C,2
37|18.37.28.27,D,1
5|24,A,10
5|24,B,16
24|,A,141
24|,B,266
24|,C,13
24|,D,2
24|,F,1
8|13.24,A,17
8|13.24,B,15
8|13.24,C,3
10|2.18,A,39
10|2.18,B,86
10|2.18,C,2
18|37.34,A,84
18|37.34,B,153
18|37.34,C,7
18|37.34,D,2
18|37.34,F,1
