student_assignment_grade,struc0,struc1,struc2,struc3
student8_Prompt3_1.0,0,0,2,4
student8_Prompt10_1.0,4,2,1,12
student8_ePortfolio Link_1.0,0,0,1,12
student8_Prompt6_1.0,7,5,3,22
student8_Prompt8_1.0,2,2,0,8
student9_Prompt11_1.0,4,0,2,12
student9_Prompt8_1.0,1,1,2,10
student9_Prompt2_1.0,4,4,5,13
student9_Prompt3_1.0,0,1,0,8
student9_Prompt9_1.0,1,0,1,7
student9_ePortfolio Link_1.0,0,0,0,4
student9_Prompt6_1.0,1,0,3,9
student9_Prompt7_1.0,2,0,2,9
student10_Prompt11_1.0,0,1,1,7
student10_Capstone_1.0,5,6,14,26
student10_Prompt2_1.0,1,1,3,7
student10_Prompt5_1.0,3,3,6,20
student10_Prompt3_1.0,1,1,0,9
student10_Prompt10_1.0,2,2,4,12
student10_Prompt6_1.0,2,1,2,9
student10_Prompt8_1.0,2,3,5,19
student10_Prompt4_1.0,3,3,4,22
student10_Prompt9_1.0,5,2,7,20
student10_ePortfolio Link_1.0,0,0,1,6
student10_Prompt7_1.0,4,1,2,8
student11_ePortfolio Link_1.0,5,4,1,20
student11_Capstone_1.0,2,2,9,29
student11_Integration3_1.0,2,7,8,31
student11_Prompt5_1.0,2,0,1,12
student11_Prompt4_1.0,2,2,1,8
student11_Prompt10_1.0,1,1,1,8
student11_Prompt9_1.0,3,5,6,27
student11_Prompt6_1.0,3,1,2,13
student11_Prompt7_1.0,3,3,1,12
student11_Prompt8_1.0,2,2,5,22
student12_Prompt11_1.0,3,2,1,12
student12_Capstone_0.9,5,5,7,17
student12_Prompt2_1.0,2,1,4,12
student12_Prompt5_1.0,0,0,0,9
student12_Prompt4_1.0,2,2,1,8
student12_Prompt3_1.0,0,0,0,2
student12_Prompt10_1.0,4,2,2,10
student12_Prompt7_1.0,2,2,2,12
student12_Prompt9_1.0,0,2,3,14
student12_Integration3_0.9,3,3,0,22
student12_ePortfolio Link_1.0,0,3,3,10
student13_ePortfolio Link_1.0,1,3,5,12
student13_Capstone_1.0,0,1,1,7
student13_Integration3_1.0,2,7,4,35
student13_Prompt5_1.0,2,2,0,11
student13_Prompt4_1.0,3,3,3,12
student13_Prompt3_1.0,1,1,1,10
student13_Prompt10_1.0,2,1,2,8
student13_Prompt9_1.0,1,1,4,12
student13_Prompt6_1.0,2,0,0,6
student13_Prompt7_1.0,9,2,5,24
student13_Prompt8_1.0,0,1,1,7
student14_Prompt11_1.0,4,3,2,8
student14_Capstone_0.9,0,0,2,4
student14_Prompt2_1.0,1,2,7,23
student14_Prompt5_1.0,2,1,2,14
student14_Prompt4_1.0,1,2,4,17
student14_Prompt3_1.0,1,2,0,15
student14_Prompt10_1.0,0,0,0,5
student14_ePortfolio Link_1.0,2,1,2,9
student14_Prompt6_1.0,1,0,0,9
student14_Prompt7_1.0,3,0,2,9
student14_Prompt8_1.0,0,1,1,6
student15_Capstone_1.0,7,2,6,22
student15_Integration3_0.9,2,5,7,18
student15_Prompt5_1.0,3,1,2,12
student15_Prompt4_1.0,3,1,2,20
student15_Prompt2_1.0,4,4,6,16
student15_ePortfolio Link_1.0,0,0,0,5
student15_Prompt9_1.0,0,1,1,11
student15_Prompt7_1.0,2,1,0,13
student16_Prompt8_1.0,4,3,6,24
student16_Prompt2_1.0,5,5,8,21
student16_Prompt3_1.0,2,3,6,22
student16_Prompt10_1.0,6,2,4,18
student16_ePortfolio Link_1.0,0,0,0,2
student16_Prompt6_1.0,3,1,1,9
student16_Prompt7_1.0,4,1,2,8
student17_Prompt11_1.0,1,2,2,16
student17_Capstone_0.0,1,3,6,17
student17_Prompt2_1.0,0,0,0,2
student17_Prompt5_1.0,1,2,2,9
student17_Prompt3_1.0,4,4,4,20
student17_Prompt10_1.0,1,1,1,8
student17_Prompt6_1.0,2,0,0,7
student17_Integration3_1.0,1,1,5,10
student17_Prompt8_1.0,0,1,1,9
student17_Prompt4_1.0,1,1,0,7
student17_Prompt9_1.0,2,0,3,9
student17_ePortfolio Link_1.0,1,3,3,7
student17_Prompt7_1.0,2,0,1,11
student18_ePortfolio Link_1.0,0,0,0,2
student18_Prompt11_1.0,0,0,1,9
student18_Capstone_1.0,3,1,13,15
student18_Prompt2_1.0,1,2,6,10
student18_Prompt5_1.0,3,1,3,18
student18_Prompt3_1.0,0,0,0,2
student18_Integration3_1.0,4,5,9,31
student18_Prompt9_1.0,0,2,2,12
student18_Prompt6_1.0,0,0,0,2
student18_Prompt8_1.0,1,1,4,13
student19_Prompt11_1.0,1,1,3,9
student19_Capstone_1.0,2,2,8,16
student19_Prompt2_1.0,2,3,7,12
student19_Prompt5_1.0,9,8,4,38
student19_Prompt3_1.0,3,3,5,21
student19_Prompt10_1.0,0,0,0,3
student19_Prompt6_1.0,11,12,13,43
student19_Prompt8_1.0,0,0,0,2
student19_Prompt4_1.0,3,3,1,14
student19_Prompt9_1.0,6,9,18,38
student19_ePortfolio Link_1.0,0,0,0,2
student19_Prompt7_1.0,0,0,0,2
student20_Prompt11_1.0,1,2,2,7
student20_Capstone_1.0,1,1,4,11
student20_Prompt2_1.0,1,3,4,15
student20_Prompt5_1.0,0,0,0,7
student20_Prompt3_1.0,0,0,0,2
student20_Prompt10_1.0,1,1,3,7
student20_Integration3_1.0,0,0,0,5
student20_Prompt8_1.0,6,2,3,11
student20_Prompt4_1.0,1,1,0,9
student20_Prompt9_1.0,4,2,2,13
student20_ePortfolio Link_1.0,1,0,1,6
student20_Prompt7_1.0,1,0,2,13
student21_Prompt11_1.0,2,1,2,7
student21_Capstone_1.0,1,2,3,14
student21_Integration3_0.9,1,1,6,16
student21_Prompt5_1.0,3,4,2,16
student21_Prompt4_1.0,2,3,3,19
student21_Prompt3_1.0,1,1,1,18
student21_Prompt10_1.0,2,1,1,8
student21_Prompt9_1.0,4,1,1,15
student21_Prompt6_1.0,2,1,1,12
student21_Prompt7_1.0,5,3,2,11
student21_ePortfolio Link_1.0,0,0,0,2
student22_Prompt11_1.0,3,2,0,9
student22_Prompt9_1.0,1,3,1,8
student22_Prompt2_0.0,4,5,6,11
student22_Prompt5_1.0,7,7,2,14
student22_Prompt4_1.0,5,4,1,8
student22_Prompt3_1.0,0,0,0,2
student22_Prompt10_1.0,2,2,2,12
student22_Prompt7_1.0,1,0,0,10
student22_Prompt6_1.0,1,3,1,19
student22_Integration3_1.0,3,3,1,11
student22_ePortfolio Link_1.0,0,0,2,5
student23_Capstone_1.0,7,3,8,15
student23_Integration3_0.9,0,0,1,9
student23_Prompt5_1.0,3,3,0,14
student23_Prompt4_1.0,0,0,0,4
student23_Prompt10_1.0,0,0,0,5
student23_ePortfolio Link_1.0,0,0,2,5
student23_Prompt9_1.0,1,3,4,14
student23_Prompt7_0.5,0,0,0,5
student23_Prompt8_1.0,6,2,6,18
student24_Capstone_1.0,1,2,6,9
student24_Integration3_1.0,2,6,3,22
student24_Prompt5_1.0,2,1,0,12
student24_Prompt4_1.0,1,1,0,7
student24_Prompt2_1.0,1,2,7,15
student24_ePortfolio Link_1.0,0,0,0,5
student24_Prompt9_1.0,1,0,0,10
student24_Prompt7_1.0,4,4,4,12
student25_Prompt8_1.0,0,1,1,5
student25_Prompt2_1.0,1,0,1,7
student25_Prompt5_1.0,2,0,2,8
student25_Prompt4_1.0,1,1,0,11
student25_Prompt10_1.0,1,1,1,8
student25_Prompt7_1.0,6,1,1,16
student25_Prompt6_1.0,2,4,5,21
student25_Integration3_1.0,0,0,0,5
student26_Prompt8_1.0,5,2,3,13
student26_Integration3_0.9,1,2,0,8
student26_Prompt5_1.0,0,0,0,5
student26_Prompt4_1.0,2,2,6,22
student26_Prompt10_0.8,1,1,3,19
student26_Prompt9_1.0,2,2,1,10
student26_Prompt6_1.0,0,1,0,15
student27_Prompt11_1.0,0,0,0,4
student27_Capstone_1.0,5,4,11,16
student27_Integration3_0.9,1,0,5,18
student27_Prompt5_1.0,2,0,1,11
student27_Prompt4_1.0,1,2,2,12
student27_Prompt10_1.0,0,0,1,14
student27_ePortfolio Link_1.0,0,0,0,3
student27_Prompt9_1.0,1,0,0,8
student27_Prompt7_1.0,0,0,0,2
student27_Prompt8_1.0,6,3,2,17
student28_Prompt11_1.0,4,4,2,9
student28_Prompt8_1.0,7,3,2,19
student28_Prompt2_1.0,0,0,1,9
student28_Prompt5_1.0,1,1,4,16
student28_Prompt3_1.0,0,0,0,5
student28_Prompt10_1.0,0,0,0,2
student28_Prompt9_1.0,0,0,0,2
student28_Prompt6_1.0,0,2,0,20
student28_Integration3_1.0,0,0,0,3
student28_ePortfolio Link_1.0,4,3,9,17
student29_Prompt11_1.0,2,2,6,17
student29_Capstone_1.0,0,0,6,10
student29_Prompt2_1.0,1,1,3,5
student29_Prompt5_1.0,3,0,1,17
student29_Prompt3_1.0,1,0,0,10
student29_Prompt10_1.0,3,3,7,17
student29_Prompt6_1.0,5,1,4,16
student29_Integration3_1.0,1,4,8,25
student29_Prompt8_1.0,3,3,3,17
student29_Prompt4_1.0,2,4,4,21
student29_Prompt9_1.0,1,0,1,10
student29_ePortfolio Link_1.0,1,1,3,16
student29_Prompt7_1.0,2,1,0,10
student30_Prompt11_1.0,1,2,1,10
student30_Capstone_1.0,1,1,3,9
student30_Prompt2_1.0,3,2,5,18
student30_Prompt5_1.0,1,0,2,12
student30_Prompt3_1.0,3,1,0,12
student30_Prompt10_1.0,4,1,8,22
student30_Prompt6_0.8,2,0,0,10
student30_Integration3_1.0,0,0,2,15
student30_Prompt8_1.0,1,1,2,12
student30_Prompt4_0.8,2,3,1,11
student30_Prompt9_1.0,2,0,0,7
student30_ePortfolio Link_1.0,0,0,0,8
student30_Prompt7_1.0,2,0,3,18
student31_ePortfolio Link_1.0,2,1,8,21
student31_Capstone_1.0,1,1,5,8
student31_Prompt2_1.0,0,1,0,6
student31_Prompt5_1.0,1,0,1,13
student31_Prompt4_1.0,1,2,1,15
student31_Prompt3_1.0,1,1,1,8
student31_Integration3_1.0,0,6,4,23
student31_Prompt9_1.0,1,1,1,10
student31_Prompt6_1.0,2,0,0,7
student31_Prompt7_1.0,3,2,2,15
student31_Prompt8_1.0,0,1,1,8
student32_ePortfolio Link_1.0,1,0,0,5
student32_Prompt11_1.0,0,0,0,8
student32_Capstone_1.0,4,1,1,7
student32_Integration3_0.9,0,0,5,20
student32_Prompt5_1.0,1,0,3,8
student32_Prompt4_1.0,1,3,1,15
student32_Prompt10_1.0,2,1,1,10
student32_Prompt9_1.0,2,2,5,16
student32_Prompt6_1.0,2,0,0,12
student32_Prompt7_1.0,0,0,2,17
student32_Prompt8_1.0,2,1,1,12
student33_Prompt11_1.0,1,1,2,11
student33_Prompt8_1.0,1,1,1,11
student33_Prompt2_1.0,3,1,6,24
student33_Prompt5_1.0,2,1,0,12
student33_Prompt4_1.0,2,1,0,10
student33_Prompt3_1.0,2,1,3,14
student33_Prompt10_1.0,1,1,2,11
student33_Prompt9_1.0,3,2,2,13
student33_Prompt6_1.0,1,0,1,6
student33_Integration3_1.0,0,2,0,21
student34_Prompt11_1.0,0,0,0,2
student34_Capstone_1.0,0,0,1,7
student34_Integration3_1.0,2,3,5,19
student34_Prompt5_1.0,1,4,3,9
student34_Prompt4_1.0,3,3,1,7
student34_Prompt3_1.0,0,0,0,5
student34_Prompt9_1.0,8,7,4,19
student34_ePortfolio Link_1.0,2,1,2,9
student34_Prompt7_1.0,6,4,5,22
student34_Prompt8_1.0,0,1,3,6
student35_Prompt11_1.0,2,0,1,11
student35_Capstone_1.0,4,2,3,13
student35_Prompt2_1.0,2,4,7,21
student35_Prompt5_1.0,2,1,1,18
student35_Prompt4_1.0,2,1,1,12
student35_Prompt3_1.0,1,0,2,7
student35_Prompt10_1.0,1,1,1,12
student35_Prompt7_1.0,3,3,2,10
student35_Prompt6_1.0,2,0,0,8
student35_Integration3_1.0,1,3,2,16
student35_Prompt8_1.0,1,1,3,14
student36_Prompt11_1.0,0,0,0,5
student36_Capstone_0.9,4,4,4,13
student36_Prompt2_0.5,0,0,0,2
student36_Prompt5_1.0,2,1,0,9
student36_Prompt4_1.0,2,2,0,10
student36_Prompt10_1.0,1,1,1,8
student36_Prompt6_1.0,0,0,0,2
student36_Integration3_1.0,3,3,1,18
student36_Prompt8_1.0,6,3,1,20
student37_Integration3_0.9,1,1,1,15
student37_Prompt5_1.0,5,6,2,16
student37_Prompt3_1.0,1,2,0,11
student37_Prompt10_1.0,0,0,1,5
student37_ePortfolio Link_1.0,1,0,0,5
student37_Prompt6_1.0,0,0,0,5
student37_Prompt7_1.0,2,1,0,15
student38_Prompt11_1.0,0,0,0,5
student38_Capstone_1.0,1,1,3,11
student38_Prompt2_1.0,1,2,5,17
student38_Prompt5_1.0,2,0,1,11
student38_Prompt3_1.0,2,0,0,6
student38_Prompt10_1.0,3,2,1,10
student38_Prompt1_1.0,0,0,2,4
student38_Prompt6_1.0,1,0,3,9
student38_Prompt8_1.0,2,2,1,17
student38_Prompt4_1.0,0,2,0,10
student38_ePortfolio Link_1.0,0,0,0,8
student38_Prompt7_1.0,4,0,0,10
student39_Prompt11_1.0,2,1,4,15
student39_Capstone_1.0,1,2,7,15
student39_Prompt2_1.0,2,1,3,7
student39_Prompt5_1.0,3,0,1,17
student39_Prompt10_1.0,1,1,1,10
student39_Prompt6_1.0,2,1,3,16
student39_Integration3_1.0,1,2,2,19
student39_Prompt8_1.0,0,1,1,11
student39_Prompt4_1.0,1,0,0,9
student39_Prompt9_1.0,1,3,3,17
student39_ePortfolio Link_1.0,1,1,3,7
student39_Prompt7_1.0,2,1,0,9
student40_Prompt11_1.0,5,3,3,21
student40_Integration3_1.0,1,4,2,16
student40_Prompt5_1.0,3,2,1,15
student40_Prompt4_1.0,1,1,1,7
student40_Prompt3_1.0,2,1,1,16
student40_Prompt2_1.0,2,5,7,9
student40_ePortfolio Link_1.0,0,0,0,5
student40_Prompt9_1.0,2,6,4,25
student40_Prompt7_1.0,2,1,2,10
student41_Capstone_0.9,0,0,5,8
student41_Integration3_1.0,0,0,0,4
student41_Prompt10_1.0,2,1,0,9
student41_ePortfolio Link_0.0,0,0,0,6
student41_Prompt6_1.0,6,6,3,39
student41_Prompt8_1.0,1,3,3,17
student42_Prompt11_1.0,1,3,1,11
student42_Integration3_1.0,1,2,3,24
student42_Prompt9_1.0,3,3,2,23
student42_Prompt4_1.0,0,0,0,9
student42_Prompt3_1.0,7,4,1,15
student42_Prompt10_1.0,4,2,8,17
student42_ePortfolio Link_1.0,0,0,0,3
student42_Prompt7_1.0,3,1,3,12
student43_Capstone_1.0,3,2,1,13
student43_Prompt9_1.0,4,1,1,12
student43_Prompt3_1.0,0,0,0,6
student43_ePortfolio Link_1.0,2,0,2,8
student43_Prompt6_1.0,2,0,0,8
student43_Prompt8_1.0,4,4,1,12
student44_Prompt11_1.0,3,3,4,10
student44_Prompt8_1.0,0,3,1,13
student44_Prompt2_1.0,0,0,0,5
student44_Prompt3_1.0,0,0,0,5
student44_Prompt9_1.0,1,0,1,12
student44_ePortfolio Link_1.0,1,1,0,5
student44_Prompt6_1.0,3,2,2,20
student44_Prompt7_1.0,3,5,3,18
student45_Prompt11_1.0,2,2,2,8
student45_Prompt8_1.0,0,1,1,9
student45_Prompt2_1.0,2,1,4,8
student45_Prompt5_1.0,0,0,0,5
student45_Prompt3_0.5,0,0,0,2
student45_Prompt10_1.0,1,1,3,6
student45_Prompt6_1.0,2,0,0,9
student45_Integration3_1.0,4,4,6,31
student45_Prompt4_1.0,4,2,0,14
student45_Prompt9_1.0,2,0,1,10
student45_ePortfolio Link_1.0,0,0,0,8
student45_Prompt7_1.0,2,0,1,6
student46_Prompt11_1.0,1,1,1,6
student46_Prompt8_1.0,0,2,1,5
student46_Prompt2_1.0,3,1,6,17
student46_Prompt5_1.0,3,1,0,16
student46_Prompt4_1.0,0,0,0,6
student46_Prompt3_1.0,0,0,0,5
student46_Prompt10_1.0,1,1,1,6
student46_Prompt7_1.0,2,0,0,9
student46_Prompt9_1.0,1,0,1,8
student46_Integration3_1.0,1,4,1,18
student46_ePortfolio Link_1.0,1,1,0,6
student47_Capstone_1.0,2,2,6,13
student47_Prompt2_1.0,0,0,0,5
student47_Prompt5_1.0,4,3,3,24
student47_Prompt4_1.0,6,6,1,18
student47_Prompt3_1.0,0,0,0,6
student47_Prompt10_1.0,0,0,0,10
student47_Prompt7_1.0,5,1,7,25
student47_Prompt9_1.0,1,1,2,16
student47_Integration3_1.0,3,3,4,21
student48_Capstone_1.0,6,9,13,29
student48_Prompt2_1.0,3,4,8,14
student48_Prompt5_1.0,1,2,0,13
student48_Prompt3_0.0,0,0,0,2
student48_Prompt10_1.0,3,2,5,10
student48_Prompt6_1.0,2,1,3,12
student48_Integration3_1.0,4,8,7,33
student48_Prompt8_1.0,1,3,2,14
student48_Prompt4_1.0,2,3,1,17
student48_Prompt9_1.0,3,3,10,23
student48_ePortfolio Link_1.0,4,3,6,23
student48_Prompt7_1.0,3,2,3,10
student49_Prompt11_0.5,2,3,4,9
student49_Capstone_1.0,0,0,0,6
student49_Prompt2_1.0,0,0,0,2
student49_Prompt5_1.0,3,3,0,18
student49_Prompt4_1.0,1,1,0,9
student49_Prompt3_1.0,1,0,0,5
student49_Prompt10_1.0,7,3,2,15
student49_Prompt7_1.0,4,0,1,14
student49_Prompt6_1.0,1,0,0,5
student49_Integration3_0.9,1,4,4,21
student49_ePortfolio Link_1.0,2,4,6,10
student50_Prompt8_1.0,1,2,3,9
student50_Integration3_1.0,0,0,0,6
student50_Prompt5_1.0,3,1,2,14
student50_Prompt4_1.0,3,1,2,20
student50_Prompt3_1.0,2,1,1,9
student50_Prompt10_1.0,0,0,0,9
student50_Prompt9_1.0,2,1,1,11
student50_Prompt6_1.0,2,2,0,21
student50_Prompt7_1.0,3,3,3,11
student50_ePortfolio Link_1.0,0,0,0,5
student51_ePortfolio Link_0.9,0,0,0,4
student51_Prompt11_1.0,2,1,1,6
student51_Capstone_1.0,4,3,11,21
student51_Prompt2_1.0,0,0,0,4
student51_Prompt5_1.0,2,1,1,6
student51_Prompt4_1.0,0,0,1,9
student51_Prompt3_1.0,1,0,2,12
student51_Integration3_0.9,4,3,5,41
student51_Prompt1_1.0,0,0,0,5
student51_Prompt8_1.0,1,1,0,6
student52_Prompt8_1.0,2,3,4,17
student52_Integration3_1.0,4,3,1,20
student52_Prompt5_1.0,0,2,0,16
student52_Prompt4_1.0,1,2,1,10
student52_Prompt3_1.0,1,1,0,5
student52_Prompt10_1.0,2,0,1,4
student52_Prompt9_0.0,0,0,0,2
student52_Prompt6_1.0,1,1,1,6
student52_Prompt7_1.0,4,2,1,14
student53_Capstone_1.0,0,0,0,7
student53_Integration3_0.9,1,1,5,14
student53_Prompt5_1.0,1,1,0,10
student53_Prompt4_1.0,6,5,4,19
student53_Prompt3_1.0,5,2,1,15
student53_Prompt10_1.0,1,1,1,8
student53_ePortfolio Link_1.0,2,3,4,10
student53_Prompt9_1.0,2,0,3,10
student53_Prompt7_1.0,2,0,2,7
student53_Prompt8_1.0,0,1,1,8
student54_Prompt8_1.0,4,3,1,15
student54_Prompt2_1.0,2,1,3,10
student54_Prompt4_1.0,0,2,1,9
student54_Prompt3_1.0,1,1,1,9
student54_Prompt9_1.0,2,0,1,11
student54_Prompt6_1.0,2,1,2,10
student54_Prompt7_1.0,3,1,3,13
student55_ePortfolio Link_1.0,0,0,0,2
student55_Capstone_1.0,3,3,1,22
student55_Integration3_1.0,0,0,2,14
student55_Prompt5_1.0,1,1,1,9
student55_Prompt4_1.0,2,1,1,16
student55_Prompt10_1.0,1,0,1,6
student55_Prompt9_1.0,6,4,2,30
student55_Prompt6_1.0,3,2,2,13
student55_Prompt7_1.0,3,0,1,13
student55_Prompt8_1.0,1,2,2,12
student56_Prompt11_1.0,0,0,0,3
student56_Prompt8_1.0,0,0,0,2
student56_Integration3_1.0,0,1,0,11
student56_Prompt5_1.0,8,5,4,25
student56_Prompt4_1.0,3,2,0,10
student56_Prompt3_1.0,0,0,0,6
student56_Prompt9_1.0,0,0,0,3
student56_Prompt1_1.0,0,0,0,5
student56_Prompt6_1.0,10,11,9,33
student56_Prompt7_1.0,0,0,0,5
student57_Prompt11_1.0,0,0,0,5
student57_Capstone_0.9,3,1,3,6
student57_Prompt2_1.0,1,3,3,9
student57_Prompt5_1.0,3,2,2,14
student57_Prompt3_1.0,0,0,0,2
student57_Prompt10_1.0,6,2,2,13
student57_Prompt6_0.9,2,0,0,6
student57_Integration3_1.0,0,3,3,27
student57_Prompt8_0.9,0,1,1,6
student57_Prompt4_1.0,3,1,0,7
student57_Prompt9_1.0,0,0,0,5
student57_Prompt7_0.9,3,0,2,10
student58_Capstone_1.0,2,4,5,15
student58_Prompt2_1.0,0,0,0,5
student58_Prompt5_1.0,3,1,1,11
student58_Prompt3_1.0,1,1,1,7
student58_Prompt10_0.9,1,2,2,9
student58_Prompt6_1.0,2,0,1,12
student58_Integration3_1.0,2,5,2,27
student58_Prompt8_1.0,1,1,1,9
student58_Prompt4_1.0,2,1,0,10
student58_Prompt9_1.0,1,3,1,15
student58_ePortfolio Link_1.0,4,3,4,13
student58_Prompt7_1.0,2,2,1,9
student59_Prompt11_1.0,4,3,5,11
student59_Capstone_1.0,0,0,2,1
student59_Prompt2_1.0,3,3,6,14
student59_Prompt5_1.0,3,3,1,11
student59_Prompt3_1.0,1,0,0,5
student59_Prompt10_1.0,4,2,1,9
student59_Prompt6_1.0,1,3,0,27
student59_Integration3_1.0,3,0,3,15
student59_Prompt8_1.0,4,1,1,10
student59_Prompt4_1.0,2,1,2,10
student59_Prompt9_1.0,0,1,4,9
student59_ePortfolio Link_1.0,0,0,0,7
student59_Prompt7_1.0,0,0,1,6
student60_Prompt11_1.0,0,0,0,5
student60_Prompt8_0.5,0,2,2,12
student60_Prompt2_1.0,6,6,7,25
student60_Prompt5_1.0,4,3,4,24
student60_Prompt4_1.0,2,5,9,21
student60_Prompt3_1.0,0,0,0,2
student60_Prompt9_1.0,5,3,2,15
student60_ePortfolio Link_1.0,4,3,1,17
student60_Prompt6_1.0,5,3,9,32
student60_Prompt7_1.0,0,0,1,10
student61_Capstone_1.0,1,1,5,7
student61_Prompt2_1.0,6,6,6,21
student61_Prompt5_1.0,0,0,0,2
student61_Prompt3_1.0,1,1,0,8
student61_Prompt10_1.0,2,1,1,8
student61_Prompt6_1.0,1,4,0,26
student61_Integration3_1.0,2,2,1,13
student61_Prompt8_1.0,5,2,2,15
student61_Prompt4_1.0,3,2,0,10
student61_Prompt9_1.0,4,0,1,9
student61_ePortfolio Link_1.0,1,0,0,5
student61_Prompt7_1.0,3,0,1,9
student62_Prompt11_1.0,5,4,2,12
student62_Capstone_0.9,3,3,9,16
student62_Prompt2_1.0,3,5,14,24
student62_Prompt5_0.9,4,1,1,10
student62_Prompt3_1.0,1,2,1,9
student62_Prompt10_1.0,1,2,4,14
student62_Prompt6_1.0,2,1,1,8
student62_Integration3_0.9,0,0,4,12
student62_Prompt8_1.0,1,1,1,9
student62_Prompt4_1.0,3,2,1,10
student62_Prompt9_1.0,1,2,1,19
student62_ePortfolio Link_1.0,0,0,0,3
student63_Capstone_1.0,2,4,10,26
student63_Prompt2_1.0,2,3,10,34
student63_Prompt5_1.0,3,0,3,14
student63_Prompt3_1.0,3,2,3,18
student63_Prompt10_1.0,1,1,1,8
student63_Prompt6_1.0,1,1,1,7
student63_Integration3_0.9,2,3,3,22
student63_Prompt8_1.0,0,1,1,7
student63_Prompt4_1.0,2,2,4,15
student63_Prompt9_1.0,3,3,6,25
student63_ePortfolio Link_1.0,0,0,0,3
student63_Prompt7_1.0,4,1,3,22
student64_Prompt11_1.0,2,2,2,11
student64_Capstone_1.0,2,2,9,16
student64_Prompt2_1.0,0,0,2,5
student64_Prompt5_1.0,2,1,1,14
student64_Prompt4_1.0,3,2,1,18
student64_Prompt3_1.0,1,0,2,6
student64_Prompt10_1.0,4,2,4,8
student64_Prompt7_1.0,3,0,1,11
student64_Prompt9_1.0,3,0,2,16
student64_Integration3_1.0,2,3,7,22
student64_ePortfolio Link_1.0,1,0,0,9
student65_ePortfolio Link_1.0,0,0,0,6
student65_Capstone_1.0,1,1,3,11
student65_Prompt2_1.0,4,4,5,15
student65_Prompt5_1.0,3,4,1,16
student65_Prompt4_1.0,1,1,0,9
student65_Prompt10_1.0,2,1,3,12
student65_Prompt7_1.0,3,0,3,10
student65_Prompt6_1.0,1,0,0,6
student65_Integration3_0.9,1,1,1,16
student65_Prompt8_1.0,2,2,4,11
student66_Prompt8_1.0,1,2,2,7
student66_Prompt2_1.0,2,4,9,23
