week,timestamp,object_id,verb_id,time,date,account_name
14,2018-04-08T10:32:59,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-47/id/f53b482e-7404-482c-acb3-82ec3dcb5577/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,10:32:59,2018-04-08,aakatu
14,2018-04-03T12:40:38,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-47/id/f53b482e-7404-482c-acb3-82ec3dcb5577/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,12:40:38,2018-04-03,aakatu
14,2018-04-08T09:49:17,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-47/id/f53b482e-7404-482c-acb3-82ec3dcb5577/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,09:49:17,2018-04-08,aakatu
14,2018-04-03T14:39:55,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 10/cultural_competence.html,interacted,14:39:55,2018-04-03,aakatu
14,2018-04-03T12:40:51,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 10/the_girl_next_door.html,interacted,12:40:51,2018-04-03,aakatu
14,2018-04-02T09:24:27,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 2/career_development_guide.html,interacted,09:24:27,2018-04-02,aakatu
15,2018-04-09T11:51:46,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-30/id/4e04c86e-0949-4e33-99d6-55564b72d3e4/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,11:51:46,2018-04-09,aaldave
15,2018-04-09T12:07:46,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-30/id/4e04c86e-0949-4e33-99d6-55564b72d3e4/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,12:07:46,2018-04-09,aaldave
15,2018-04-09T11:36:12,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-30/id/4e04c86e-0949-4e33-99d6-55564b72d3e4/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,11:36:12,2018-04-09,aaldave
14,2018-04-02T19:26:00,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-30/id/4e04c86e-0949-4e33-99d6-55564b72d3e4/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,19:26:00,2018-04-02,aaldave
14,2018-04-02T19:25:32,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-30/id/4e04c86e-0949-4e33-99d6-55564b72d3e4/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,19:25:32,2018-04-02,aaldave
15,2018-04-09T11:48:47,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-30/id/4e04c86e-0949-4e33-99d6-55564b72d3e4/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,11:48:47,2018-04-09,aaldave
15,2018-04-09T11:52:49,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 11/the_call.html,interacted,11:52:49,2018-04-09,aaldave
15,2018-04-09T11:48:57,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 11/beloved_friends_and_allies.html,interacted,11:48:57,2018-04-09,aaldave
15,2018-04-09T11:49:08,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 11/building_a_bridge.html,interacted,11:49:08,2018-04-09,aaldave
14,2018-04-04T20:29:15,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-09/id/db764ae2-362b-4606-b88b-39c34ccccb44/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,20:29:15,2018-04-04,aalexan9
14,2018-04-08T21:33:08,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-09/id/db764ae2-362b-4606-b88b-39c34ccccb44/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,21:33:08,2018-04-08,aalexan9
14,2018-04-05T14:35:30,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-101/id/4bffd09c-6def-444e-b1b2-e6abf6008b6f/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,14:35:30,2018-04-05,aali1
14,2018-04-05T14:35:52,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-101/id/4bffd09c-6def-444e-b1b2-e6abf6008b6f/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,14:35:52,2018-04-05,aali1
14,2018-04-05T21:02:22,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-101/id/4bffd09c-6def-444e-b1b2-e6abf6008b6f/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,21:02:22,2018-04-05,aali1
14,2018-04-05T21:53:21,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-22/id/c69deb2f-c73f-4402-9cab-7a5551b1f567/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,21:53:21,2018-04-05,aameen
14,2018-04-05T21:54:37,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-22/id/c69deb2f-c73f-4402-9cab-7a5551b1f567/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,21:54:37,2018-04-05,aameen
14,2018-04-05T17:14:26,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-22/id/c69deb2f-c73f-4402-9cab-7a5551b1f567/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,17:14:26,2018-04-05,aameen
14,2018-04-05T21:53:09,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-22/id/c69deb2f-c73f-4402-9cab-7a5551b1f567/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,21:53:09,2018-04-05,aameen
14,2018-04-05T23:00:01,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 10/i_am_not_your_asian_stereotype.html,interacted,23:00:01,2018-04-05,aameen
14,2018-04-05T21:55:07,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 10/cultural_competence.html,interacted,21:55:07,2018-04-05,aameen
14,2018-04-05T23:11:41,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 10/the_girl_next_door.html,interacted,23:11:41,2018-04-05,aameen
14,2018-04-05T17:14:42,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 0/week0_weekly_prompt_questions.html,interacted,17:14:42,2018-04-05,aameen
14,2018-04-03T15:34:02,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-34/id/2323de0b-3db0-47f6-a3f8-d2cb8b496f8e/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,15:34:02,2018-04-03,aander27
14,2018-04-05T12:32:56,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-34/id/2323de0b-3db0-47f6-a3f8-d2cb8b496f8e/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,12:32:56,2018-04-05,aander27
14,2018-04-03T15:35:54,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-34/id/2323de0b-3db0-47f6-a3f8-d2cb8b496f8e/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,15:35:54,2018-04-03,aander27
14,2018-04-03T15:32:36,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-34/id/2323de0b-3db0-47f6-a3f8-d2cb8b496f8e/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,15:32:36,2018-04-03,aander27
14,2018-04-03T15:35:46,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-34/id/2323de0b-3db0-47f6-a3f8-d2cb8b496f8e/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,15:35:46,2018-04-03,aander27
14,2018-04-08T11:38:20,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-34/id/2323de0b-3db0-47f6-a3f8-d2cb8b496f8e/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,11:38:20,2018-04-08,aander27
14,2018-04-03T15:29:48,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-34/id/2323de0b-3db0-47f6-a3f8-d2cb8b496f8e/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,15:29:48,2018-04-03,aander27
14,2018-04-03T15:42:58,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-34/id/2323de0b-3db0-47f6-a3f8-d2cb8b496f8e/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,15:42:58,2018-04-03,aander27
14,2018-04-03T15:30:07,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 10/i_am_not_your_asian_stereotype.html,interacted,15:30:07,2018-04-03,aander27
14,2018-04-03T15:36:01,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 10/cultural_competence.html,interacted,15:36:01,2018-04-03,aander27
14,2018-04-03T15:30:02,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 10/cultural_competence.html,interacted,15:30:02,2018-04-03,aander27
14,2018-04-03T15:34:15,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 10/cultural_competence.html,interacted,15:34:15,2018-04-03,aander27
14,2018-04-03T15:30:05,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 10/the_girl_next_door.html,interacted,15:30:05,2018-04-03,aander27
14,2018-04-02T21:58:16,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-23/id/6c75c0c5-2894-4e82-97cb-08f9836b0bdc/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,21:58:16,2018-04-02,aandrade
14,2018-04-07T16:53:48,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-23/id/6c75c0c5-2894-4e82-97cb-08f9836b0bdc/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,16:53:48,2018-04-07,aandrade
14,2018-04-07T13:25:16,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-23/id/6c75c0c5-2894-4e82-97cb-08f9836b0bdc/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,13:25:16,2018-04-07,aandrade
14,2018-04-02T21:58:41,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-23/id/6c75c0c5-2894-4e82-97cb-08f9836b0bdc/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,21:58:41,2018-04-02,aandrade
14,2018-04-07T13:25:47,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 10/i_am_not_your_asian_stereotype.html,interacted,13:25:47,2018-04-07,aandrade
14,2018-04-07T13:25:40,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 10/cultural_competence.html,interacted,13:25:40,2018-04-07,aandrade
14,2018-04-07T13:25:43,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 10/the_girl_next_door.html,interacted,13:25:43,2018-04-07,aandrade
14,2018-04-07T17:01:24,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 8/keyes_flourishing_scale.html,interacted,17:01:24,2018-04-07,aandrade
14,2018-04-07T13:25:50,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 0/week0_weekly_prompt_questions.html,interacted,13:25:50,2018-04-07,aandrade
14,2018-04-02T21:42:13,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-59/id/2a1957c9-e6c5-4749-a6b2-19c9de0ac64f/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,21:42:13,2018-04-02,abakeis
14,2018-04-06T22:00:13,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-59/id/2a1957c9-e6c5-4749-a6b2-19c9de0ac64f/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,22:00:13,2018-04-06,abakeis
14,2018-04-04T22:47:11,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-59/id/2a1957c9-e6c5-4749-a6b2-19c9de0ac64f/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,22:47:11,2018-04-04,abakeis
14,2018-04-06T22:03:29,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 10/the_girl_next_door.html,interacted,22:03:29,2018-04-06,abakeis
14,2018-04-02T21:43:07,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 0/week0_weekly_prompt_questions.html,interacted,21:43:07,2018-04-02,abakeis
14,2018-04-03T21:47:20,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-48/id/ac525ee7-9f1b-4def-94eb-4e5517f15152/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,21:47:20,2018-04-03,abanks3
14,2018-04-03T21:48:29,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-48/id/ac525ee7-9f1b-4def-94eb-4e5517f15152/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,21:48:29,2018-04-03,abanks3
14,2018-04-08T19:21:16,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-98/id/b0e8ccc3-db51-4638-b1e6-3c7e72bd007d/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,19:21:16,2018-04-08,abatkoff
14,2018-04-02T18:36:59,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-98/id/b0e8ccc3-db51-4638-b1e6-3c7e72bd007d/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,18:36:59,2018-04-02,abatkoff
14,2018-04-02T18:35:55,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-98/id/b0e8ccc3-db51-4638-b1e6-3c7e72bd007d/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,18:35:55,2018-04-02,abatkoff
14,2018-04-08T19:18:50,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-98/id/b0e8ccc3-db51-4638-b1e6-3c7e72bd007d/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,19:18:50,2018-04-08,abatkoff
14,2018-04-08T20:07:58,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-98/id/b0e8ccc3-db51-4638-b1e6-3c7e72bd007d/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,20:07:58,2018-04-08,abatkoff
14,2018-04-08T19:19:58,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-98/id/b0e8ccc3-db51-4638-b1e6-3c7e72bd007d/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,19:19:58,2018-04-08,abatkoff
14,2018-04-08T19:22:34,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 11/the_call.html,interacted,19:22:34,2018-04-08,abatkoff
14,2018-04-08T19:22:11,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 11/beloved_friends_and_allies.html,interacted,19:22:11,2018-04-08,abatkoff
14,2018-04-08T19:32:35,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 11/building_a_bridge.html,interacted,19:32:35,2018-04-08,abatkoff
14,2018-04-02T18:54:59,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 10/i_am_not_your_asian_stereotype.html,interacted,18:54:59,2018-04-02,abatkoff
14,2018-04-02T18:37:11,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 10/cultural_competence.html,interacted,18:37:11,2018-04-02,abatkoff
14,2018-04-02T18:38:31,https://sakailogin.nd.edu/access/content/group/d4d124f8-135e-4ff6-90dc-840974c10984/Week 10/the_girl_next_door.html,interacted,18:38:31,2018-04-02,abatkoff
14,2018-04-08T17:45:14,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-07/id/3f9ce2fd-a7ab-4d03-9786-a0bf251fdaaf/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,17:45:14,2018-04-08,abeacom
14,2018-04-08T17:43:17,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-07/id/3f9ce2fd-a7ab-4d03-9786-a0bf251fdaaf/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,17:43:17,2018-04-08,abeacom
14,2018-04-08T17:42:46,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-07/id/3f9ce2fd-a7ab-4d03-9786-a0bf251fdaaf/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,17:42:46,2018-04-08,abeacom
14,2018-04-08T17:41:58,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-07/id/3f9ce2fd-a7ab-4d03-9786-a0bf251fdaaf/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,17:41:58,2018-04-08,abeacom
14,2018-04-08T17:43:23,https://sakailogin.nd.edu/portal/web/SP18-FYS-10102-07/id/3f9ce2fd-a7ab-4d03-9786-a0bf251fdaaf/url/https%3A%2F%2Fsakailogin.nd.edu%2Faccess%2Fcontent%2Fgroup%2Fd4d124f8-135e-4ff6-90dc-840974c10984%2FCoursework%2Fsp18fys10102_with_forwarding.html,experienced,17:43:23,2018-04-08,abeacom
