5.36.18,1
18.37.18.37.34,1
18.9,1
37.32,1
36.18.37.19,1
36.7,1
18.37.18.37.16,1
21.18.36,1
18.36.4,1
36.15,1
13.18.36,1
31.17.24,1
37.16,1
10.18.36.18,1
36.4.36.21,1
30.18.36,1
37.18.37.18.37.16,1
8.13.18.36,1
8.13.18.37,1
18.36.24,1
37.18.37.18.37.34,1
24.18.37.24,1
10,1
18.37.29,1
24.18.2,1
18.37.18.37.26,1
3.5,1
18.37.17,1
18.37.18.37.32,1
18.36.11,1
18.14.18.36,1
18.37.28,1
27.18.37,1
18.30.8,1
4.36,1
18.30,1
26.36,1
33.4.18,1
36.12,1
11.0.18.36,1
2,1
36.4,1
26.18,1
19.24,1
3.18.14,1
18.36.2,1
2.18.37.18.37.18.37,1
23.16,1
18.37.18.37,1
18.37.18.37.18.37,1
24.18,1
13.30,1
18.36.8,1
30.24,1
18.37.18.37.24,1
22.18,1
26.24.18,1
26,1
18.17,1
24.36,1
36.26,1
36.14,1
37.28,1
30,1
37.4,1
6.24.18.37.18,1
36.21.36.4,1
18.37,1
10.5,1
36.30.8,1
8,1
25.7,1
18.36.14,1
33.18,1
7.18,1
30.36,1
37.10,1
24.32,1
36.34,1
37.18.37.34,1
10.2.18,1
25.15,1
37.18.37.18.37.32,1
32.36,1
18.34,1
18.37.4,1
33.4.36,1
31.18,1
26.36.18,1
36.21,1
27.24,1
36.3,1
3.5.18.14,1
12.36,1
26.16.18,1
33.4.21,1
37.18.37.32,1
5,1
18.37.18,1
18.37.0,1
15,1
37.27,1
37.17,1
6.18.37.24,1
37.18.14,1
9.36,1
18.37.26,1
18.36.33,1
36.30,1
32.31.17.24,1
18.37.31,1
30.8.13.24,1
22,1
33.21,1
0.24,1
37.0,1
7.36,1
36.21.24,1
24.20,1
28.27.12.24,1
18.2.18.37,1
37.26,1
18.28,1
23.18,1
17.18.36,1
13.18.37,1
18.36.5,1
28.12.18,1
32.17.18,1
10.2,1
18.37.15,1
23.26.16,1
24.18.37.18.37.24,1
17.18,1
36.13,1
4.36.21,1
29,1
11.0.36,1
24.18.14,1
18.36.21,1
36.18.37.29,1
5.10,1
36.16.26.24,1
6.18.36,1
18.16,1
37.30,1
27.12.18.37,1
11.0.18.37.32,1
3.18.37.18.37,1
37.31,1
18.32,1
37.5,1
15.18.36,1
21.4,1
27.12,1
18.20,1
37.18.37.22,1
18.37.9,1
21.24,1
18.37.18.37.28.27,1
18.37.16,1
24.10.18,1
20.36.11,1
4.24,1
24.3,1
16.26.36,1
0.18.37.32,1
37.29,1
15.36,1
36.29,1
30.8,1
5.24,1
20,1
8.36,1
37.9,1
4.21,1
13,1
36.23.24,1
28,1
15.25,1
37.18.37.26,1
8.13.24,1
33.21.18,1
11.36,1
37.18.37.16,1
37.24,1
37.25,1
37.18.37.23,1
18.22,1
37.18.36.16,1
36.5.18.14,1
17.18.37.24,1
18.37.34,1
24.34,1
18.37.18.37.2,1
22.24,1
22.9.18.36,1
37.18.37.7,1
28.27.36,1
10.24,1
18.37.28.27,1
18.37.25,1
18.36.18.37.19,1
24.28,1
11,1
13.18.30,1
30.18,1
27,1
36.32,1
18.10.2.18,1
18.37.2,1
18.12,1
4,1
2.18.36.18.37.18,1
36.9,1
0.20,1
8.13.30,1
8.13.18.30,1
2.10.18,1
20.11.0.24,1
36.23.36,1
0.36,1
37.8,1
18.36.7,1
3,1
36.0,1
18.36.29,1
18.36.10,1
18.3.5,1
36.2.18.37,1
34,1
31.36.17,1
18.36.23,1
18.37.18.37.18.37.32,1
18.36.26,1
18.36.18.37.29,1
24.10,1
16.24,1
18.36.30,1
32,1
9.18.36,1
28.18.37.18,1
18.37.5,1
36.23,1
31.32,1
27.12.24,1
12.28,1
26.16,1
18.29,1
18.36.18,1
7.37,1
18.26,1
21.33,1
33.36.4,1
18.37.18.37.31,1
18.37.18.37.20,1
5.18.36.18,1
37.12,1
23.18.36.18,1
21.36.4,1
18.37.18.37.18.37.16,1
5.18.14,1
24.16,1
18.21,1
18,1
14.18.36,1
21.18,1
26.23,1
33,1
24.6,1
18.37.18.37.30,1
18.37.23,1
36.25.15,1
24,1
13.36.30,1
34.18.6,1
0,1
16.26.23.24,1
14.24,1
37.18,1
18.37.27,1
18.8,1
37.24.22,1
24.7,1
25.18.37,1
37.18.37,1
37.34,1
6.34,1
36.30.24,1
18.36,1
37.20,1
36.21.4,1
12.27,1
36.20,1
16.26,1
17.31,1
13.8,1
12.18.36,1
18.37.24,1
14.18.37.24,1
22.18.37.18.37,1
21,1
36,1
18.23,1
18.6,1
10.36.2,1
12.18,1
28.36,1
27.36,1
36.10,1
23.18.37.18,1
36.18,1
18.37.18.37.23,1
26.36.23,1
9,1
7,1
18.37.22,1
18.37.18.37.22,1
5.18.37.18.37.18.37,1
36.27.12,1
18.37.18.37.18.37.30,1
36.5,1
7.15,1
37.33,1
18.2,1
18.37.32,1
18.14,1
6.18.14,1
18.36.32,1
23.24,1
34.6.36,1
18.36.9,1
36.33,1
27.28,1
31.18.36,1
16,1
22.9.36,1
37.28.27,1
30.13,1
4.18,1
36.22,1
6.14,1
34.18.37,1
14,1
16.23,1
37,1
37.11,1
36.28,1
18.36.16,1
18.0,1
5.3.18,1
19,1
6.18,1
18.37.12,1
37.18.37.18.37,1
18.37.18.36.16,1
18.37.11,1
37.18.37.28.27,1
37.2,1
24.30.18,1
2.36,1
34.24,1
10.18,1
18.37.8,1
37.3,1
36.6.24,1
37.15,1
