sequence,Gephi,KMeans_15D
6|18,6,2
2|10.18,2,1
17|18,5,2
30|18.36,12,0
36|16,11,1
18|6,6,1
23|16,10,1
37|25,11,1
37|18.37.31,5,3
37|3,1,1
37|22,3,1
18|22,15,1
18|37.2,2,0
18|37.11,13,0
10|18,2,2
37|27,11,1
6|18.14,6,1
18|37.18.14,11,1
18|36.16,11,3
36|21.4,14,3
25|15,7,1
33|4.21,14,3
18|37.18.37.16,10,1
36|7,0,1
4|18.36,14,0
18|3.5,15,1
24|2,9,1
26|16.18,10,1
5|14,1,1
22|36.9,3,3
18|37.33,14,0
23|24,10,0
17|18.36,5,0
37|15,7,1
12|24,8,0
18|37.7,7,0
37|28,11,1
18|37.3,1,0
18|7,15,1
7|37,7,1
18|36.2,2,0
18|36.19,0,0
18|36.21,6,0
13|18.37,12,2
18|11,15,1
16|36,10,1
9|24,3,0
18|34,15,1
0|18.37.32,13,3
34|24.18,6,1
23|18.36.18,10,1
37|16,10,1
37|18.37.28.27,8,3
18|36.26,0,1
18|36.18.37.19,0,0
36|6.34,5,0
4|18,14,2
10|5,2,1
18|36.14,0,0
3|18,1,0
18|36.7,0,1
2|36.24,2,1
18|37.30,12,0
7|24,7,0
36|18.37.19,0,3
12|36,8,0
18|37.8,12,0
33|4.36,14,3
15|18.36,7,0
0|11,13,1
27|24,8,0
14|24,2,0
18|37.20,13,0
37|2,2,1
36|30.24,12,3
37|18.37.19,4,3
26|16.23,10,3
18|36.5,0,0
36|6,6,0
36|34,0,1
30|8,12,1
16|23.18,10,1
5|18.36.18,1,1
18|36.20,0,1
21|33,6,1
9|22,3,1
27|28,11,1
18|0,15,1
10|18.36.18,2,1
37|26,10,1
33|36.21,14,3
6|24.18.37.18,6,1
2|18,2,0
10|2.18,2,1
7|,7,1
37|11,13,1
31|,5,0
18|37.5,1,0
10|36.2,2,3
16|18.36,10,0
37|18.32,13,3
25|,7,0
4|36,14,0
18|30.8,15,1
18|37.34,6,0
15|25,7,1
3|5.18.14,1,3
27|36,8,1
18|2.18.37,9,1
24|30,9,0
36|9.22,0,3
31|18.36,5,0
37|18.37.18.37.32,13,3
37|8,12,1
22|,3,0
18|37.10,2,0
18|37.28.27,8,0
22|9.36,3,3
36|28,0,1
18|10.2.18,9,1
37|7,7,1
27|18.37,11,0
31|32,5,3
36|30,12,1
18|37.28,11,0
2|36,2,0
15|,7,2
22|18,3,2
8|13.30,12,3
37|18.37.18.37.16,4,3
21|36.4,14,3
24|20,9,1
18|24.22,15,1
23|36,10,0
24|10,9,0
36|2.18.37,2,3
31|18,5,2
36|21.36.4,14,3
37|18.37.22,3,3
2|18.37.18.37.18.37,2,0
0|20,13,1
13|18.36,12,0
28|18.37.18,11,0
5|18.37.18.37.18.37,1,0
36|4.36.21,14,3
36|19,0,1
7|18,7,2
30|36,12,0
37|10,2,1
18|36.6.18,6,1
18|5,15,1
8|13.24,12,3
6|14,6,1
36|26,10,1
18|37.18.37.19,4,1
18|30,15,0
2|18.36.18.37.18,2,1
3|36,1,0
36|31.17,5,3
12|18.36,8,0
18|23,15,1
26|18,10,2
18|36.32,0,1
6|18.36,6,0
36|23,10,1
18|36.29,0,0
18|8,15,1
37|24.22,9,3
17|36,5,0
20|18.37,13,0
27|,8,0
34|36,6,0
37|33,14,1
23|18,10,2
36|4,14,1
33|18,14,0
21|18.36,6,0
18|36.18.37.29,0,0
18|32,13,3
32|,5,1
37|19,4,1
6|,6,1
9|18.36,3,0
8|13.18.36,12,3
16|26.36,10,3
36|10,0,1
17|31,5,1
13|30,12,1
31|17.24,5,3
10|,2,2
13|36.30,12,3
24|18.36,9,0
12|18,8,0
24|33,9,1
8|18,11,0
11|18.37.18,13,0
5|18.14,1,3
36|3,0,1
18|33,15,1
0|18.36,13,0
36|23.36,0,3
18|36.30,12,1
37|20,13,1
24|18.2,9,1
4|36.21,14,3
13|,12,0
36|14,0,1
37|29,0,1
37|0,13,1
13|36,12,0
36|25.15,7,3
3|5,1,1
0|36,13,0
26|24,10,0
36|11,13,1
3|18.37.18.37,9,0
37|18.37.18.37.2,2,3
24|5,9,1
17|,5,0
24|22,9,1
18|37.18.37.2,2,1
13|18.30,12,3
26|,10,0
36|27,11,0
6|24,6,0
23|18.37.33,10,3
36|17,5,0
18|36.9,0,1
23|36.16,10,3
36|2,2,1
26|23,10,1
34|24,6,0
37|31,5,1
37|18.14,11,3
26|36.18,10,0
30|,12,1
24|18.37.18.37.24,9,1
26|24.18,10,0
13|8,11,1
18|28,15,1
12|,8,0
18|2,2,0
16|18,10,0
3|18.14,1,3
34|6.36,6,3
16|26.24.18,10,3
33|,14,1
37|34,6,1
36|13,12,0
6|36,6,0
36|5.18.14,1,3
22|9.24,3,3
22|18.37.18.37,3,0
14|18.36,11,0
24|3,1,1
18|37.18.37.22,3,1
18|36.23,0,1
30|24,12,0
10|2,9,0
18|36.18,0,2
26|36.23,10,3
18|36.18.37.18,0,2
36|33,0,1
36|31,5,0
25|18.37,7,0
18|36.24,9,0
24|36,9,2
36|5,0,1
16|23,10,3
9|,3,2
37|32,5,1
22|9.18.36,3,3
23|26.16,10,3
14|,2,2
18|21,15,1
23|29,10,1
28|27,8,1
0|,13,2
11|,13,2
28|,11,2
36|12,8,0
37|28.27,8,3
3|,1,2
18|37.32,5,0
18|37.19,4,0
11|0.24,13,3
36|0,13,0
9|18.37.29,3,3
26|16,10,1
4|21,14,1
20|,13,2
37|18.37.18.37.30,12,3
23|,10,0
36|8,0,1
37|4,14,1
4|,14,0
18|37.18.37,11,2
24|34,9,1
33|36.4,14,3
37|24,9,2
36|15,7,0
37|18.37.18.37.34,4,3
37|23,10,1
37|18.36.16,11,3
11|36,13,0
21|4,14,1
18|37.29,0,0
4|18.37.18.37.34,14,3
36|24,9,2
36|30.8,12,3
34|,6,2
34|18.37,6,0
17|18.37.24,5,1
2|18.37,2,2
37|13,11,1
8|,12,0
36|6.24,6,3
18|37.22,3,0
24|18,9,2
12|28,8,1
36|32,0,3
28|12.18,11,1
37|,6,2
36|,5,2
16|26,10,1
36|21,6,1
36|29,0,0
33|21,14,1
14|18.37.24,2,1
18|37.18.37.18.37,4,2
2|,2,1
28|27.12.24,8,3
18|37,6,2
28|27.36,8,3
6|34,6,1
37|18.37,11,2
5|3.18,9,1
24|18.37.18,9,2
18|14.18.36,11,3
18|37.18,15,2
18|24.18.37.18.37,15,1
16|,10,1
6|18.37.24,6,1
27|12,8,0
31|36.17,5,3
18|37.18.37.34,6,1
36|18.37.18,0,2
18|,9,2
18|14,2,0
32|18,5,0
24|18.37.24,9,1
18|37.18.37.33,4,1
18|29,15,0
18|19,15,0
36|16.26.24,10,3
24|,9,2
37|5,1,1
18|36,5,2
23|18.37.18,10,0
21|,6,2
5|18.37.18.36,1,1
24|18.37.18.37,9,2
37|18,15,2
18|37.24.22,9,3
16|26.24,10,3
19|,4,2
29|,0,2
5|,1,2
37|18.37.24,9,1
36|18,0,2
18|37.18.36,0,2
18|37.18.37.24,9,0
37|18.36,0,2
18|37.24,9,2
18|37.18.37.30,12,3
37|18.37.18.37,4,0
