sequence,gephi,kmeans_15d,kmeans_2d,gephi2
26|16,10,1,0,3
26|16.18,10,1,0,0
26|16.23,10,3,3,0
26|18,10,2,1,11
26|23,10,1,0,0
26|23.24,10,3,3,0
26|24,10,0,1,0
26|24.18,10,0,0,13
26|36,10,1,1,0
26|36.18,10,0,2,0
26|36.23,10,3,3,0
27|,8,0,1,15
27|12,8,0,1,15
27|12.18.37,8,1,0,15
27|12.24,8,3,3,15
27|18.37,11,0,1,11
27|24,8,0,1,13
27|28,11,1,0,13
27|36,8,1,1,15
28|,11,2,1,13
28|12.18,11,1,0,13
28|18.37.18,11,0,1,11
28|27,8,1,0,15
28|27.12.24,8,3,3,15
28|27.36,8,3,3,15
28|36,11,1,1,15
29|,0,2,1,3
29|36.18,0,0,2,3
3|,1,2,1,10
30|,12,1,0,5
30|13,12,1,0,5
30|18,15,2,1,5
30|18.36,12,0,1,5
30|24,12,0,2,5
30|36,12,0,1,5
30|8,12,1,0,5
30|8.13.24,12,3,3,5
31|,5,0,1,8
31|17,5,1,0,8
31|17.24,5,3,3,8
31|18,5,2,1,11
31|18.36,5,0,1,8
31|32,5,3,3,8
31|36.17,5,3,3,8
3|18,1,0,1,11
3|18.14,1,3,3,10
3|18.37.18.37,9,0,1,11
32|,5,1,0,8
32|17.18,5,1,0,8
32|18,5,0,1,11
32|31.17.24,5,3,3,8
32|31.18,5,1,0,8
32|36,5,1,1,8
33|,14,1,1,9
33|18,14,0,1,4
33|21,14,1,0,9
33|21.18,14,1,0,9
33|36.21,14,3,3,9
33|36.4,14,3,3,9
33|4.18,6,1,0,9
33|4.21,14,3,3,9
33|4.36,14,3,3,9
3|36,1,0,2,6
34|,6,2,1,7
34|18.37,6,0,2,11
34|18.6,6,3,3,7
34|24,6,0,1,7
34|24.18,6,1,0,13
34|36,6,0,2,7
34|6.36,6,3,3,7
3|5,1,1,0,10
3|5.18.14,1,3,3,7
36|,5,2,1,6
36|0,13,0,2,2
36|10,0,1,0,12
36|11,13,1,0,2
36|12,8,0,2,13
36|13,12,0,1,5
36|14,0,1,0,10
36|15,7,0,2,6
36|16,11,1,0,0
36|16.26.24,10,3,3,0
36|17,5,0,2,8
36|18,0,2,1,4
36|18.37.18,0,2,1,3
36|18.37.19,0,3,3,3
36|18.37.29,0,3,3,4
36|19,0,1,0,3
36|2,2,1,0,12
36|20,0,1,0,2
36|21,6,1,0,9
36|21.24,14,3,3,9
36|21.36.4,14,3,3,9
36|21.4,14,3,3,9
36|2.18.37,2,3,0,12
36|22,0,1,0,14
36|23,10,1,0,0
36|23.24,10,3,3,0
36|23.36,0,3,3,0
36|24,9,2,1,12
36|25.15,7,3,3,6
36|26,10,1,0,0
36|27,11,0,1,15
36|27.12,11,1,0,15
36|28,0,1,0,15
36|29,0,0,2,3
36|3,0,1,0,6
36|30,12,1,0,5
36|30.24,12,3,3,5
36|30.8,12,3,3,5
36|31,5,0,2,8
36|31.17,5,3,3,8
36|32,0,3,3,8
36|33,0,1,0,9
36|34,0,1,0,7
36|4,14,1,0,9
36|4.36.21,14,3,3,9
36|5,0,1,0,4
36|5.18.14,1,3,3,7
36|6,6,0,1,7
36|6.18,6,1,0,7
36|6.24,6,3,3,7
36|6.34,5,0,1,7
36|7,0,1,0,6
36|8,0,1,0,5
36|9,3,1,0,14
36|9.22,0,3,3,14
37|,6,2,1,0
37|0,13,1,0,2
37|10,2,1,0,12
37|11,13,1,0,2
37|12,11,1,0,13
37|13,11,1,0,5
37|15,7,1,0,6
37|16,10,1,0,0
37|17,5,1,0,8
37|18,15,2,1,5
37|18.14,11,3,3,1
37|18.32,13,3,3,8
37|18.36,0,2,1,4
37|18.36.16,11,3,3,1
37|18.37,11,2,1,1
37|18.37.16,10,3,3,3
37|18.37.18.37,4,0,1,3
37|18.37.18.37.16,4,3,3,3
37|18.37.18.37.2,2,3,3,3
37|18.37.18.37.30,12,3,3,4
37|18.37.18.37.32,13,3,3,2
37|18.37.18.37.34,4,3,3,3
37|18.37.19,4,3,3,3
37|18.37.2,2,3,3,3
37|18.37.20,4,3,3,3
37|18.37.22,3,3,3,14
37|18.37.23,4,3,3,3
37|18.37.24,9,1,0,11
37|18.37.26,4,3,3,3
37|18.37.28.27,8,3,3,15
37|18.37.30,12,3,3,4
37|18.37.31,5,3,3,8
37|18.37.32,13,3,3,2
37|18.37.33,4,3,3,9
37|18.37.34,6,3,3,3
37|18.37.7,4,3,3,6
37|19,4,1,0,3
37|2,2,1,0,12
37|20,13,1,0,2
37|22,3,1,0,14
37|23,10,1,0,0
37|24,9,2,1,12
37|24.22,9,3,3,14
37|25,11,1,0,6
37|26,10,1,0,3
37|27,11,1,0,15
37|28,11,1,0,11
37|28.27,8,3,3,15
37|29,0,1,0,3
37|3,1,1,0,10
37|30,12,1,0,5
37|31,5,1,0,8
37|32,5,1,0,8
37|33,14,1,0,9
37|34,6,1,0,7
37|4,14,1,0,1
37|5,1,1,0,1
37|7,7,1,0,6
37|8,12,1,0,5
37|9,3,1,0,14
4|,14,0,2,0
4|18,14,2,1,11
4|18.36,14,0,1,1
4|18.37.18.37.34,14,3,3,9
4|21,14,1,0,9
4|24,14,0,2,13
4|36,14,0,2,9
4|36.21,14,3,3,9
5|,1,2,1,10
5|10,0,1,0,4
5|14,1,1,0,10
5|18.14,1,3,3,7
5|18.36.18,1,1,1,1
5|18.37.18.36,1,1,0,10
5|18.37.18.37.18.37,1,0,1,10
5|24,1,0,2,13
5|3.18,9,1,0,11
5|36.18,1,0,2,1
6|,6,1,0,0
6|14,6,1,1,7
6|18,6,2,1,11
6|18.14,6,1,0,7
6|18.36,6,0,1,7
6|18.37.24,6,1,1,7
6|24,6,0,2,13
6|24.18.37.18,6,1,1,13
6|34,6,1,0,7
6|36,6,0,2,7
7|,7,1,0,6
7|15,7,1,0,6
7|18,7,2,1,11
7|24,7,0,1,13
7|36,7,1,1,6
7|37,7,1,0,6
8|,12,0,2,5
8|13.18.30,12,3,3,5
8|13.18.36,12,3,3,5
8|13.18.37,12,1,0,5
8|13.24,12,3,3,5
8|13.30,12,3,3,5
8|13.36.30,12,3,3,5
8|18,11,0,1,5
8|30,12,1,0,5
8|36,12,1,1,5
9|,3,2,1,11
9|18.36,3,0,1,14
9|18.37.29,3,3,3,3
9|22,3,1,0,14
9|24,3,0,2,13
9|36,3,1,1,14
9|36.18,3,0,2,14
