sequence,struc2vec128D,struc2vec2D,node2vec128D,node2vec2D
5|14.18,1,0,6,9
36|20,5,3,8,6
25|5,7,2,6,13
36|17,5,3,2,9
17|18,8,5,5,12
36|12,5,3,1,11
14|5.25,2,9,2,9
18|5,7,8,13,5
36|21,5,3,2,9
29|,4,4,7,5
5|25,7,8,1,1
14|33,7,8,6,0
3|,4,4,7,8
40|18.8,6,6,6,10
21|18.36,8,5,2,9
30|2,2,2,12,4
36|25,5,3,2,9
23|32,5,3,1,11
2|,7,8,1,11
18|7,5,3,13,5
33|,7,8,1,11
6|2,5,3,6,10
18|33,7,8,2,9
27|18.40.18.8,6,6,8,6
13|18,7,4,1,7
38|9,5,3,5,12
10|7,7,8,5,12
20|,4,4,1,7
18|20,1,0,6,10
13|14,1,0,6,10
14|18.40.18.14.18,6,6,4,10
20|18,7,4,1,10
36|1,5,3,3,0
34|,4,4,4,2
28|12,1,0,2,5
36|29,5,3,5,12
32|,4,4,9,4
36|18.11,6,6,8,6
2|18,7,4,1,1
2|30,2,2,12,4
7|34,7,2,13,5
18|22.18,9,1,2,9
9|28,5,3,2,9
7|18,7,4,7,8
26|19,2,2,6,13
14|7,7,2,9,4
40|23,5,3,6,13
36|15.13.18,6,6,11,9
18|17,1,0,4,2
34|18,8,5,11,0
33|32,7,2,5,12
36|2,6,6,1,7
18|9.18,6,3,6,13
18|0,7,8,6,9
9|,4,4,6,12
6|,4,4,12,12
10|34.18.40,6,6,5,12
7|,4,4,1,7
40|18.22,9,1,13,5
18|40.18.34,6,3,5,12
1|,4,4,8,6
18|13,1,0,13,5
23|,4,4,6,13
18|21,7,8,1,11
12|,4,4,6,5
28|36,9,1,6,13
40|18.1,6,3,6,5
31|18,8,5,6,13
40|18.12,6,3,7,8
14|13,5,3,8,6
8|22,9,1,3,0
28|18,4,4,6,13
18|9.28,6,6,6,10
25|,4,4,12,4
24|18,8,5,4,10
20|37,6,3,12,4
1|18.40.18.11,5,3,6,13
1|18.36,8,5,8,6
4|18,8,5,2,5
17|,4,4,6,13
28|9,7,2,4,9
22|18,4,5,1,7
3|18,7,4,1,11
18|25,5,3,6,10
1|27.18.40,6,6,0,2
9|12.28,6,1,2,5
18|40.18.22,6,6,1,1
21|18,7,4,6,3
36|9,5,3,6,2
18|14,4,4,1,10
32|24,9,1,9,4
14|8,1,0,6,10
40|18.14.18,6,6,6,0
40|18.5,6,6,6,6
18|1,4,4,6,10
28|37,9,1,1,10
31|18.40,7,8,10,6
18|40.18.14,4,4,7,8
8|18,8,5,12,12
17|4,5,3,2,3
18|27,1,0,0,4
18|40.18.26,6,1,4,9
9|18,7,4,5,12
27|18.40,7,4,13,5
18|9.12,6,6,3,0
18|11,4,4,1,10
8|40,9,1,5,12
18|40.18.11,4,4,6,13
34|18.40,7,4,6,0
8|,4,5,2,9
18|40.18.22.8,6,6,4,9
23|40,9,1,1,1
14|18.22,9,1,4,2
18|22,9,0,5,12
15|18,7,4,2,9
18|40.18.29,7,8,3,9
34|14,1,0,6,13
18|40.18.8,7,8,7,8
22|8.14,9,1,6,6
12|28.14,6,3,7,5
1|0,5,3,8,6
18|22.8,9,1,5,12
26|18,8,5,7,2
27|1,7,4,6,13
18|39,7,4,12,12
0|18.40,8,5,2,3
18|8,9,0,4,10
18|40.18.14.18,7,8,13,5
40|18.22.8,6,1,6,4
0|18.40.18.14,6,6,10,6
18|40,4,4,9,10
26|,4,4,6,3
18|37,7,4,4,10
17|14,1,0,3,0
21|18.40,7,8,6,13
18|0.18.40.18.14,6,1,1,1
18|12,1,0,6,13
18|14.18.40,6,6,2,9
1|18,8,5,6,13
18|1.18,6,1,6,2
40|18.4,0,6,6,3
18|36,4,4,1,10
18|24,9,0,1,7
14|18,4,4,6,13
14|18.8,9,1,4,10
39|8,9,1,12,4
9|12,7,8,2,3
40|24,9,1,6,13
36|,4,5,10,6
37|,1,5,7,8
11|,4,4,1,10
8|18.22,6,1,0,2
14|,4,4,6,5
18|2.18,6,6,2,5
0|,4,4,6,13
14|18.40,7,4,10,6
18|14.18,1,5,9,2
24|,4,5,9,4
40|18.9.18,6,1,6,5
0|18.36,7,8,9,4
40|,4,5,6,0
36|18,8,5,6,13
14|1,7,8,9,4
18|,4,4,7,8
22|,4,5,11,0
39|,7,5,4,9
100|,4,4,6,10
