sequence,struc2vec128D,community
5|40.5.17,2,11
5|40.5.23,2,11
37|11,2,1
37|22,0,11
4|5,1,6
36|22,0,11
30|5.40.5.21,0,9
8|30,1,9
17|37,2,0
5|16.18,3,6
19|30,1,2
18|30,1,12
40|5.16,0,6
13|5,1,5
40|5.21,0,11
26|19,2,3
2|30,1,10
28|23.30,0,8
27|24.5,2,13
5|30.8,0,7
30|5.40.5.10,0,13
5|40.5.0,2,9
40|5.30.12,3,11
34|11,2,1
5|40.5.15,2,1
23|28.17,0,0
24|5,1,1
40|5.26,0,3
9|37,2,10
26|5.40.5.19,0,15
40|5.4.9,3,10
40|3,0,14
23|28,0,0
26|30,1,3
34|5,1,1
36|4.2,0,10
40|5.0,0,2
40|5.23,0,0
5|40.5.22,2,11
20|37,2,15
40|5.6,0,5
1|26.0,0,16
37|19,2,3
2|5.40.5.18.16,0,10
40|5.17,0,11
5|34.11,0,1
37|10,0,1
2|5.40.5.16,0,6
30|8,2,7
10|5,1,1
28|17,2,0
5|9.4,0,6
37|34,0,3
5|40.5.31,2,14
5|40.5.6,2,14
18|5.16,0,6
20|36,2,15
5|30.10,3,1
36|16,0,12
28|23.17,0,0
40|5.12,0,11
37|16,0,12
16|18,2,6
36|17,0,0
31|5,1,5
30|5.40.5.9,0,8
23|28.5,0,8
40|5.9,0,10
5|40.5.19.20,3,15
5|40.5.18.16.30,3,2
36|14,0,7
5|19,1,2
11|5.40.5.8,0,7
19|20,0,15
37|5.21.5,0,11
20|30,1,8
12|5,1,3
5|40.5.30.28,2,0
4|37,2,3
16|5.0,0,2
5|21.5,1,11
5|40.5.16.18,3,6
10|11,2,1
30|37,1,3
5|13,2,5
30|18,2,12
30|9,2,4
40|5.8,0,7
12|22.30,0,9
0|5.40.5.19,0,15
18|16.30,0,2
5|22,2,11
17|5,1,10
28|23.5.40,0,0
40|5.27,0,5
9|2.5.40,0,10
5|10,1,1
5|0.5.40,1,2
36|23,2,0
5|0.5,1,2
17|28,2,0
5|30.19,3,15
14|15,0,7
37|5.30,2,4
2|4,2,10
5|20,1,15
36|7,0,13
11|,1,1
1|5.0.5,0,2
40|5.13,3,5
5|14,2,7
30|6,2,5
20|5.30,2,15
5|40.5.9.4,2,8
26|1.5,2,16
5|23,1,0
3|40,2,14
5|40.5.29,2,11
40|5.18.16,0,10
36|3,0,14
5|40.5.8,2,7
17|21,2,3
8|15,0,7
15|,2,7
5|40.5.18.16,3,10
37|31,0,5
40|17,0,0
5|40.5.10,2,13
30|7,0,13
30|5.40.5.20,0,16
37|21,2,3
19|5.40,1,14
5|4.5,2,6
5|18.16,2,10
36|1,0,16
5|21,1,2
12|22,2,11
5|28,1,0
14|8,2,7
34|11.5.37,0,1
5|18.16.30,3,2
5|12.22.30,3,9
5|40.5.27,2,5
15|8,2,7
5|4.9,3,10
5|30.7,3,13
30|3,2,14
40|5.29,0,14
5|6,1,5
17|23,2,0
36|2,2,10
33|5,1,14
36|4,2,3
16|5.40.5.30,2,16
19|,1,3
37|1,0,16
18|,0,12
5|40.5.9,2,8
5|40.5.16,2,6
40|20,0,15
5|7,2,13
5|40.5.2,2,6
28|5,1,0
2|5.40.5.30,2,0
34|,1,3
10|,1,1
17|5.40.5.30,2,0
37|4,2,3
3|33,0,14
8|,0,7
15|14,0,7
20|,1,15
36|34,0,1
0|,1,16
26|5.40.5.30,2,16
21|,1,3
18|5,1,2
5|40.5.12,2,9
20|5.37,2,15
5|17,1,0
30|5.40.5.18,0,10
26|5.40.5.20,0,16
34|11.10,3,1
37|14,0,7
34|11.5.40.5.8,0,7
17|23.28,0,0
4|9,0,10
5|8,1,7
4|36.4.2,0,10
5|40.5.12.22.30,3,9
5|40.5.11,2,9
5|1,1,16
20|19,2,15
37|28,0,0
1|5,1,16
5|12,1,11
34|10,0,1
5|9,1,10
15|5,2,7
16|5.37,2,12
40|5.30.1,3,16
5|4,1,10
20|5.40.5.30,2,0
30|40,2,7
5|40.5.19,2,15
5|31,2,5
36|6,0,5
26|5.0.5.40,0,16
37|17,0,0
5|40.5.18.5,0,6
23|5.40,1,0
5|0,1,2
5|30.12,3,11
40|5.30.28,0,0
11|34,2,1
14|36,2,7
27|7,0,13
11|10,2,1
31|,1,5
30|5.0,2,2
40|5.11,0,1
4|,1,3
29|,1,14
40|5.22,0,11
37|2,2,10
16|30.5,1,2
30|5.37,2,4
40|5.31,0,5
15|14.5,2,7
17|,1,0
1|26,2,16
10|34,2,1
37|5.29,0,14
23|17,2,0
5|34,2,1
40|5.30,2,0
33|,3,14
31|13,2,5
16|30,2,2
5|2,2,6
16|0,2,16
5|27,2,13
12|,2,11
5|37.5.30,2,4
30|5.40.5.12,0,9
2|5.40,1,6
36|31,0,5
30|0,2,16
40|5.2,0,6
4|2,2,10
37|12,0,11
0|5.40.5.20,3,16
40|5.19,0,15
5|40.5.30.1,0,16
37|23,2,3
28|5.40,2,8
9|4,2,10
30|5.36,2,4
5|40.5.30.5.40,2,9
30|36,2,0
0|5.40.5.30,2,15
1|,1,16
13|,1,5
5|16.5,2,6
5|32,0,14
3|32,3,14
4|30.5.40,2,10
40|14,0,7
32|5,1,14
5|30.5.40,1,9
5|40.5.30.19,3,15
30|20,2,15
40|5.18.16.30,3,2
2|,1,10
14|,2,7
5|3,2,14
5|40.5.21,1,3
23|,1,3
4|5.40.5.18,0,10
15|14.36,0,7
40|5.12.22.30,3,9
40|2,2,10
5|33,3,14
30|1,2,16
0|5.40,1,16
5|19.20,3,15
22|,1,11
40|,1,7
28|,1,0
32|,3,14
40|5.18,0,12
5|40.5.18,2,4
36|15,0,7
5|26,1,3
37|27,2,13
13|31,2,5
8|5,1,4
37|,1,3
30|5.40.5.30,2,9
8|15.14,0,7
27|24,2,13
22|12,2,11
30|26,2,4
27|,1,13
40|5.3,0,14
16|5,1,4
30|,1,3
40|5.30.19,3,15
5|29,2,14
7|,2,13
40|5.16.18,3,6
5|40.5.30,1,0
5|37,1,3
5|30,1,4
30|5,1,8
36|,1,12
5|30.36,0,0
40|30,2,7
0|5,1,16
18|16,2,12
11|5.37,2,1
5|30.1,0,16
5|15,1,7
36|27,2,13
26|0,2,16
5|40,1,14
33|32,2,14
3|,0,14
5|18,1,12
40|5.19.20,3,15
9|,2,10
5|0.5.40.5.30,0,2
5|16,1,2
16|,1,12
5|40.5.20,2,16
24|,1,13
36|5,1,2
5|,1,8
5|22.12.5,3,4
37|29,2,14
6|,2,5
26|,1,3
5|24,2,7
30|5.40,1,9
21|5,1,3
27|5.40,2,13
5|36,1,4
37|5,1,2
