student_assignment_grade,struc0,struc1,struc2,struc3
student15_Prompt2_1.0,0,1,0,11
student15_Capstone_1.0,0,0,0,12
student15_Prompt7_1.0,1,1,0,6
student15_Prompt8_1.0,0,1,0,12
student16_Prompt4_1.0,0,0,0,9
student16_Prompt9_1.0,0,2,0,9
student16_Prompt3_1.0,0,2,0,10
student16_Prompt6_1.0,1,1,0,6
student16_Integration3_1.0,0,5,0,8
student16_Prompt5_1.0,1,1,0,8
student16_Prompt10_1.0,0,1,0,9
student16_Prompt2_1.0,0,2,0,15
student16_Capstone_0.9,0,0,0,10
student16_Prompt7_1.0,0,1,0,7
student16_Prompt8_1.0,0,1,0,12
student17_Prompt2_1.0,0,1,0,17
student17_Prompt5_1.0,0,2,0,11
student17_Prompt6_1.0,1,1,0,7
student17_Capstone_1.0,0,0,0,4
student17_Prompt4_1.0,0,1,0,8
student17_Prompt9_1.0,0,3,0,23
student17_Prompt3_1.0,0,1,0,2
student17_Integration3_1.0,0,1,0,17
student17_Prompt11_1.0,1,2,0,16
student17_Prompt10_1.0,0,1,0,3
student17_Prompt7_1.0,0,1,0,2
student17_Prompt8_1.0,0,1,0,3
student18_Prompt4_1.0,0,2,0,16
student18_Prompt9_1.0,0,3,0,10
student18_Prompt3_1.0,0,1,0,14
student18_Prompt6_1.0,1,1,0,10
student18_Integration3_1.0,1,2,1,19
student18_Prompt5_1.0,0,6,0,19
student18_Prompt10_1.0,0,3,0,15
student18_Prompt2_1.0,0,3,0,29
student18_Capstone_1.0,1,0,0,33
student18_Prompt7_1.0,0,3,0,13
student18_Prompt8_1.0,0,1,0,12
student19_Prompt2_1.0,0,1,0,6
student19_Prompt5_1.0,0,1,0,2
student19_Prompt6_1.0,0,1,0,2
student19_Capstone_1.0,1,0,0,13
student19_Prompt4_1.0,0,2,0,16
student19_Prompt9_1.0,1,4,0,17
student19_Prompt3_1.0,0,1,0,8
student19_Integration3_0.9,0,2,0,21
student19_Prompt11_1.0,0,1,0,2
student19_Prompt10_1.0,0,1,0,2
student19_Prompt7_1.0,0,1,0,4
student19_Prompt8_1.0,1,4,0,15
student20_Prompt4_1.0,0,3,0,6
student20_Prompt9_1.0,0,1,0,2
student20_Prompt3_1.0,0,1,0,2
student20_Prompt5_1.0,0,1,0,11
student20_Integration3_1.0,0,3,0,7
student20_Prompt11_1.0,0,1,0,2
student20_Prompt10_1.0,0,1,0,5
student20_Prompt6_1.0,0,3,0,11
student20_Capstone_1.0,3,2,0,28
student20_Prompt7_1.0,1,1,0,7
student20_Prompt8_1.0,0,1,0,5
student21_Prompt2_1.0,0,2,0,14
student21_Prompt5_1.0,0,2,0,8
student21_Prompt6_1.0,1,1,0,6
student21_Capstone_1.0,2,1,0,16
student21_Prompt4_1.0,0,0,0,7
student21_Prompt9_1.0,1,1,0,7
student21_Prompt3_1.0,0,1,0,11
student21_Integration3_1.0,0,3,0,26
student21_Prompt11_1.0,0,1,0,7
student21_Prompt10_1.0,0,0,0,6
student21_Prompt7_1.0,0,3,0,7
student21_Prompt8_1.0,0,2,0,17
student22_Prompt4_1.0,0,0,0,8
student22_Prompt9_1.0,1,1,0,9
student22_Prompt3_1.0,0,1,0,6
student22_Prompt6_1.0,0,1,0,3
student22_Integration3_0.9,0,1,0,8
student22_Prompt5_1.0,0,4,0,9
student22_Prompt10_0.0,0,5,0,13
student22_Prompt2_0.5,0,1,0,13
student22_Capstone_0.9,0,0,0,9
student22_Prompt7_1.0,0,1,0,2
student22_Prompt8_1.0,0,1,0,6
student23_Prompt4_1.0,0,1,0,4
student23_Prompt9_1.0,0,2,0,11
student23_Prompt3_1.0,0,3,0,10
student23_Prompt6_1.0,0,1,0,4
student23_Integration3_0.9,0,1,0,11
student23_Prompt5_1.0,0,2,0,16
student23_Prompt10_1.0,0,1,0,6
student23_Prompt2_1.0,0,1,0,16
student23_Capstone_1.0,0,0,0,7
student23_Prompt7_1.0,1,1,0,10
student23_Prompt8_1.0,0,0,0,13
student24_Prompt4_1.0,0,1,0,8
student24_Prompt3_1.0,0,1,0,11
student24_Prompt6_1.0,1,0,0,6
student24_Integration3_0.9,0,1,0,10
student24_Prompt5_1.0,0,3,0,12
student24_Prompt11_1.0,1,0,0,6
student24_Prompt10_1.0,0,1,0,16
student24_Prompt2_1.0,0,1,0,4
student24_Prompt7_1.0,0,2,0,13
student24_Prompt8_1.0,0,0,0,8
student25_Prompt2_1.0,0,1,0,12
student25_Prompt5_1.0,0,2,0,8
student25_Prompt6_1.0,0,1,0,4
student25_Capstone_0.9,0,0,0,2
student25_Prompt4_1.0,0,1,0,7
student25_Prompt9_1.0,0,1,0,8
student25_Prompt3_1.0,0,1,0,2
student25_Integration3_1.0,0,4,0,27
student25_Prompt11_1.0,0,1,0,2
student25_Prompt10_0.0,0,1,0,2
student25_Prompt7_1.0,1,1,0,10
student25_Prompt8_1.0,1,1,0,8
student26_Prompt2_1.0,0,1,0,2
student26_Prompt5_1.0,0,2,0,7
student26_Prompt6_1.0,1,1,0,6
student26_Capstone_1.0,2,3,0,20
student26_Prompt4_1.0,0,0,0,5
student26_Prompt9_1.0,0,2,0,7
student26_Prompt3_1.0,0,1,0,9
student26_Integration3_1.0,0,6,0,23
student26_Prompt11_1.0,1,2,0,7
student26_Prompt10_1.0,0,1,0,4
student26_Prompt7_1.0,0,3,0,15
student26_Prompt8_1.0,0,1,0,9
student27_Prompt2_1.0,0,1,0,9
student27_Prompt5_1.0,0,3,0,11
student27_Prompt6_1.0,1,1,0,5
student27_Capstone_1.0,1,0,0,9
student27_Prompt4_1.0,0,0,0,6
student27_Prompt9_1.0,0,2,0,11
student27_Prompt3_1.0,0,1,0,8
student27_Integration3_1.0,0,0,0,7
student27_Prompt11_1.0,0,1,0,4
student27_Prompt10_1.0,0,1,0,10
student27_Prompt7_1.0,0,1,0,11
student27_Prompt8_1.0,0,1,0,12
student28_Prompt2_1.0,0,1,0,21
student28_Prompt5_1.0,0,2,0,8
student28_Prompt6_1.0,1,1,0,11
student28_Capstone_1.0,0,0,0,10
student28_Prompt4_1.0,0,0,0,7
student28_Prompt9_1.0,2,2,0,11
student28_Prompt3_1.0,0,3,0,10
student28_Integration3_1.0,1,0,0,16
student28_Prompt11_1.0,1,2,0,8
student28_Prompt10_1.0,0,3,0,9
student28_Prompt7_1.0,0,1,0,9
student28_Prompt8_1.0,0,1,0,11
student29_Prompt2_1.0,0,3,0,14
student29_Prompt5_1.0,1,0,0,11
student29_Prompt6_1.0,0,1,0,2
student29_Capstone_1.0,1,0,0,13
student29_Prompt4_1.0,0,1,0,8
student29_Prompt9_1.0,0,2,0,12
student29_Prompt3_1.0,0,1,0,5
student29_Integration3_1.0,0,4,0,27
student29_Prompt11_1.0,0,1,0,7
student29_Prompt10_1.0,1,3,0,9
student29_Prompt7_1.0,3,1,0,9
student29_Prompt8_1.0,0,1,0,9
student30_Prompt4_1.0,0,3,0,15
student30_Prompt9_1.0,0,3,0,13
student30_Prompt3_1.0,0,1,1,9
student30_Prompt6_1.0,1,1,0,4
student30_Integration3_0.9,0,2,0,20
student30_Prompt5_1.0,0,2,0,6
student30_Prompt10_1.0,0,3,0,17
student30_Prompt2_1.0,0,1,0,13
student30_Capstone_0.9,0,0,0,11
student30_Prompt7_1.0,0,1,0,8
student30_Prompt8_1.0,0,1,0,9
student31_Prompt2_1.0,0,3,0,18
student31_Prompt5_1.0,0,2,0,8
student31_Prompt6_1.0,1,1,0,13
student31_Capstone_1.0,1,1,0,17
student31_Prompt4_1.0,0,2,0,11
student31_Prompt9_1.0,1,0,0,6
student31_Prompt3_1.0,0,1,0,5
student31_Integration3_0.9,0,4,0,15
student31_Prompt11_1.0,0,1,0,3
student31_Prompt10_1.0,0,1,0,9
student31_Prompt7_1.0,0,1,0,2
student31_Prompt8_1.0,0,2,0,15
student32_Prompt4_1.0,0,1,0,12
student32_Prompt9_1.0,0,2,0,7
student32_Prompt3_1.0,0,1,0,2
student32_Prompt6_1.0,1,1,0,12
student32_Integration3_1.0,0,2,0,4
student32_Prompt5_1.0,0,2,0,10
student32_Prompt10_1.0,0,1,0,5
student32_Prompt2_1.0,0,1,0,18
student32_Capstone_1.0,0,0,0,7
student32_Prompt7_1.0,0,1,0,5
student32_Prompt8_1.0,0,1,0,13
student33_Prompt4_1.0,0,2,0,12
student33_Prompt9_1.0,0,2,0,17
student33_Prompt3_1.0,0,2,0,8
student33_Prompt6_1.0,1,1,0,6
student33_Integration3_1.0,0,4,0,16
student33_Prompt5_0.0,0,4,1,7
student33_Prompt10_1.0,0,0,0,4
student33_Prompt2_1.0,0,1,0,6
student33_Capstone_1.0,1,2,0,23
student33_Prompt7_1.0,0,1,0,9
student33_Prompt8_1.0,1,3,0,12
student34_Prompt4_1.0,0,1,0,5
student34_Prompt9_0.0,0,2,0,13
student34_Prompt3_1.0,0,2,0,9
student34_Prompt6_1.0,0,1,0,4
student34_Integration3_1.0,1,4,0,19
student34_Prompt5_1.0,0,1,0,7
student34_Prompt2_1.0,0,1,0,7
student34_Capstone_1.0,1,2,0,26
student34_Prompt7_1.0,1,1,0,7
student34_Prompt8_1.0,0,0,0,10
student35_Prompt4_1.0,0,0,0,14
student35_Prompt9_1.0,0,1,0,8
student35_Prompt3_1.0,0,2,0,6
student35_Prompt6_1.0,1,0,0,4
student35_Integration3_0.9,0,1,0,12
student35_Prompt5_1.0,0,2,0,9
student35_Prompt10_1.0,1,3,0,18
student35_Prompt2_1.0,0,1,0,2
student35_Capstone_1.0,1,0,0,24
student35_Prompt7_1.0,0,1,0,9
student35_Prompt8_1.0,0,1,0,9
student36_Prompt4_1.0,0,1,0,8
student36_Prompt9_1.0,1,1,0,7
student36_Prompt3_1.0,0,1,0,6
student36_Prompt6_1.0,1,1,0,5
student36_Integration3_1.0,1,4,0,27
student36_Prompt5_1.0,0,2,0,7
student36_Prompt10_1.0,0,1,0,6
student36_Prompt2_1.0,0,2,0,16
student36_Capstone_1.0,2,2,1,24
student36_Prompt7_1.0,0,1,0,8
student36_Prompt8_1.0,0,2,0,10
student37_Prompt4_1.0,0,1,0,5
student37_Prompt9_1.0,0,1,0,2
student37_Prompt3_1.0,0,1,0,11
student37_Prompt6_1.0,0,1,0,3
student37_Integration3_1.0,0,6,0,16
student37_Prompt5_1.0,0,1,0,4
student37_Prompt11_1.0,0,0,0,1
student37_Prompt10_1.0,0,1,0,2
student37_Prompt2_1.0,2,7,0,50
student37_Prompt7_1.0,0,1,0,2
student37_Prompt8_1.0,0,1,0,6
student38_Prompt2_1.0,0,1,0,17
student38_Prompt5_1.0,0,1,0,9
student38_Prompt6_1.0,1,1,0,12
student38_Capstone_1.0,0,1,0,8
student38_Prompt4_1.0,0,0,0,7
student38_Prompt9_1.0,1,2,0,14
student38_Prompt3_1.0,0,3,0,4
student38_Integration3_1.0,0,3,0,8
student38_Prompt11_1.0,2,2,0,14
student38_Prompt10_1.0,0,1,0,7
student38_Prompt7_1.0,0,1,0,12
student38_Prompt8_1.0,0,2,0,9
student39_Prompt2_1.0,0,2,0,6
student39_Prompt5_1.0,0,3,0,9
student39_Prompt6_1.0,1,1,0,4
student39_Capstone_0.9,1,0,0,8
student39_Prompt4_1.0,0,0,0,9
student39_Prompt9_1.0,1,1,0,7
student39_Prompt3_1.0,1,0,0,6
student39_Integration3_0.9,0,1,0,12
student39_Prompt11_1.0,0,1,0,5
student39_Prompt10_1.0,0,1,0,6
student39_Prompt7_1.0,0,1,0,5
student39_Prompt8_1.0,0,1,0,12
student40_Prompt4_1.0,0,1,0,5
student40_Prompt9_0.0,1,1,0,15
student40_Prompt3_1.0,0,1,0,5
student40_Prompt6_1.0,0,1,0,2
student40_Integration3_1.0,0,5,0,32
student40_Prompt5_1.0,0,3,0,12
student40_Prompt11_1.0,0,0,0,7
student40_Prompt10_1.0,0,1,0,7
student40_Prompt2_1.0,0,2,0,14
student40_Prompt7_1.0,1,1,0,8
student40_Prompt8_1.0,0,1,0,4
student41_Prompt4_1.0,0,1,0,7
student41_Prompt9_1.0,0,1,0,2
student41_Prompt3_1.0,0,1,0,3
student41_Prompt6_1.0,0,1,0,4
student41_Integration3_1.0,1,1,0,17
student41_Prompt5_1.0,0,3,0,9
student41_Prompt10_1.0,1,2,0,13
student41_Prompt2_1.0,0,1,0,4
student41_Capstone_1.0,0,0,0,10
student41_Prompt7_1.0,1,1,0,6
student41_Prompt8_1.0,1,1,0,12
student42_Prompt2_1.0,0,1,0,15
student42_Prompt5_1.0,0,3,0,7
student42_Prompt6_0.8,1,0,0,6
student42_Capstone_1.0,0,0,0,8
student42_Prompt4_0.8,0,0,0,9
student42_Prompt9_1.0,0,1,0,6
student42_Prompt3_1.0,0,2,0,9
student42_Integration3_1.0,0,1,0,11
student42_Prompt11_1.0,1,2,0,9
student42_Prompt10_1.0,0,2,0,16
student42_Prompt7_1.0,0,2,0,13
student42_Prompt8_1.0,0,2,0,11
student43_Prompt4_1.0,0,1,0,8
student43_Prompt3_1.0,0,1,1,20
student43_Prompt6_1.0,1,0,0,5
student43_Integration3_1.0,0,1,0,8
student43_Prompt5_1.0,0,4,0,22
student43_Prompt2_0.0,0,1,0,25
student43_Capstone_0.7,1,0,0,21
student43_Prompt7_0.0,1,2,0,9
student43_Prompt8_1.0,1,2,0,22
student44_Prompt4_1.0,0,1,0,15
student44_Prompt9_1.0,0,2,0,16
student44_Prompt3_1.0,1,1,0,6
student44_Prompt6_1.0,1,2,0,19
student44_Integration3_0.9,1,1,0,4
student44_Prompt5_1.0,0,4,0,14
student44_Prompt11_1.0,0,0,0,4
student44_Prompt10_1.0,1,2,0,12
student44_Prompt2_1.0,0,1,0,16
student44_Prompt7_1.0,0,3,0,21
student44_Prompt8_1.0,0,1,0,3
student45_Prompt4_1.0,0,2,0,5
student45_Prompt9_1.0,1,1,0,11
student45_Prompt3_1.0,0,3,0,6
student45_Prompt6_1.0,0,1,0,7
student45_Integration3_1.0,0,4,0,14
student45_Prompt5_1.0,0,2,0,12
student45_Prompt10_1.0,0,2,0,7
student45_Prompt2_1.0,0,1,0,8
student45_Capstone_1.0,0,3,1,37
student45_Prompt7_1.0,1,1,0,6
student45_Prompt8_1.0,0,4,0,12
student46_Prompt4_1.0,0,1,0,7
student46_Prompt9_1.0,0,2,0,12
student46_Prompt3_1.0,0,3,0,9
student46_Prompt6_1.0,0,1,0,2
student46_Integration3_1.0,0,3,0,21
student46_Prompt5_1.0,0,1,0,7
student46_Prompt11_1.0,0,0,0,7
student46_Prompt10_1.0,0,1,0,4
student46_Prompt2_1.0,0,1,0,3
student46_Prompt7_1.0,2,0,0,2
student46_Prompt8_1.0,0,1,0,7
student47_Prompt4_1.0,0,1,0,12
student47_Prompt9_1.0,1,1,0,9
student47_Prompt3_1.0,0,2,1,12
student47_Prompt6_1.0,1,1,0,6
student47_Integration3_1.0,2,2,0,23
student47_Prompt5_1.0,0,2,0,7
student47_Prompt10_1.0,0,1,0,6
student47_Prompt2_1.0,0,1,0,17
student47_Capstone_1.0,0,2,0,17
student47_Prompt7_1.0,0,1,0,9
student47_Prompt8_1.0,0,1,0,9
student48_Prompt4_1.0,0,1,0,8
student48_Prompt9_1.0,0,2,0,9
student48_Prompt3_1.0,0,2,0,8
student48_Prompt6_1.0,1,1,0,7
student48_Integration3_1.0,2,0,0,22
student48_Prompt5_1.0,0,2,0,11
student48_Prompt11_1.0,1,1,0,9
student48_Prompt10_1.0,0,1,0,5
student48_Prompt2_1.0,0,1,0,16
student48_Prompt7_1.0,0,1,0,6
student48_Prompt8_1.0,0,1,0,9
student49_Prompt4_1.0,0,3,0,22
student49_Prompt9_1.0,1,2,0,10
student49_Prompt3_1.0,0,3,0,4
student49_Prompt6_1.0,1,2,0,17
student49_Integration3_1.0,0,1,0,9
student49_Prompt5_1.0,0,2,0,23
student49_Prompt10_1.0,0,0,0,10
student49_Prompt2_1.0,0,1,0,27
student49_Prompt7_1.0,0,3,0,38
student49_Prompt8_1.0,0,1,0,18
student50_Prompt4_1.0,0,1,0,11
student50_Prompt9_1.0,2,4,0,24
student50_Prompt3_1.0,0,1,0,7
student50_Prompt6_1.0,0,1,0,8
student50_Integration3_1.0,0,2,0,2
student50_Prompt5_1.0,0,0,0,5
student50_Prompt11_1.0,0,0,0,1
student50_Prompt10_1.0,0,1,0,2
student50_Prompt2_1.0,0,1,0,4
student50_Prompt7_1.0,1,1,0,7
student50_Prompt8_1.0,0,1,0,6
student51_Prompt2_1.0,0,2,0,7
student51_Prompt5_1.0,0,2,0,9
student51_Prompt6_1.0,0,1,0,3
student51_Capstone_1.0,1,1,0,19
student51_Prompt4_1.0,0,1,1,9
student51_Prompt9_1.0,1,1,0,11
student51_Prompt3_1.0,0,1,0,4
student51_Integration3_1.0,0,7,0,39
student51_Prompt11_1.0,0,1,0,4
student51_Prompt10_1.0,0,1,0,9
student51_Prompt7_1.0,1,3,0,16
student51_Prompt8_1.0,1,2,0,15
student52_Prompt4_1.0,0,0,0,16
student52_Prompt9_1.0,2,2,0,9
student52_Prompt3_1.0,0,1,0,7
student52_Prompt6_1.0,0,3,0,4
student52_Integration3_0.9,1,0,0,9
student52_Prompt5_1.0,0,1,0,8
student52_Prompt10_1.0,0,1,0,8
student52_Prompt2_1.0,0,1,0,18
student52_Capstone_1.0,5,1,0,29
student52_Prompt7_1.0,0,1,0,2
student52_Prompt8_1.0,0,1,0,7
student53_Prompt2_1.0,0,1,0,14
student53_Prompt5_1.0,0,3,0,14
student53_Prompt6_1.0,1,1,0,11
student53_Capstone_1.0,3,2,0,21
student53_Prompt4_1.0,0,0,0,10
student53_Prompt9_1.0,1,2,0,8
student53_Prompt3_1.0,0,2,0,6
student53_Integration3_1.0,0,1,0,16
student53_Prompt11_1.0,1,2,0,8
student53_Prompt10_1.0,0,1,0,12
student53_Prompt7_1.0,0,1,0,12
student53_Prompt8_1.0,0,1,0,12
student54_Prompt4_1.0,0,0,0,5
student54_Prompt9_1.0,0,1,0,12
student54_Prompt3_1.0,0,4,1,15
student54_Prompt5_1.0,0,2,0,7
student54_Integration3_1.0,0,3,0,20
student54_Prompt10_1.0,1,1,0,14
student54_Prompt2_1.0,0,2,0,20
student54_Capstone_1.0,1,4,0,30
student54_Prompt7_1.0,1,1,0,20
student54_Prompt8_0.8,0,2,0,12
student55_Prompt4_1.0,0,0,0,12
student55_Prompt9_1.0,2,2,0,6
student55_Prompt3_1.0,0,0,0,9
student55_Prompt5_1.0,0,4,0,8
student55_Integration3_0.9,0,1,0,2
student55_Prompt11_1.0,1,0,0,8
student55_Prompt10_1.0,0,1,0,9
student55_Prompt6_1.0,0,3,0,26
student55_Capstone_1.0,2,4,0,27
student55_Prompt7_1.0,0,1,0,10
student55_Prompt8_1.0,1,3,0,17
student56_Prompt4_1.0,0,3,0,16
student56_Prompt9_1.0,1,2,0,8
student56_Prompt3_1.0,0,1,0,2
student56_Prompt6_1.0,3,1,0,12
student56_Integration3_1.0,0,3,1,32
student56_Prompt5_1.0,0,4,1,9
student56_Prompt10_1.0,0,0,0,17
student56_Prompt2_1.0,0,1,0,4
student56_Prompt7_1.0,0,3,0,10
student56_Prompt8_1.0,0,3,0,11
student57_Prompt4_1.0,0,2,0,16
student57_Prompt9_1.0,1,3,0,17
student57_Prompt3_1.0,2,0,0,30
student57_Prompt6_1.0,0,3,0,20
student57_Integration3_0.9,0,2,0,18
student57_Prompt5_1.0,0,3,0,11
student57_Prompt10_1.0,0,1,0,14
student57_Prompt2_1.0,0,1,0,4
student57_Capstone_1.0,0,0,0,20
student57_Prompt7_1.0,1,2,0,18
student57_Prompt8_1.0,0,3,0,22
student58_Prompt4_1.0,0,3,0,6
student58_Prompt9_1.0,0,3,0,14
student58_Prompt3_1.0,0,1,0,6
student58_Prompt6_0.9,0,2,0,5
student58_Integration3_0.9,0,4,0,19
student58_Prompt5_1.0,0,2,0,11
student58_Prompt10_1.0,1,3,0,9
student58_Prompt2_1.0,0,1,0,11
student58_Capstone_0.9,0,0,0,14
student58_Prompt7_1.0,1,1,0,8
student58_Prompt8_1.0,0,1,0,8
student59_Prompt2_1.0,0,1,0,9
student59_Prompt5_1.0,0,2,0,10
student59_Prompt6_1.0,0,1,0,2
student59_Capstone_1.0,1,4,0,24
student59_Prompt4_1.0,0,1,0,5
student59_Prompt9_1.0,0,1,0,8
student59_Prompt3_1.0,0,1,0,6
student59_Integration3_1.0,0,4,0,19
student59_Prompt11_1.0,0,1,0,7
student59_Prompt10_1.0,0,2,0,8
student59_Prompt7_1.0,1,1,0,7
student59_Prompt8_1.0,0,1,0,5
student60_Prompt2_1.0,0,2,0,12
student60_Prompt5_1.0,0,3,0,10
student60_Prompt6_1.0,1,0,0,6
