student_assignment_grade,struc0,struc1,struc10,struc11,struc12,struc13,struc2,struc3,struc4,struc5,struc6,struc7,struc8,struc9
student4_Prompt8_1.0,9,1,0,0,0,0,1,3,0,0,0,0,0,0
student5_Prompt5_1.0,8,4,4,0,0,0,0,0,1,0,0,2,0,0
student5_Prompt4_1.0,16,2,0,0,0,0,0,0,9,0,0,0,0,0
student5_Prompt7_1.0,7,1,0,0,5,0,1,8,6,0,0,0,0,0
student5_Prompt9_1.0,12,2,0,0,0,0,1,0,3,0,0,1,16,0
student5_Prompt6_1.0,3,0,0,0,0,0,2,0,1,0,0,0,0,0
student5_Prompt10_1.0,16,5,0,0,0,0,0,0,0,0,0,0,0,0
student5_Prompt3_1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
student5_Prompt11_1.0,4,5,0,0,0,0,0,0,1,0,0,0,0,0
student5_Integration3_0.9,13,4,3,0,0,0,0,0,2,0,1,0,0,0
student5_Prompt2_1.0,8,2,0,0,0,0,2,0,0,5,0,0,0,0
student5_Prompt8_1.0,14,2,0,3,0,0,0,0,0,0,0,0,0,0
student6_Prompt7_1.0,18,4,0,0,0,0,5,8,1,0,0,0,0,0
student6_Prompt9_0.5,7,3,0,0,0,0,0,0,0,0,0,0,0,0
student6_Prompt6_1.0,11,1,0,0,1,0,0,0,7,0,0,0,0,0
student6_Prompt10_1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
student6_Prompt4_1.0,14,5,0,0,0,0,0,0,1,3,8,0,0,0
student6_Prompt8_1.0,18,1,0,0,0,0,0,0,1,0,0,0,0,0
student6_Prompt5_1.0,14,2,4,0,0,0,2,0,7,0,0,0,0,0
student6_Capstone_1.0,12,10,0,0,0,0,2,0,0,0,0,0,0,0
student6_Prompt2_1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
student6_Prompt3_1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
student6_Prompt11_1.0,6,4,0,0,0,0,0,0,0,0,0,0,0,0
student6_Integration3_1.0,15,0,1,0,0,0,2,0,3,0,0,0,0,0
student7_Prompt5_1.0,10,2,0,0,0,0,1,0,6,0,0,1,0,0
student7_Capstone_1.0,9,3,0,0,0,0,2,0,0,0,0,0,0,0
student7_Prompt7_1.0,12,1,0,0,4,0,3,7,4,0,0,0,0,0
student7_Prompt9_1.0,14,1,0,0,0,0,0,0,0,0,0,0,2,0
student7_Prompt6_1.0,24,5,7,0,2,0,2,0,3,3,0,0,0,0
student7_Prompt10_1.0,9,4,0,0,0,0,0,0,0,0,0,0,5,0
student7_Prompt3_1.0,4,3,0,0,0,0,0,0,0,0,1,2,0,0
student7_Integration3_1.0,4,1,7,0,0,0,0,0,0,0,0,0,0,0
student7_Prompt4_1.0,9,4,0,0,0,0,2,0,1,0,0,2,0,0
student7_Prompt2_1.0,10,3,0,0,0,0,7,0,5,5,0,3,0,0
student7_Prompt8_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student8_Prompt5_1.0,25,5,4,0,0,0,3,0,12,0,0,3,0,0
student8_Prompt4_1.0,20,7,0,0,0,0,0,0,4,0,3,3,0,0
student8_Prompt7_1.0,33,7,2,0,0,0,5,7,8,0,0,1,0,0
student8_Prompt9_1.0,7,2,0,0,0,0,2,0,1,0,0,1,6,0
student8_Prompt6_1.0,15,1,1,0,3,0,2,0,4,0,0,2,0,0
student8_Prompt10_1.0,9,10,0,0,0,0,2,0,1,0,0,0,0,0
student8_Prompt3_1.0,4,0,0,0,0,0,1,0,1,0,0,0,0,0
student8_Integration3_1.0,8,1,1,0,0,0,0,0,4,0,0,0,0,0
student8_Prompt2_1.0,26,6,0,0,0,0,12,0,5,0,0,3,0,0
student8_Prompt8_1.0,19,3,0,0,0,0,3,7,2,0,0,0,0,0
student9_Prompt7_1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
student9_Prompt9_1.0,11,4,0,0,0,0,3,0,2,0,0,2,12,0
student9_Prompt6_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student9_Prompt10_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student9_Prompt4_1.0,12,3,2,0,0,0,0,0,11,0,0,1,0,0
student9_Prompt8_1.0,16,3,0,0,0,0,1,4,1,0,0,2,0,0
student9_Prompt5_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student9_Capstone_1.0,12,6,0,0,0,0,4,0,4,0,0,0,0,0
student9_Prompt2_1.0,5,2,0,0,0,0,0,0,0,3,0,0,0,0
student9_Prompt3_1.0,6,4,0,0,0,0,0,0,0,0,3,2,0,0
student9_Prompt11_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student9_Integration3_0.9,18,4,11,0,0,0,5,0,3,0,0,2,0,0
student10_Prompt5_1.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
student10_Capstone_1.0,7,6,0,0,0,0,0,0,0,0,0,0,0,0
student10_Prompt7_0.9,8,1,0,0,0,0,2,4,2,0,0,0,0,0
student10_Prompt9_1.0,6,2,0,0,0,0,0,0,0,0,0,0,4,0
student10_Prompt6_0.9,3,0,0,0,0,0,0,0,3,0,0,0,0,0
student10_Prompt10_1.0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
student10_Prompt3_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student10_Integration3_1.0,21,3,7,0,0,0,0,0,1,0,0,1,0,0
student10_Prompt4_1.0,16,5,0,0,0,0,0,0,6,0,3,0,0,0
student10_Prompt2_1.0,15,4,0,0,0,0,4,0,1,2,0,0,0,0
student10_Prompt8_0.9,9,1,0,0,0,0,0,0,0,0,0,0,0,0
student11_Prompt5_1.0,3,1,0,0,0,0,0,0,0,0,0,1,0,0
student11_Capstone_1.0,18,15,0,0,0,0,4,0,1,0,0,2,0,0
student11_Prompt7_1.0,14,8,1,0,0,0,4,7,2,0,0,1,0,0
student11_Prompt9_1.0,4,1,0,0,0,0,0,0,0,0,0,1,6,0
student11_Prompt6_1.0,5,0,0,0,0,0,0,0,1,0,0,1,0,0
student11_Prompt10_1.0,14,6,0,0,0,0,5,0,0,0,0,3,0,0
student11_Prompt3_1.0,3,1,0,0,0,0,0,0,0,0,0,1,0,0
student11_Integration3_1.0,13,2,1,0,0,0,1,2,0,0,0,0,0,0
student11_Prompt4_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student11_Prompt2_1.0,9,3,0,0,0,0,7,0,2,4,0,0,0,0
student11_Prompt8_1.0,14,3,0,1,0,0,0,0,0,0,0,1,4,0
student12_Prompt7_1.0,9,1,0,0,0,0,3,17,2,0,0,0,0,0
student12_Prompt9_1.0,5,1,0,0,0,0,1,0,1,0,0,0,10,0
student12_Prompt6_1.0,8,1,0,0,2,0,2,0,3,0,0,0,0,0
student12_Prompt10_1.0,12,2,0,0,0,0,1,0,1,0,0,0,0,0
student12_Prompt4_1.0,6,1,0,0,0,0,0,0,13,0,0,0,0,0
student12_Prompt8_1.0,9,1,0,0,0,0,0,0,3,0,0,0,0,0
student12_Prompt5_1.0,13,4,14,0,0,0,0,0,3,0,0,1,0,0
student12_Capstone_1.0,11,14,0,0,0,0,2,4,5,1,3,0,0,0
student12_Prompt2_1.0,7,1,0,0,0,0,0,0,0,5,0,0,0,0
student12_Prompt3_1.0,3,1,0,0,0,0,0,0,0,0,1,1,0,0
student12_Prompt11_1.0,5,8,0,0,0,0,0,0,1,0,0,0,0,0
student12_Integration3_1.0,15,3,1,0,0,0,0,0,7,0,0,4,0,0
student13_Prompt5_1.0,8,1,4,0,0,0,0,0,8,0,0,0,0,0
student13_Capstone_1.0,16,4,0,0,0,0,1,0,4,0,0,1,0,0
student13_Prompt7_1.0,9,3,0,0,0,0,1,4,0,2,0,0,0,0
student13_Prompt9_0.9,10,1,0,0,0,0,0,0,0,0,0,0,0,0
student13_Prompt6_1.0,4,1,0,0,2,0,0,0,2,0,0,0,0,0
student13_Prompt10_1.0,11,4,0,0,0,0,0,0,0,0,0,0,7,0
student13_Prompt3_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student13_Integration3_0.1,10,2,8,0,0,0,6,0,11,0,2,0,0,0
student13_Prompt4_1.0,3,2,0,0,0,0,0,0,0,0,2,0,0,0
student13_Prompt2_1.0,10,3,0,0,0,0,6,0,1,5,0,1,0,0
student13_Prompt8_1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
student14_Prompt5_1.0,7,2,5,0,0,0,0,0,1,0,0,0,0,0
student14_Capstone_1.0,16,4,0,0,0,0,1,0,1,0,0,1,0,0
student14_Prompt7_1.0,6,2,0,0,4,0,1,2,2,0,0,0,0,0
student14_Prompt9_1.0,10,1,0,0,0,0,0,0,0,0,0,0,0,0
student14_Prompt6_1.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
student14_Prompt10_1.0,6,1,0,0,0,0,0,0,0,0,0,0,8,0
student14_Prompt3_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student14_Integration3_1.0,16,3,1,0,0,0,5,0,2,0,0,1,0,0
student14_Prompt4_1.0,6,6,0,0,0,0,3,0,10,0,2,1,0,0
student14_Prompt2_1.0,16,5,0,0,0,0,9,0,4,6,0,1,0,0
student14_Prompt8_1.0,7,1,0,0,0,0,0,4,0,0,0,0,0,0
student15_Prompt7_1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
student15_Prompt9_1.0,16,2,0,0,0,0,0,8,0,0,0,1,0,0
student15_Prompt6_1.0,6,1,0,0,1,0,0,0,2,0,0,0,0,0
student15_Prompt10_1.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
student15_Prompt4_1.0,8,2,0,0,0,0,0,0,0,0,1,3,0,0
student15_Prompt8_1.0,5,2,0,0,0,0,0,0,0,0,0,1,0,0
student15_Prompt5_1.0,7,0,0,0,0,0,1,0,5,0,0,0,0,0
student15_Capstone_1.0,13,9,0,0,0,0,3,0,2,0,0,0,0,0
student15_Prompt2_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student15_Prompt3_1.0,4,1,0,0,0,0,0,0,0,0,0,1,0,0
student15_Prompt11_1.0,5,3,0,0,0,0,0,0,0,0,0,0,0,0
student15_Integration3_1.0,21,4,4,0,0,0,2,0,2,0,0,0,0,0
student16_Prompt5_1.0,13,0,0,0,0,0,0,0,7,0,0,1,0,0
student16_Capstone_1.0,35,23,0,0,0,0,6,0,4,0,0,1,0,0
student16_Prompt7_1.0,7,1,0,0,0,0,0,0,5,0,0,0,0,0
student16_Prompt9_1.0,18,1,0,1,0,0,0,0,0,0,0,0,0,0
student16_Prompt6_1.0,7,1,0,0,0,0,4,0,1,0,0,0,0,0
student16_Prompt10_1.0,8,1,0,0,0,0,0,0,0,0,0,0,6,0
student16_Prompt3_1.0,6,0,0,0,0,0,1,0,1,0,0,0,0,0
student16_Integration3_1.0,15,1,6,0,0,0,1,0,2,0,0,0,0,0
student16_Prompt4_1.0,4,0,0,0,0,0,2,0,1,0,0,0,0,0
student16_Prompt2_1.0,9,1,0,0,0,0,3,0,1,0,0,0,0,0
student16_Prompt8_1.0,6,1,0,0,0,0,1,12,2,0,0,0,0,0
student17_Prompt7_1.0,5,2,0,0,0,0,0,0,0,0,0,1,0,0
student17_Prompt9_1.0,5,1,0,0,0,0,0,0,0,0,0,0,2,0
student17_Prompt6_1.0,5,2,0,0,2,0,0,0,5,0,0,1,0,0
student17_Prompt10_1.0,13,5,0,0,0,0,2,0,1,0,0,0,6,0
student17_Prompt4_1.0,9,2,0,0,0,0,0,0,11,0,0,2,0,0
student17_Prompt8_1.0,8,2,0,0,0,0,0,0,0,0,0,2,0,0
student17_Prompt5_1.0,4,1,2,0,0,0,0,0,1,0,0,0,0,0
student17_Capstone_1.0,4,1,4,0,0,0,0,0,2,0,0,0,0,0
student17_Prompt2_1.0,15,5,0,0,0,0,12,0,2,4,0,0,0,0
student17_Prompt3_1.0,3,2,0,0,0,0,0,0,1,2,2,0,0,0
student17_Prompt11_1.0,8,9,0,0,0,0,1,0,0,0,0,1,0,0
student17_Integration3_0.9,17,1,6,0,0,0,3,0,2,0,0,0,0,0
student18_Prompt7_1.0,7,3,0,0,0,0,2,6,1,0,0,1,0,0
student18_Prompt9_1.0,8,2,0,0,0,0,2,0,1,0,0,1,7,0
student18_Prompt6_1.0,10,3,0,0,2,0,2,0,4,0,0,0,0,0
student18_Prompt10_1.0,13,10,0,0,0,0,3,0,1,0,0,1,0,0
student18_Prompt4_1.0,10,3,0,0,0,0,2,0,6,0,0,1,0,0
student18_Prompt8_1.0,13,2,0,0,0,0,0,0,3,0,0,0,0,0
student18_Prompt5_1.0,3,1,5,0,0,0,0,0,1,0,0,0,0,0
student18_Capstone_1.0,12,4,0,0,0,0,2,0,5,0,0,1,0,0
student18_Prompt2_1.0,20,10,0,0,0,0,10,0,3,1,0,2,0,0
student18_Prompt3_1.0,1,2,0,0,0,0,0,0,0,0,2,0,0,0
student18_Prompt11_1.0,10,10,0,0,0,0,2,0,0,0,0,0,0,0
student18_Integration3_1.0,10,2,2,0,0,0,0,0,0,0,0,0,0,0
student19_Prompt5_1.0,10,2,0,0,0,0,2,0,7,0,0,1,0,0
student19_Capstone_1.0,16,8,0,0,0,0,2,1,5,0,0,0,0,0
student19_Prompt7_1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
student19_Prompt9_1.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
student19_Prompt6_1.0,25,4,7,0,1,0,4,0,12,0,0,1,0,0
student19_Prompt10_1.0,12,3,0,0,0,0,2,0,0,0,0,0,9,0
student19_Prompt3_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student19_Integration3_1.0,10,3,0,0,0,0,0,6,1,0,0,4,0,0
student19_Prompt4_1.0,6,3,0,0,0,0,0,0,0,0,3,0,0,0
student19_Prompt2_1.0,10,1,0,0,0,0,3,0,0,3,0,0,0,0
student19_Prompt8_1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
student20_Prompt7_1.0,8,2,0,0,0,0,2,0,2,0,0,0,0,0
student20_Prompt9_1.0,22,19,0,0,0,0,6,0,3,1,0,0,7,0
student20_Prompt6_1.0,11,0,1,0,0,0,1,0,2,0,0,1,0,0
student20_Prompt10_1.0,8,2,0,0,0,0,2,0,0,0,0,0,0,0
student20_Prompt4_1.0,11,1,0,0,0,0,2,10,4,0,0,0,0,0
student20_Prompt8_1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
student20_Prompt5_1.0,10,1,1,0,0,0,0,0,0,0,0,0,0,0
student20_Capstone_1.0,18,4,0,0,0,0,0,0,4,1,0,1,0,0
student20_Prompt2_1.0,20,5,0,0,0,0,8,0,1,4,1,3,0,0
student20_Prompt3_1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
student20_Prompt11_1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
student20_Integration3_1.0,28,3,1,3,0,0,3,0,3,3,0,1,0,0
student21_Prompt5_1.0,6,3,8,0,0,0,0,0,2,0,0,1,0,0
student21_Capstone_1.0,9,2,0,0,0,0,3,0,1,0,0,0,0,0
student21_Prompt7_1.0,9,5,0,0,0,0,3,10,0,0,0,1,0,0
student21_Prompt9_1.0,8,2,0,0,0,0,0,0,1,0,0,2,7,0
student21_Prompt6_1.0,10,1,0,0,1,0,3,0,6,0,0,1,0,0
student21_Prompt10_1.0,7,4,0,0,0,0,0,0,0,0,0,1,0,0
student21_Prompt3_1.0,14,6,0,0,0,0,11,0,1,0,2,2,0,0
student21_Integration3_1.0,18,6,4,0,0,0,2,0,5,0,0,3,0,0
student21_Prompt4_1.0,1,1,0,0,0,0,0,0,8,0,0,0,0,0
student21_Prompt11_1.0,2,8,0,0,0,0,0,0,1,0,0,1,0,0
student21_Prompt8_1.0,10,0,0,0,0,0,1,0,2,0,0,0,0,0
student22_Prompt7_1.0,6,3,0,0,0,0,0,8,2,0,0,0,0,0
student22_Prompt9_1.0,4,1,0,0,0,0,2,0,1,0,0,1,6,0
student22_Prompt6_1.0,2,1,0,0,3,0,0,0,4,0,0,1,0,0
student22_Prompt10_1.0,15,6,0,0,0,0,3,0,4,0,0,0,0,0
student22_Prompt4_1.0,4,1,0,0,0,0,0,0,5,0,0,0,0,0
student22_Prompt8_1.0,10,1,0,0,0,0,2,2,1,0,0,1,0,0
student22_Prompt5_1.0,6,2,6,0,0,0,0,0,1,0,0,1,0,0
student22_Capstone_1.0,17,4,1,0,0,0,5,0,2,0,0,1,0,0
student22_Prompt2_1.0,10,3,0,0,0,0,6,0,3,4,0,1,0,0
student22_Prompt3_1.0,2,3,0,0,0,0,0,0,1,0,4,2,0,0
student22_Prompt11_1.0,6,9,0,0,0,0,0,0,0,0,0,0,0,0
student22_Integration3_1.0,13,0,1,0,0,0,2,0,0,0,0,0,0,0
student23_Prompt7_1.0,7,2,0,0,0,0,3,9,2,0,0,0,0,0
student23_Prompt9_1.0,4,2,0,0,0,0,0,0,0,0,0,1,0,0
student23_Prompt6_1.0,4,1,0,0,2,0,0,0,3,0,0,2,0,0
student23_Prompt10_1.0,10,8,0,0,0,0,0,0,0,0,0,1,0,0
student23_Prompt4_1.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
student23_Prompt8_1.0,7,1,0,0,0,0,1,0,0,0,0,1,0,0
student23_Prompt5_1.0,8,2,3,0,0,0,0,0,4,0,0,1,0,0
student23_Capstone_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student23_Prompt2_1.0,7,3,0,0,0,0,2,0,1,3,0,2,0,0
student23_Prompt3_1.0,3,1,0,0,0,0,2,0,1,0,1,2,0,0
student23_Prompt11_1.0,4,0,0,0,0,0,1,0,1,0,0,0,0,0
student23_Integration3_1.0,16,2,5,0,0,0,0,0,1,0,0,0,0,0
student24_Prompt7_1.0,5,1,0,0,4,0,0,0,4,0,0,0,0,0
student24_Prompt9_1.0,5,1,0,0,0,0,0,0,0,0,0,0,5,0
student24_Prompt6_1.0,4,0,0,0,0,0,0,0,1,0,0,1,0,0
student24_Prompt10_1.0,6,4,0,0,0,0,0,0,0,0,0,0,0,0
student24_Prompt4_1.0,4,1,0,0,0,0,0,0,11,0,0,0,0,0
student24_Prompt8_1.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
student24_Prompt5_1.0,6,1,3,0,0,0,0,0,1,0,0,1,0,0
student24_Capstone_1.0,15,21,0,0,0,0,4,0,3,0,0,0,0,0
student24_Prompt2_1.0,14,2,0,0,0,0,9,0,1,2,0,0,0,0
student24_Prompt3_1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
student24_Prompt11_1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
student24_Integration3_1.0,12,5,1,0,0,0,4,0,5,0,2,0,0,0
student25_Prompt7_1.0,9,0,0,0,0,0,0,6,0,0,0,0,0,0
student25_Prompt9_1.0,11,5,0,0,0,0,2,0,4,0,0,0,6,0
student25_Prompt6_1.0,9,1,0,0,1,0,0,0,5,0,0,0,0,0
student25_Prompt10_1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
student25_Prompt4_0.5,8,1,0,0,0,0,0,0,5,0,0,0,0,0
student25_Prompt8_1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
student25_Prompt5_1.0,4,0,3,0,0,0,0,0,1,0,0,1,0,0
student25_Capstone_0.9,16,4,1,0,0,0,2,0,7,0,0,0,0,0
student25_Prompt2_1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
student25_Prompt3_1.0,10,2,0,0,0,0,1,0,0,2,2,1,0,0
student25_Prompt11_1.0,15,12,0,0,0,0,0,0,0,0,0,0,0,0
student25_Integration3_1.0,22,2,2,0,0,0,1,0,4,0,0,0,0,0
student26_Prompt5_1.0,4,2,5,0,0,0,0,0,1,0,0,1,0,0
student26_Capstone_1.0,8,2,0,0,0,0,4,0,1,0,0,0,0,0
student26_Prompt7_1.0,5,2,0,0,0,0,0,4,1,0,0,1,0,0
student26_Prompt9_1.0,6,2,0,0,0,0,0,0,0,0,0,1,3,0
student26_Prompt6_1.0,2,1,0,0,2,0,0,0,2,0,0,1,0,0
student26_Prompt10_1.0,7,4,0,0,0,0,0,0,0,0,0,0,3,0
student26_Prompt3_1.0,4,3,0,0,0,0,0,0,1,0,3,0,0,0
student26_Integration3_1.0,15,3,4,0,0,0,1,0,2,2,0,0,0,0
student26_Prompt4_1.0,5,2,0,0,0,0,0,0,6,0,0,0,0,0
student26_Prompt2_1.0,4,0,0,0,0,0,0,0,1,3,0,0,0,0
student26_Prompt8_1.0,11,2,0,0,0,0,0,4,0,0,0,2,0,0
student27_Prompt5_1.0,7,2,3,0,0,0,0,0,3,0,0,3,0,0
student27_Capstone_1.0,13,9,1,0,0,0,3,5,3,0,2,2,0,0
student27_Prompt7_1.0,11,2,0,0,4,0,1,5,3,0,0,1,0,0
student27_Prompt9_1.0,4,2,0,0,0,0,0,0,0,0,0,0,5,0
student27_Prompt6_1.0,3,0,0,0,0,0,2,0,1,0,0,0,0,0
student27_Prompt10_1.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
student27_Prompt3_1.0,11,2,0,0,0,0,1,0,3,3,1,5,0,0
student27_Integration3_0.9,8,2,2,0,0,0,0,0,7,0,0,0,0,0
student27_Prompt4_1.0,7,3,0,0,0,0,0,0,16,0,0,0,0,0
student27_Prompt8_1.0,27,6,0,0,0,0,5,0,3,0,0,1,0,0
student28_Prompt7_1.0,7,1,0,0,0,0,0,6,0,0,0,0,0,0
student28_Prompt9_1.0,8,2,0,0,0,0,0,0,0,0,0,0,7,0
student28_Prompt6_1.0,3,1,0,0,2,0,0,0,2,0,0,0,0,0
student28_Prompt10_1.0,7,2,0,0,0,0,0,0,0,0,0,0,0,0
student28_Prompt4_1.0,5,1,0,0,0,0,0,0,5,0,0,0,0,0
student28_Prompt8_1.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
student28_Prompt5_1.0,11,2,5,0,0,0,0,0,1,0,0,0,0,0
student28_Capstone_1.0,12,3,0,0,3,0,3,0,2,0,0,0,0,0
student28_Prompt2_1.0,15,3,0,0,0,0,9,0,2,4,0,0,0,0
student28_Prompt3_1.0,3,2,0,0,0,0,0,0,0,0,2,0,0,0
student28_Prompt11_1.0,12,9,0,0,0,0,0,0,0,0,0,0,0,0
student28_Integration3_0.9,19,3,2,0,3,0,0,0,11,0,0,0,0,0
student29_Prompt5_1.0,5,0,0,0,0,0,0,0,1,0,0,1,0,0
student29_Capstone_1.0,12,4,0,0,0,0,0,0,0,0,0,0,0,0
student29_Prompt7_1.0,11,3,0,0,4,0,4,4,5,0,0,1,0,0
student29_Prompt9_1.0,20,3,0,0,0,0,2,0,0,0,0,0,6,0
student29_Prompt6_1.0,6,3,0,0,0,0,4,0,11,4,0,0,0,0
student29_Prompt10_1.0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
student29_Prompt3_1.0,6,2,0,0,0,0,2,0,0,0,0,1,0,0
student29_Integration3_1.0,18,4,9,0,0,0,2,0,1,0,0,0,0,0
student29_Prompt4_1.0,18,4,1,0,0,0,2,0,6,0,1,4,0,0
student29_Prompt2_1.0,14,3,0,0,0,0,8,0,1,3,0,1,0,0
student29_Prompt8_1.0,6,0,0,0,0,0,1,0,1,0,0,0,0,0
student30_Prompt5_1.0,4,0,4,0,0,0,0,0,1,0,0,0,0,0
student30_Capstone_1.0,12,7,0,0,0,0,2,0,1,0,0,0,0,0
student30_Prompt7_1.0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
student30_Prompt9_1.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
student30_Prompt6_1.0,5,1,0,0,1,0,0,0,2,0,0,0,0,0
student30_Prompt10_1.0,9,4,0,0,0,0,0,0,0,0,0,0,6,0
student30_Prompt3_1.0,11,2,0,0,0,0,1,0,4,2,0,6,0,0
student30_Integration3_0.9,16,2,1,0,0,0,2,0,9,0,0,0,0,0
student30_Prompt4_1.0,13,3,0,0,0,0,0,0,7,0,0,6,0,0
student30_Prompt2_1.0,8,2,0,0,0,0,5,0,0,3,0,0,0,0
