student_assignment_grade,struc0,struc1,struc10,struc11,struc12,struc13,struc14,struc15,struc2,struc3,struc4,struc5,struc6,struc7,struc8,struc9
student6_Prompt10_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student6_Prompt9_0.0,2,0,0,2,0,0,0,1,0,0,0,2,0,0,2,4
student6_Prompt2_1.0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,8
student6_Prompt3_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4
student6_Prompt4_1.0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2
student6_Prompt8_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student6_Prompt7_1.0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,4
student6_Integration3_0.9,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,7
student7_Capstone_1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,6
student7_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
student7_Prompt3_1.0,2,5,0,0,0,0,0,1,2,0,0,2,8,0,0,12
student7_Prompt8_1.0,0,0,0,1,4,0,0,5,0,0,0,0,2,0,0,6
student7_Prompt6_1.0,1,1,2,0,0,0,2,3,0,0,0,0,1,0,0,10
student7_Prompt5_1.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
student7_Prompt4_1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4
student7_Prompt10_1.0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5
student7_Prompt7_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student7_Prompt9_1.0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,2,3
student7_Integration3_0.8,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,4
student8_Capstone_0.9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
student8_ePortfolio_Link_1.0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,6
student8_Prompt5_1.0,0,0,5,0,0,0,6,1,0,0,0,1,3,0,0,3
student8_Prompt6_1.0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1
student8_Prompt10_1.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
student8_Prompt9_1.0,0,0,0,0,0,0,0,2,0,0,0,5,2,0,0,3
student8_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student8_Prompt4_1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
student8_Prompt8_1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2
student8_Prompt11_1.0,0,0,0,0,1,0,0,3,0,0,0,0,0,4,0,6
student8_Prompt7_1.0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,9
student8_Integration3_0.9,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,9
student9_Prompt2_1.0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2
student9_ePortfolio_Link_1.0,1,0,0,0,0,0,0,2,7,0,0,1,3,0,0,12
student9_Prompt3_1.0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,12
student9_Prompt8_1.0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,3,8
student9_Prompt6_1.0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,4
student9_Prompt5_1.0,0,0,7,0,0,0,0,3,0,0,0,0,2,0,0,8
student9_Prompt4_1.0,1,0,0,0,0,0,6,0,0,0,0,1,3,0,0,4
student9_Prompt10_1.0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,8
student9_Prompt7_1.0,1,0,0,0,10,0,0,4,0,0,1,2,0,0,0,11
student9_Prompt9_1.0,2,0,0,0,0,0,0,0,0,0,0,11,1,0,0,7
student9_Integration3_1.0,5,1,2,0,0,0,1,5,8,0,0,3,4,0,0,13
student10_Capstone_1.0,0,0,1,0,0,0,0,3,2,2,3,1,0,7,0,10
student10_ePortfolio_Link_1.0,2,0,0,0,0,0,0,0,6,0,0,2,0,0,0,4
student10_Prompt5_0.5,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,2
student10_Prompt6_1.0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,3
student10_Prompt10_1.0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,5
student10_Prompt9_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
student10_Prompt2_1.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student10_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
student10_Prompt4_1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
student10_Prompt8_1.0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,3,2
student10_Prompt7_1.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2
student10_Integration3_0.9,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,3
student11_Capstone_1.0,1,0,0,2,0,3,0,3,1,2,2,3,3,0,0,7
student11_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
student11_Prompt5_1.0,0,0,5,0,0,0,0,1,0,1,0,1,0,0,0,8
student11_Prompt6_1.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
student11_Prompt10_1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
student11_Prompt9_1.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2
student11_Prompt2_1.0,0,1,0,0,0,0,0,3,3,0,0,0,2,0,0,6
student11_Prompt3_1.0,2,0,0,0,0,0,0,0,0,0,0,2,6,0,0,4
student11_Prompt4_1.0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2
student11_Prompt8_1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2
student11_Prompt7_1.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2
student11_Integration3_1.0,1,1,3,0,0,0,2,3,0,0,0,0,1,0,0,8
student12_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student12_Prompt5_1.0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4
student12_Prompt6_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student12_Prompt10_1.0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,4
student12_Prompt9_1.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4
student12_Prompt2_1.0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7
student12_Prompt3_1.0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4
student12_Prompt4_1.0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,5
student12_Prompt8_1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4
student12_Prompt11_1.0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,4
student12_Prompt7_1.0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,7
student12_Integration3_1.0,1,1,2,0,0,0,2,2,2,0,0,0,5,0,0,5
student13_Capstone_1.0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1
student13_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student13_Prompt6_1.0,3,0,5,0,0,0,0,2,0,3,0,0,0,0,0,17
student13_Prompt10_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student13_Prompt9_1.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7
student13_Prompt2_1.0,0,6,0,0,0,0,0,1,15,0,0,0,0,0,0,22
student13_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student13_Prompt4_1.0,1,0,0,0,0,0,4,0,0,0,0,1,1,0,0,1
student13_Prompt8_1.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,3
student13_Prompt11_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
student13_Prompt7_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student13_Integration3_1.0,2,2,5,0,0,0,0,2,0,1,0,2,1,0,0,10
student14_Capstone_1.0,0,1,0,0,0,0,0,1,0,3,1,3,0,0,0,3
student14_ePortfolio_Link_0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student14_Prompt5_1.0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,6
student14_Prompt6_1.0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,5
student14_Prompt10_1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7
student14_Prompt9_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
student14_Prompt2_1.0,2,3,0,0,0,0,0,0,6,0,0,3,0,0,0,10
student14_Prompt3_1.0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,8
student14_Prompt4_1.0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,9
student14_Prompt8_1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3
student14_Prompt7_1.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5
student14_Integration3_1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
student15_Capstone_1.0,0,0,1,0,0,0,5,2,5,2,1,1,1,4,0,12
student15_ePortfolio_Link_1.0,0,3,0,0,0,0,0,1,1,0,0,0,3,0,0,3
student15_Prompt5_1.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
student15_Prompt6_1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
student15_Prompt10_1.0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,8
student15_Prompt9_1.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3
student15_Prompt2_1.0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,9
student15_Prompt3_1.0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
student15_Prompt4_1.0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1
student15_Prompt8_1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,6
student15_Prompt11_1.0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,4
student15_Prompt7_1.0,0,0,0,0,5,0,0,1,0,2,0,0,0,0,0,3
student15_Integration3_1.0,5,0,8,0,0,0,2,5,5,0,0,2,7,0,0,16
student16_Capstone_0.9,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,6
student16_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
student16_Prompt5_1.0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,8
student16_Prompt6_1.0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
student16_Prompt10_1.0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5
student16_Prompt9_1.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6
student16_Prompt2_1.0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,20
student16_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
student16_Prompt4_1.0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2
student16_Prompt8_1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8
student16_Prompt11_1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2
student16_Prompt7_1.0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,5
student16_Integration3_0.9,3,0,0,0,0,0,0,1,3,0,0,2,0,0,0,6
student17_Prompt2_0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
student17_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student17_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student17_Prompt8_1.0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,6
student17_Prompt6_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
student17_Prompt5_1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7
student17_Prompt4_1.0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,5
student17_Prompt10_1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,16
student17_Prompt11_1.0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,5
student17_Prompt7_1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6
student17_Integration3_0.9,2,0,4,0,0,0,2,6,0,0,0,0,3,0,0,14
student18_Capstone_1.0,2,1,0,0,0,0,0,4,0,1,4,2,1,5,0,17
student18_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student18_Prompt5_1.0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,13
student18_Prompt6_1.0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,10
student18_Prompt10_1.0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,13
student18_Prompt9_1.0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7
student18_Prompt2_1.0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,11
student18_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
student18_Prompt4_1.0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,5
student18_Prompt8_1.0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,12
student18_Prompt7_1.0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,5
student18_Integration3_1.0,4,2,0,0,0,0,0,4,2,0,0,2,2,0,0,12
student19_Capstone_1.0,1,1,0,0,0,0,0,5,0,4,2,0,0,1,0,15
student19_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4
student19_Prompt5_1.0,3,0,0,0,0,0,4,1,0,0,0,3,2,0,0,4
student19_Prompt6_1.0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,5
student19_Prompt10_1.0,0,0,0,0,0,6,0,2,0,0,0,1,2,0,0,5
student19_Prompt9_1.0,2,0,0,0,0,1,0,0,0,0,0,7,0,0,0,8
student19_Prompt2_1.0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,15
student19_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,6
student19_Prompt4_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
student19_Prompt8_1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,10
student19_Prompt7_1.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
student19_Integration3_1.0,4,0,13,0,0,0,0,4,0,0,0,0,5,0,0,16
student20_Capstone_1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4
student20_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
student20_Prompt5_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
student20_Prompt6_1.0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,6
student20_Prompt10_1.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5
student20_Prompt9_1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,5
student20_Prompt2_1.0,2,3,0,0,0,0,0,0,3,0,0,2,0,0,0,6
student20_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
student20_Prompt4_1.0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,6
student20_Prompt8_1.0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,6
student20_Prompt11_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
student20_Prompt7_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
student20_Integration3_1.0,3,0,9,1,0,0,0,2,0,0,0,3,0,0,0,14
student21_Capstone_0.9,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,5
student21_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student21_Prompt5_1.0,1,0,6,0,0,1,0,2,0,0,0,0,0,0,0,9
student21_Prompt6_1.0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,5
student21_Prompt10_1.0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,7
student21_Prompt9_1.0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,6
student21_Prompt2_1.0,0,6,0,0,1,0,0,3,8,2,0,0,0,0,0,24
student21_Prompt3_1.0,2,0,0,0,0,0,0,0,2,0,0,2,7,0,0,5
student21_Prompt4_1.0,0,0,0,0,0,0,5,1,0,0,0,0,3,0,0,6
student21_Prompt8_1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4
student21_Prompt11_1.0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,7
student21_Prompt7_1.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3
student21_Integration3_1.0,2,0,2,0,0,0,2,3,0,0,0,0,1,0,0,16
student22_Capstone_1.0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,5
student22_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
student22_Prompt5_1.0,1,0,6,0,0,0,0,1,0,0,0,0,0,0,0,6
student22_Prompt6_1.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
student22_Prompt10_1.0,1,0,0,0,0,7,3,0,0,0,0,1,0,0,0,5
student22_Prompt9_1.0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,5,8
student22_Prompt2_1.0,3,2,0,0,0,0,0,1,6,0,0,3,0,0,0,14
student22_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
student22_Prompt4_1.0,0,0,0,0,0,0,8,0,0,0,0,1,4,0,0,6
student22_Prompt8_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student22_Prompt11_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
student22_Prompt7_1.0,2,0,0,0,5,0,0,1,0,3,0,2,0,0,0,10
student22_Integration3_1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
student23_Prompt2_1.0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,7
student23_Capstone_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student23_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student23_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
student23_Prompt8_1.0,0,0,0,1,2,0,0,5,0,3,0,0,2,0,5,7
student23_Prompt6_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student23_Prompt5_1.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2
student23_Prompt4_1.0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,3
student23_Prompt10_1.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
student23_Prompt9_1.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1
student23_Integration3_1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
student24_Capstone_1.0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,4
student24_ePortfolio_Link_1.0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6
student24_Prompt5_1.0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2
student24_Prompt6_1.0,2,0,3,0,0,0,0,0,0,3,0,2,5,0,0,7
student24_Prompt10_1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
student24_Prompt9_1.0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,2,4
student24_Prompt2_1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student24_Prompt3_1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
student24_Prompt4_1.0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,2
student24_Prompt8_1.0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,5
student24_Prompt7_1.0,2,0,0,0,2,0,0,1,0,0,0,2,0,0,0,6
student24_Integration3_1.0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6
student25_Prompt2_1.0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,4
student25_ePortfolio_Link_1.0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
student25_Prompt3_1.0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,5
student25_Prompt5_1.0,0,0,6,0,0,0,3,1,2,0,0,0,2,0,0,6
student25_Prompt4_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student25_Prompt8_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
student25_Prompt7_0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
student25_Integration3_0.5,1,0,0,0,4,0,0,2,0,3,0,0,0,0,0,7
student26_Capstone_1.0,0,1,0,1,1,0,0,1,2,1,0,4,2,0,4,5
student26_ePortfolio_Link_1.0,0,4,0,0,0,0,0,2,4,0,0,0,2,0,0,7
student26_Prompt5_1.0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
student26_Prompt6_1.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2
student26_Prompt10_1.0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,4
student26_Prompt9_1.0,0,0,0,0,0,0,0,2,0,0,0,5,2,0,0,6
student26_Prompt2_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
student26_Prompt3_1.0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1
student26_Prompt4_1.0,0,0,0,0,0,0,5,2,0,0,0,0,6,0,0,7
