source,target,value
18|,0|,0.0436681223
18|,7|18,0.2165605096
19|25,20|19.25,1
36|19,12|36.19,1
36|19,20|36,0.28
15|,19|,0.0265339967
15|,12|,0.096185738
15|,25|,0.0281923715
15|,21|,0.2653399668
15|,36|15,0.3170731707
15|,37|15,1
15|,0|15,0.057591623
19|,36|19,0.72
19|,6|,0.1454248366
19|,12|19,0.7391304348
19|,25|,0.0277777778
19|,37|19,1
19|,20|19,1
10|30,37|10,1
37|3,12|37.3,1
37|33,12|37.33,0.0900900901
25|1.12,29|25,1
12|37.25.17,37|12,1
12|36.20,37|12,1
0|12,37|0,0.2918454936
0|12,12|0,0.1888412017
0|12,15|0,0.1931330472
0|12,21|0.12,1
0|12,36|0,0.1759656652
37|21,12|37.21,0.0458715596
12|37.10,30|12,0.2127659574
12|37.10,37|12,0.7872340426
26|25,33|,1
36|31,12|36.31,1
36|12,20|36,0.0044280443
36|12,8|36,0.0044280443
36|12,17|36,0.0036900369
36|12,2|36,0.0036900369
36|12,10|36,0.0062730627
36|12,9|36,0.0062730627
36|12,18|36,0.0084870849
36|12,32|36,0.0070110701
36|12,19|36,0.0070110701
36|12,3|,0.0044280443
36|12,0|,0.0044280443
36|12,1|36,0.0040590406
36|12,25|36,0.0095940959
36|12,13|36,0.0062730627
36|12,29|36,0.0055350554
36|12,12|36.12,0.0146935348
36|12,15|36,0.0077490775
37|8,12|37.8,0.1169491525
12|37.18,31|12,0.0833333333
12|37.18,36|12,0.1136363636
12|37.18,37|12,0.7045454545
12|37.18,25|12.37,0.0984848485
36|0,15|36.0,1
36|0,21|36,0.2043010753
36|0,12|36.0,0.53125
25|11,12|25.11,1
25|11,36|25,0.2236842105
25|11,37|25,0.5
12|37.12.6,9|,0.2631578947
12|37.12.6,37|12,0.7368421053
30|10.25,4|30.10.25,1
30|10.25,12|30,0.2619047619
37|12.21,12|37.12.21,1
8|,36|8,1
8|,37|8,1
8|,23|,0.0115052733
8|,12|8,0.7415730337
8|,25|,0.0153403643
8|,9|,0.0153403643
8|,32|,0.012464046
37|25.17,12|37.25.17,1
36|33,12|36.33,1
33|26.12,37|33,1
20|,12|20,1
20|,37|20,1
20|,19|,0.0973312402
20|,36|20,1
20|,25|,0.0282574568
20|,6|20,0.1712328767
36|6,12|36.6,1
36|6,19|36,0.1886792453
23|25,5|23,1
25|34.12,37|25,1
20|12,37|20,0.2710843373
20|12,19|,0.1204819277
20|12,36|20,0.1506024096
20|12,6|20.12,0.3947368421
20|12,12|20,0.1686746988
19|12.37.12,6|19.12,0.188034188
19|12.37.12,12|19,0.1282051282
19|12.37.12,20|19,0.6837606838
29|25,37|,0.2467532468
29|25,1|29.25,0.7446808511
22|12.34,28|22.12.34,1
15|36,0|15,0.25
15|36,21|15.36,1
15|36,36|15,0.2291666667
12|29,37|12,0.275
12|29,1|12.29,1
12|36.34,37|12,1
12|33,3|12,0.1587301587
12|33,37|12.33,1
10|36,30|10.36,1
6|12,36|6,0.1333333333
6|12,20|6,0.3466666667
6|12,37|6,0.3066666667
6|12,19|6,0.2133333333
12|13.12.37,25|12.13,1
36|16,12|36.16,1
12|25.11,37|12,1
3|25,24|3.25,1
31|,12|31,0.0680473373
31|,37|,0.2066115702
31|,36|31,1
31|,29|31,1
31|,7|,0.0247933884
31|,25|,0.0347107438
31|,18|31,1
22|34,28|22.34,0.7162162162
27|36,37|27,1
12|36.0,36|12.36,0.46875
12|36.0,37|12,0.53125
37|6,12|37.6,0.2208588957
24|,3|,0.0640495868
24|,12|,0.041322314
24|,37|24,1
24|,25|,0.0433884298
24|,27|,0.5020661157
24|,36|,0.1136363636
26|33,37|26,0.5833333333
26|33,2|26,0.4166666667
16|25,37|16,1
2|12,26|2,0.7430340557
2|12,33|2.12,1
2|12,12|2,0.0495356037
2|12,25|2,0.0433436533
2|12,36|2,0.0464396285
2|12,37|2,0.0650154799
10|4,30|,1
12|36.18,37|12,1
37|26,12|37.26,1
36|13,12|36.13,1
13|36,37|13,1
12|37.13,31|12,0.1225806452
12|37.13,37|12,0.7741935484
12|37.13,25|12.37,0.1032258065
12|31.12.36,37|12,1
32|12.36,37|32,0.2
32|12.36,17|32.12.36,1
32|12.36,36|32,0.1818181818
17|12,36|17,0.125
17|12,37|17,0.2573529412
17|12,12|17,0.1323529412
17|12,32|17,0.4852941176
36|34,12|36.34,1
36|34,22|36,0.3015873016
37|27,12|37.27,0.6174863388
25|1.29,37|25,1
0|12.36,37|0,1
15|12,21|15.12,0.6862745098
15|12,37|15,0.1158536585
15|12,36|15,0.0670731707
15|12,25|,0.0457317073
15|12,12|15.12,1
15|12,0|15,0.4847560976
37|24,12|37.24,0.1884057971
12|37.25,31|12,0.036896878
12|37.25,25|12.37.25,0.2666666667
12|37.25,3|12,0.0208136235
12|37.25,11|12,0.0122989593
12|37.25,29|12.37.25,1
12|37.25,36|12,0.0756859035
12|37.25,13|12.37,0.0189214759
12|37.25,18|,0.0179754021
12|37.25,2|12,0.0151371807
12|37.25,0|12,0.0122989593
12|37.25,10|,0.0170293283
12|37.25,8|,0.0208136235
12|37.25,9|,0.0141911069
12|37.25,15|12.37.25,1
12|37.25,22|12,0.0104068117
12|37.25,19|12.37.25,1
12|37.25,23|,0.0094607379
12|37.25,34|12,0.0113528855
12|37.25,37|12,0.5543992431
11|,12|11,0.65
11|,37|11,1
11|,13|,0.1365248227
11|,36|11,1
11|,0|,0.024822695
11|,18|,0.0921985816
11|,25|11,0.2763157895
25|12.7,37|25,1
26|12.37,2|26,1
15|0,21|15.0,0.7142857143
36|12.36,12|36.12.36,0.0445103858
24|12,3|24.12,1
24|12,37|24,0.3805309735
24|12,27|24.12,1
24|12,36|,0.1681415929
10|,30|,0.6940298507
10|,4|,0.0354477612
10|,37|10,1
10|,25|,0.0298507463
10|,12|10,1
10|,36|,0.0317164179
22|,28|,0.7453798768
22|,34|22,1
22|,25|,0.0246406571
22|,12|22,1
22|,37|22,1
22|,36|,0.0308008214
1|29.12.31,37|1,1
12|37.24,3|12,0.1884057971
12|37.24,37|12,0.8115942029
12|36.28,37|12,1
12|37.27,10|,0.1803278689
12|37.27,36|12,0.1092896175
12|37.27,37|12,0.6174863388
12|37.27,25|12.37,0.0928961749
1|12.37,37|1,0.2857142857
1|12.37,36|1,0.2597402597
1|12.37,29|1,0.4545454545
27|24.3.25,37|27,1
12|37.0,36|12,0.1
12|37.0,15|12,0.0909090909
12|37.0,37|12,0.7090909091
12|37.0,25|12.37,0.1
7|18,36|7,0.2101910828
7|18,37|7,0.2993630573
7|18,12|7,0.2165605096
7|18,25|7,0.2738853503
22|12,34|22,0.0663716814
22|12,12|22,0.0796460177
22|12,28|22.12,0.6888888889
16|37,37|16,1
17|36,37|17,1
24|3.25,27|24.3.25,1
12|37.4,36|12,0.0992907801
12|37.4,23|,0.0780141844
12|37.4,8|,0.0921985816
12|37.4,37|12,0.6524822695
12|37.4,25|12.37,0.0780141844
37|20,12|37.20,0.1944444444
32|,37|32,1
32|,28|,0.015015015
32|,12|32,0.7037037037
32|,36|32,0.6382978723
32|,25|,0.03003003
32|,17|32,0.1884057971
28|22.12.34,37|28,1
37|23,12|37.23,0.7708333333
12|36.19,37|12,1
12|17,25|,0.1447368421
12|17,37|12.17,1
17|12.36,32|17,1
37|5,12|37.5,0.696969697
12|37.12.33,37|12,1
12|37,11|12,0.0050067019
12|37,33|,0.0024836395
12|37,6|12,0.0019317196
12|37,29|,0.0082787984
12|37,4|12.37,1
12|37,2|12,0.0101710952
12|37,13|12.37,0.1581196581
12|37,16|12,0.0019711425
12|37,15|12,0.0105259008
12|37,21|12,0.0010249941
12|37,9|,0.0336671135
12|37,32|,0.0126153118
12|37,22|12,0.00760861
12|37,23|,0.004967279
12|37,17|12,0.0040211306
12|37,25|12.37,0.0345873786
12|37,31|12,0.0163604825
12|37,3|12,0.009698021
12|37,28|12,0.0009461484
12|37,7|,0.004178822
12|37,27|12,0.0009461484
12|37,26|12.37,1
12|37,36|12,0.0797130017
12|37,24|12,0.0040999763
12|37,18|,0.0098557124
12|37,0|12,0.0070566901
12|37,10|,0.0112355121
12|37,30|12,0.0022865253
12|37,5|,0.0014586454
12|37,8|,0.0320901995
12|37,1|12.37,0.2857142857
12|37,20|12,0.004454782
12|37,37|12,0.6135378065
12|37,19|12,0.0086730269
12|37,34|12,0.0064653473
23|5.16,37|23,1
12|36.12,22|12,0.0054575987
12|36.12,32|12.36.12,1
12|36.12,15|12.36,0.0092359362
12|36.12,7|,0.0041981528
12|36.12,1|12.36,0.0067170445
12|36.12,3|12.36,0.010495382
12|36.12,20|12,0.0067170445
12|36.12,36|12.36,0.1297229219
12|36.12,25|12.36,0.0486985726
12|36.12,29|12.36,0.0125944584
12|36.12,17|12.36,0.0050377834
12|36.12,31|12.36,0.0159529807
12|36.12,11|12.36,0.0125944584
12|36.12,0|12.36,0.0079764903
12|36.12,34|12,0.0067170445
12|36.12,8|,0.0344248531
12|36.12,9|,0.0424013434
12|36.12,2|12,0.0125944584
12|36.12,19|12,0.0146935348
12|36.12,10|12.36,0.0092359362
12|36.12,18|12.36,0.0100755668
12|36.12,13|,0.0188916877
12|36.12,23|,0.0041981528
12|36.12,37|12,0.5503778338
1|29,37|1,0.59566787
1|29,36|1,0.1227436823
1|29,12|1,0.1768953069
1|29,25|1.29,1
37|28,12|37.28,0.8672566372
12|37.19,36|12,0.1185185185
12|37.19,9|,0.2074074074
12|37.19,37|12,0.6740740741
36|20,12|36.20,1
28|22.25,34|28.22.25,1
37|15,12|37.15,1
37|11,12|37.11,0.7067669173
36|1,12|36.1,1
32|12.36.12,17|32.12.36,1
12|37.3,37|12,1
22|36,28|,0.6666666667
22|36,37|22,0.3333333333
37|0,12|37.0,0.0909090909
12|37.9,0|12,0.0238970588
12|37.9,36|12,0.15625
12|37.9,25|12.37,0.0257352941
12|37.9,37|12,0.5404411765
12|37.9,9|,0.1856617647
12|37.9,18|,0.0257352941
12|37.9,32|,0.0422794118
25|12.36,12|25,0.2432432432
25|12.36,36|25,0.1711711712
25|12.36,37|25,0.5855855856
36|25,12|36.25,0.7157360406
36|25,13|36,0.0384615385
4|30.10.25,37|4,1
11|12.36,37|11,1
30|12,10|30,0.328358209
30|12,37|30,0.4328358209
30|12,4|,0.2388059701
36|11,12|36.11,1
12|37.20,36|12,0.1851851852
12|37.20,9|,0.1944444444
12|37.20,37|12,0.6203703704
10|12.36,30|10.12.36,1
12|9,37|12.9,1
12|9,36|12,0.1881188119
25|12.13,37|25,1
25|6,37|25,1
6|20.12,19|6,0.6052631579
6|20.12,37|6,0.3947368421
19|20.6,37|19,1
4|12.37,10|4,1
29|31,1|29,1
1|,37|1,1
1|,36|1,1
1|,12|1,0.8461538462
1|,0|,0.0226480836
1|,25|,0.0801393728
1|,29|1,0.1803278689
11|12,13|11.12,1
11|12,25|11.12,1
11|12,36|11,0.1203703704
11|12,37|11,0.2453703704
11|12,18|,0.1111111111
11|12,12|11,0.1666666667
19|12.37.21,20|19,1
12|30,37|12,1
2|26,33|,0.3703703704
2|26,37|2,0.6296296296
36|9,12|36.9,0.1034482759
30|,25|30,1
30|,36|30,0.4285714286
30|,4|,0.4745762712
30|,10|30,1
30|,12|30,1
30|,37|30,1
29|12.31,1|29.12.31,1
37|16,12|37.16,0.743902439
25|16,37|25,1
24|27,37|24,1
16|,36|16,1
16|,37|16,1
16|,23|,0.0437317784
16|,5|16,1
16|,12|16,1
16|,25|16,1
9|,37|9,1
9|,8|,0.0116383169
9|,19|9,1
9|,20|,0.0152193375
9|,11|9,1
9|,12|9,0.8118811881
9|,0|,0.0143240824
9|,25|,0.017905103
9|,36|9,1
9|,18|,0.0152193375
21|0.15.25,37|21,1
15|36.0,21|15.36,1
6|20.25,19|6,0.6388888889
6|20.25,37|6,0.3611111111
23|,16|23,1
23|,12|,0.0511182109
23|,37|23,1
23|,5|23,0.09375
23|,36|,0.0670926518
12|19,37|12,0.7391304348
12|19,20|12.19,1
12|36.9,36|12.36,0.1896551724
12|36.9,25|12.36,0.0948275862
12|36.9,37|12,0.6120689655
12|36.9,9|,0.1034482759
17|32,36|17,0.1333333333
17|32,25|17,0.252173913
17|32,37|17,0.4260869565
17|32,12|17,0.1884057971
12|2,26|12,1
37|12.9,12|37.12.9,1
12|37.7,31|12,0.125
12|37.7,36|12,0.1041666667
12|37.7,37|12,0.6458333333
12|37.7,18|,0.125
21|15.0,12|21,0.2857142857
21|15.0,37|21,0.7142857143
15|25,0|15.25,1
15|25,21|,0.2619047619
28|22.12,37|28,0.2111111111
28|22.12,34|28,0.6888888889
28|22.12,12|28,0.1
36|2,12|36,0.4285714286
36|2,26|36,0.5714285714
1|36,37|1,1
12|37.11,36|12,0.1127819549
12|37.11,37|12,0.7067669173
12|37.11,13|12.37,0.0751879699
12|37.11,25|12.37,0.1052631579
37|19,12|37.19,0.2074074074
12|37.23,8|,0.2291666667
12|37.23,37|12,0.7708333333
2|,37|2,1
2|,12|2,1
2|,25|2,1
2|,33|,0.0652591171
2|,36|2,0.5714285714
2|,26|2,0.0470588235
29|12.25,1|29,1
37|12.33,12|37.12.33,1
12|37.26,37|12,1
12|37.17,36|12,0.06875
12|37.17,37|12,0.93125
25|33,37|25,1
37|18,12|37.18,0.7045454545
0|25,15|0,0.2352941176
0|25,12|0,0.2156862745
0|25,21|,0.2549019608
0|25,36|0,0.2941176471
12|25.17,37|12,1
1|12.36,37|1,1
2|25,26|2.25,1
20|19.25,6|20.19.25,1
18|12.31,37|18,0.2419354839
18|12.31,7|18,0.7580645161
34|12,25|34.12,1
34|12,36|34,0.1583710407
34|12,12|34,0.1900452489
34|12,28|34,0.0452488688
34|12,22|34,0.2398190045
34|12,37|34,0.2352941176
12|37.6,9|,0.2208588957
12|37.6,37|12,0.7791411043
17|32.12.36,37|17,1
31|7,12|31,1
24|3,36|24.3,1
24|3,27|,0.8305785124
24|3,37|24,0.1033057851
12|37.12.9,37|12,1
12|37.15,37|12,1
12|27,37|12.27,1
29|,12|29,0.275
29|,37|,0.2091836735
29|,25|29,1
29|,15|,0.0238095238
29|,1|29,0.1768953069
29|,36|29,0.1818181818
29|,0|,0.018707483
36|17,12|36.17,1
12|37.30,8|,0.1375
12|37.30,37|12,0.8625
21|,0|21,0.7291666667
21|,15|,0.0450980392
21|,37|21,1
21|,25|21,1
21|,12|21,1
21|,36|21,1
19|6,37|19,0.7586206897
19|6,12|19,0.2413793103
12|36.6,37|12,1
36|4,12|36.4,1
26|,37|26,1
26|,33|,0.6187739464
26|,25|,0.030651341
26|,12|26,1
26|,2|26,0.3703703704
26|,36|,0.0517241379
36|27,12|36.27,1
12|,11|12,0.1203703704
12|,33|,0.0026238711
12|,6|12,0.3066666667
12|,29|,0.010373444
12|,2|12,0.0526315789
12|,28|12,0.303030303
12|,21|12,0.7441860465
12|,9|,0.032066146
12|,32|,0.0128752746
12|,1|12,0.1011235955
12|,13|,0.0124176227
12|,23|,0.0052172321
12|,34|12,0.0452488688
12|,25|,0.0657798389
12|,17|12,0.4852941176
12|,31|12,0.068627451
12|,3|12,0.0491803279
12|,15|12,0.4847560976
12|,7|,0.0056138638
12|,27|12,1
12|,16|12,0.3636363636
12|,36|12,0.0055350554
12|,4|,0.0021967293
12|,24|12,0.203539823
12|,18|,0.0131498658
12|,0|12,0.1931330472
12|,10|,0.0106480351
12|,30|12,0.4328358209
12|,5|,0.0016780571
12|,8|,0.0300219673
12|,20|12,0.1686746988
12|,26|12,0.3432835821
12|,37|12,1
12|,19|12,0.0941558442
12|,22|12,0.8539823009
12|7,25|12.7,1
12|7,37|12,0.6136363636
37|2,12|37.2,1
31|25,12|31,1
12|37.32,36|12,0.1397849462
12|37.32,37|12,0.8602150538
36|8,12|36.8,0.6595744681
12|37.5,8|,0.303030303
12|37.5,37|12,0.696969697
12|36.12.36,36|12.36,0.237388724
12|36.12.36,25|12.36,0.0445103858
12|36.12.36,37|12,0.6735905045
12|36.12.36,9|,0.0445103858
12|31,7|12.31,0.3846153846
12|31,36|12,0.0680473373
12|31,29|12.31,1
12|31,1|12,0.0414201183
12|31,37|12,0.2781065089
12|31,25|,0.1360946746
12|31,18|12.31,0.2419354839
12|4,37|12,1
6|20,36|6,0.1232876712
6|20,37|6,0.4315068493
6|20,12|6,0.1712328767
6|20,25|6,0.102739726
6|20,19|6,0.1712328767
34|28.22.25,37|34,1
2|33,26|2,1
12|3,24|12,1
1|12.29,37|1,1
12|8,25|,0.1235955056
12|8,36|12,0.1348314607
12|8,37|12,0.7415730337
27|12,37|27,1
11|36,37|11,1
12|37.28,25|12.37,0.1327433628
12|37.28,37|12,0.8672566372
33|2.12,26|33,1
4|,10|4,1
4|,36|4,1
4|,25|4,0.7179487179
4|,37|4,1
4|,30|4,1
4|,12|4,1
33|26.2.25,37|33,1
12|36.25,13|,0.0659898477
12|36.25,36|12.36,0.1573604061
12|36.25,25|12.36,0.0609137056
12|36.25,37|12,0.7157360406
21|36,37|21,1
12|36.29,37|12,1
12|37.8,36|12,0.1169491525
12|37.8,8|,0.1610169492
12|37.8,37|12,0.6508474576
12|37.8,9|,0.0186440678
12|37.8,18|,0.0186440678
12|37.8,25|12.37,0.0338983051
37|12.27,12|37.12.27,0.5172413793
1|25,37|1,0.5897435897
1|25,29|1,0.4102564103
19|12.37.25,20|19,1
25|7,12|25,0.1463414634
25|7,36|25,0.2195121951
25|7,37|25,0.6341463415
12|0,21|12,0.2950819672
12|0,37|12,0.7049180328
12|34.28,37|12,1
32|25,17|32.25,0.7916666667
34|,25|34,0.1666666667
34|,22|34,1
34|,28|34,0.4285714286
34|,36|34,0.3015873016
34|,37|34,1
34|,12|34,0.2702702703
27|24.12,37|27,1
12|37.12.21,37|12,1
12|36.17,37|12,1
29|12.37.25,1|29,1
37|10,12|37.10,0.7872340426
3|,36|3,1
3|,24|3,0.8305785124
3|,37|3,1
3|,25|3,1
3|,12|3,1
3|,27|,0.1659836066
12|6,37|12.6,1
33|,25|33,1
33|,2|33,1
33|,12|33,0.1587301587
33|,26|33,0.5833333333
33|,36|33,1
33|,37|33,1
7|12.31,18|7,0.3076923077
7|12.31,37|7,0.3846153846
7|12.31,25|7,0.3076923077
16|23,37|16,1
26|2.25,33|26.2.25,1
25|12.37,34|25,0.0455097087
25|12.37,18|25,0.0109223301
25|12.37,33|,0.0109223301
25|12.37,37|25,0.2463592233
25|12.37,3|25,0.0358009709
25|12.37,30|,0.0078883495
25|12.37,16|25,0.0066747573
25|12.37,8|25,0.010315534
25|12.37,22|25,0.0175970874
25|12.37,9|,0.0060679612
25|12.37,31|25,0.0109223301
25|12.37,10|25,0.0297330097
25|12.37,19|25,0.0200242718
25|12.37,29|25,0.0345873786
25|12.37,13|,0.0266990291
25|12.37,20|25,0.0248786408
25|12.37,17|25,0.0200242718
25|12.37,11|25.12.37,1
25|12.37,26|25,0.0091019417
25|12.37,15|25,0.0303398058
25|12.37,4|,0.0066747573
25|12.37,36|25,0.0983009709
25|12.37,6|25,0.0127427184
25|12.37,1|25,0.0133495146
25|12.37,23|25,0.0194174757
25|12.37,12|25,0.1298543689
25|12.37,0|25,0.0297330097
25|12.37,2|25,0.0382281553
25|12.37,32|25,0.0339805825
25|13,11|25,0.3703703704
25|13,37|25,0.6296296296
29|1,36|29,0.2131147541
29|1,37|,0.606557377
29|1,12|29,0.1803278689
36|29,1|36,0.1818181818
36|29,12|36.29,1
12|36.13,37|12,1
11|13,37|11,0.3536585366
11|13,12|11,0.2195121951
11|13,36|11,0.1036585366
11|13,25|11,0.3231707317
37|9,12|37.9,0.0238970588
12|36.16,37|12,1
12|34,25|,0.1486486486
12|34,37|12,0.5810810811
12|34,22|12.34,1
20|25,6|20.25,0.3611111111
12|16,37|12,1
28|12,34|28,0.303030303
28|12,37|28,0.3333333333
28|12,22|28,0.3636363636
16|36,37|16,1
13|,25|13,0.6296296296
13|,18|,0.018121911
13|,36|13,1
13|,12|13,0.4838709677
13|,37|13,1
13|,11|13,0.2195121951
12|37.12.27,10|,0.4827586207
12|37.12.27,37|12,0.5172413793
17|,36|17,1
17|,25|17,0.3052631579
17|,37|17,1
17|,12|17,0.8552631579
17|,32|17,0.1875
34|28,25|34,0.2222222222
34|28,12|34.28,1
34|28,36|34,0.1
34|28,37|34,0.45
20|36,6|20,1
12|36.21,37|12,1
31|12,37|,0.2039215686
31|12,18|31,0.0549019608
31|12,29|31,0.0254901961
31|12,36|31,0.068627451
31|12,7|,0.0254901961
31|12,25|,0.0352941176
31|12,12|31.12,0.0551724138
8|36,37|8,1
25|12.37.25,12|25,0.2666666667
25|12.37.25,36|25,0.2888888889
25|12.37.25,37|25,0.4444444444
3|12,27|3.12,1
3|12,12|3,0.0819672131
3|12,37|3,0.0950819672
3|12,25|3,0.0491803279
3|12,24|3,0.5639344262
3|12,36|3,0.0491803279
12|37.34,2|12,0.0933333333
12|37.34,37|12,0.6933333333
12|37.34,25|12.37,0.1
12|37.34,22|12,0.1133333333
16|12,37|16,0.6363636364
16|12,5|16,0.3636363636
6|19.12,20|6,1
12|32,17|12,0.2962962963
12|32,37|12,0.7037037037
30|4,10|30,1
37|12,12|37.12,0.0012784318
19|9,20|19,1
21|15.36,37|21,1
18|36,37|18,1
36|21,12|36.21,1
12|36.33,37|12,1
5|,16|,0.6052631579
5|,23|,0.1085526316
5|,12|,0.0723684211
5|,37|5,1
5|,36|,0.0526315789
25|17,12|25.17,1
25|17,37|25.17,1
25|17,36|25,0.1473684211
12|10,37|12,1
15|12.37.25,0|15,1
12|37.2,37|12,1
12|31.12,7|12.31,0.1413793103
12|31.12,25|12.31.12,1
12|31.12,36|12,0.0551724138
12|31.12,29|12.31,0.1103448276
12|31.12,1|12,0.0448275862
12|31.12,37|12,0.2793103448
12|31.12,18|12.31,0.2344827586
18|12.36,37|18,0.5833333333
18|12.36,36|18,0.4166666667
15|12.36,37|15,0.56
15|12.36,0|15,0.44
26|12,37|26,0.223880597
26|12,12|26,0.1641791045
26|12,2|26,0.2686567164
26|12,33|26.12,1
36|15,12|36,0.6829268293
36|15,0|36.15,1
12|37.12.1,37|12,1
12|36.4,37|12,1
12|36.7,37|12,1
37|32,12|37.32,0.8602150538
3|24.12,27|,1
34|25,22|34,0.3978494624
34|25,36|34,0.1075268817
34|25,12|34,0.1290322581
34|25,28|34,0.1290322581
34|25,37|34,0.2365591398
12|21,37|12.21,1
5|16,23|5.16,1
37|25,12|37.25,0.0132450331
37|34,12|37.34,0.1133333333
17|32.25,12|17,0.2083333333
17|32.25,37|17,0.7916666667
1|12,37|1,0.3876404494
1|12,36|1,0.1629213483
1|12,29|1,0.2696629213
1|12,25|1.12,1
1|12,12|1,0.1011235955
12|13,36|12,0.1290322581
12|13,11|12,0.1827956989
12|13,37|12,0.4838709677
12|13,25|12.13,1
23|36,5|23,1
0|15,21|,0.8691099476
0|15,12|0,0.057591623
0|15,36|0,0.0732984293
31|12.36,37|,0.3333333333
31|12.36,12|31.12.36,1
37|12.17,12|37.12.17,1
12|20,37|12,1
13|11.12,37|13,1
37|12.1,12|37.12.1,1
0|21,37|0,0.7291666667
0|21,12|0,0.2708333333
37|12.6,12|37.12.6,0.2631578947
37|17,12|37.17,0.93125
36|24.3,27|36,1
0|36.15,21|,1
28|,34|28,0.2277777778
28|,22|28,1
28|,37|28,1
28|,36|28,1
28|,12|28,1
12|36.31,37|12,1
19|36,37|19,1
25|,22|25,1
25|,18|25,1
25|,33|,0.0078101532
25|,21|,0.0033042956
25|,37|25,1
25|,3|25,1
25|,30|,0.0078101532
25|,24|,0.0069089817
25|,11|25,0.3913043478
25|,16|25,1
25|,8|25,1
25|,34|25,0.1290322581
25|,9|,0.0036046861
25|,31|25,1
25|,19|25,1
25|,28|,0.0048062481
25|,13|,0.019525383
25|,20|25,1
25|,7|,0.0057074196
25|,15|25,0.7380952381
25|,26|25,1
25|,6|25,1
25|,4|,0.0054070291
25|,36|25,0.9615384615
25|,10|25,1
25|,17|25,1
25|,29|25,0.2467532468
25|,5|,0.0030039051
25|,1|25,0.5897435897
25|,23|25,1
25|,12|25,0.029925187
25|,0|25,0.2352941176
25|,2|25,1
25|,32|25,1
2|36,26|2,1
36|,6|36,1
36|,17|36,1
36|,10|36,1
36|,33|,0.0043298563
36|,31|,0.0027553631
36|,30|,0.0041330447
36|,19|36,1
36|,3|,0.0068884078
36|,24|,0.0047234796
36|,18|36,1
36|,16|36,1
36|,28|,0.0023617398
36|,13|36,1
36|,20|36,1
36|,8|36,1
36|,22|36,0.6666666667
36|,7|,0.0053139146
36|,11|36,1
36|,32|36,1
36|,2|36,1
36|,4|,0.0043298563
36|,0|,0.0096437709
36|,23|36,1
36|,1|36,1
36|,25|36,0.1830985915
36|,21|36,1
36|,29|36,0.3846153846
36|,12|36,0.0162395331
36|,9|36,1
36|,27|36,1
36|,34|,0.0031489864
36|,26|36,1
36|,15|36,0.5208333333
37|,15|,0.0004245793
37|,5|,0.0005789717
37|,3|,0.0005403736
37|,8|,0.0004245793
37|,25|,0.0004631774
37|,16|37,1
37|,32|,0.0003859812
37|,12|37,0.0014586454
21|15.12,0|21,0.6862745098
21|15.12,37|21,0.3137254902
25|11.12,37|25,1
25|4,12|25,0.2820512821
25|4,37|25,0.7179487179
28|34,37|28,0.5714285714
28|34,22|28,0.4285714286
5|23,37|5,0.09375
5|23,16|,0.90625
11|25.12.37,13|11.25,1
20|12.19,6|20.12,1
18|31,7|18,1
