student_assignment_grade,struc0,struc1,struc2,struc3
student13_Prompt6_1.0,0,0,0,5
student13_Prompt8_1.0,3,1,0,15
student13_Integration3_1.0,8,6,6,24
student13_Prompt7_1.0,2,1,0,6
student13_Prompt2_1.0,1,1,3,10
student14_Integration3_1.0,7,6,8,29
student14_Prompt5_1.0,2,0,0,9
student14_Prompt8_1.0,4,3,4,15
student14_Capstone_1.0,3,2,4,10
student14_Prompt11_1.0,2,1,8,9
student14_Prompt2_1.0,1,0,2,5
student15_Prompt9_1.0,1,0,4,15
student15_Prompt3_1.0,1,1,0,9
student15_Prompt4_1.0,2,2,1,11
student15_Prompt10_1.0,3,2,2,20
student15_Prompt5_1.0,0,0,0,5
student15_Capstone_0.9,1,1,5,7
student15_Prompt6_1.0,2,0,0,7
student15_Prompt8_1.0,1,3,4,14
student15_Integration3_1.0,3,3,2,29
student15_Prompt7_1.0,4,2,0,15
student16_Prompt9_1.0,1,0,1,9
student16_Prompt6_1.0,0,0,0,2
student16_Prompt4_1.0,1,1,1,8
student16_Prompt5_1.0,2,1,1,13
student16_Prompt3_1.0,1,1,0,8
student16_Integration3_1.0,2,3,4,30
student16_Prompt7_1.0,5,1,1,15
student16_Prompt2_0.5,3,1,6,21
student17_Prompt9_1.0,0,3,3,24
student17_Prompt3_1.0,2,2,4,19
student17_Prompt4_1.0,3,2,2,10
student17_Prompt10_1.0,4,3,6,26
student17_Capstone_1.0,2,5,15,17
student17_Prompt8_1.0,1,4,8,16
student17_Integration3_1.0,3,8,6,37
student17_Prompt7_1.0,7,4,2,16
student17_Prompt2_1.0,4,4,16,31
student18_Prompt9_1.0,2,0,1,9
student18_Prompt3_1.0,1,1,2,10
student18_Prompt4_1.0,0,3,0,10
student18_Prompt10_1.0,3,2,1,11
student18_Capstone_1.0,2,4,6,13
student18_Prompt8_1.0,0,1,1,10
student18_Integration3_1.0,8,7,9,25
student18_Prompt11_1.0,1,2,3,7
student18_Prompt7_1.0,3,0,3,8
student18_Prompt2_1.0,1,1,1,9
student19_Prompt9_1.0,4,2,3,10
student19_Prompt3_1.0,1,0,1,7
student19_Prompt4_1.0,2,4,2,12
student19_Prompt10_1.0,5,4,5,13
student19_Prompt5_1.0,2,1,0,9
student19_Capstone_1.0,4,5,9,19
student19_Prompt6_1.0,2,1,1,6
student19_Prompt8_1.0,0,2,2,10
student19_Integration3_1.0,2,3,1,15
student19_Prompt7_1.0,1,2,1,10
student19_Prompt2_1.0,5,5,8,24
student20_Prompt3_1.0,1,0,0,5
student20_Prompt4_1.0,1,1,0,9
student20_Prompt10_1.0,7,3,2,15
student20_Prompt5_1.0,3,3,0,18
student20_Capstone_1.0,0,0,0,6
student20_Prompt6_1.0,1,0,0,5
student20_Prompt8_1.0,2,2,2,11
student20_Integration3_0.9,1,4,4,21
student20_Prompt11_0.5,2,3,4,9
student20_Prompt7_1.0,4,0,1,14
student20_Prompt2_1.0,0,0,0,2
student21_Prompt9_1.0,8,3,6,27
student21_Prompt3_1.0,0,0,0,5
student21_Prompt4_1.0,2,2,0,16
student21_Prompt10_1.0,6,2,3,20
student21_Prompt5_1.0,2,2,0,10
student21_Capstone_1.0,5,5,17,22
student21_Prompt6_1.0,3,4,4,15
student21_Prompt8_1.0,1,2,4,16
student21_Integration3_1.0,1,2,2,18
student21_Prompt7_1.0,3,0,3,13
student21_Prompt2_1.0,6,3,5,22
student22_Prompt9_1.0,0,0,0,3
student22_Prompt3_1.0,0,0,0,2
student22_Prompt4_1.0,0,0,0,3
student22_Prompt10_1.0,0,0,0,2
student22_Prompt5_1.0,0,0,0,2
student22_Capstone_0.9,1,1,3,8
student22_Prompt6_1.0,1,1,1,14
student22_Prompt8_1.0,4,2,3,13
student22_Integration3_0.9,0,0,0,2
student22_Prompt7_1.0,0,0,0,4
student22_Prompt2_1.0,3,1,7,16
student23_Prompt9_1.0,3,3,4,18
student23_Prompt3_1.0,2,0,0,7
student23_Prompt4_1.0,0,0,0,5
student23_Prompt10_1.0,1,1,1,6
student23_Prompt5_1.0,3,2,0,13
student23_Capstone_1.0,3,5,6,25
student23_Prompt6_1.0,0,0,0,4
student23_Prompt8_1.0,0,0,0,4
student23_Integration3_1.0,2,1,5,19
student23_Prompt7_1.0,3,1,3,14
student24_Prompt9_1.0,1,0,1,9
student24_Prompt6_1.0,0,0,2,4
student24_Prompt4_1.0,2,3,1,10
student24_Capstone_1.0,5,5,12,21
student24_Prompt5_1.0,3,0,0,9
student24_Prompt3_1.0,0,0,0,5
student24_Integration3_1.0,2,4,6,17
student24_Prompt7_1.0,3,1,1,9
student24_Prompt2_1.0,2,5,6,15
student25_Prompt9_1.0,6,4,2,30
student25_Prompt6_1.0,3,2,2,13
student25_Prompt4_1.0,2,1,1,16
student25_Prompt10_1.0,1,0,1,6
student25_Prompt5_1.0,1,1,1,9
student25_Capstone_1.0,3,3,1,22
student25_Prompt8_1.0,1,2,2,12
student25_Integration3_1.0,0,0,2,14
student25_Prompt7_1.0,3,0,1,13
student26_Prompt9_1.0,1,2,1,8
student26_Prompt3_1.0,0,0,0,2
student26_Prompt4_1.0,2,3,0,9
student26_Prompt10_1.0,2,3,1,10
student26_Prompt5_1.0,2,2,1,12
student26_Capstone_1.0,4,4,10,23
student26_Prompt8_1.0,3,2,0,9
student26_Integration3_1.0,2,0,0,6
student26_Prompt11_1.0,4,1,2,7
student26_Prompt7_1.0,0,0,2,7
student26_Prompt2_1.0,1,1,3,7
student27_Prompt6_1.0,0,0,0,6
student27_Prompt10_1.0,1,1,2,11
student27_Prompt3_1.0,1,0,0,9
student27_Capstone_1.0,5,3,11,20
student27_Prompt11_1.0,4,2,2,9
student27_Prompt2_1.0,0,0,0,4
student28_Prompt3_1.0,0,0,0,2
student28_Prompt4_1.0,0,0,0,2
student28_Capstone_1.0,5,4,8,17
student28_Prompt5_1.0,5,6,2,11
student28_Prompt8_1.0,3,2,0,8
student28_Integration3_1.0,5,8,3,24
student28_Prompt2_1.0,1,1,3,11
student29_Prompt9_1.0,0,1,0,10
student29_Prompt4_1.0,0,0,0,4
student29_Prompt5_1.0,2,2,2,17
student29_Prompt8_1.0,4,2,4,15
student29_Capstone_1.0,3,3,7,21
student29_Prompt11_1.0,0,0,0,5
student29_Prompt7_1.0,0,0,0,7
student29_Prompt2_1.0,0,0,1,3
student30_Prompt6_1.0,2,0,0,10
student30_Prompt4_1.0,1,1,1,11
student30_Prompt10_1.0,1,1,1,8
student30_Prompt5_1.0,1,2,6,19
student30_Capstone_1.0,5,3,9,25
student30_Prompt8_1.0,0,1,2,12
student30_Integration3_0.9,2,4,2,11
student31_Prompt9_1.0,8,3,6,20
student31_Prompt6_1.0,0,0,0,5
student31_Prompt7_1.0,3,1,1,11
student31_Prompt10_1.0,6,6,4,21
student31_Prompt5_1.0,4,3,0,14
student31_Capstone_1.0,2,5,15,29
student31_Prompt3_1.0,0,0,2,6
student31_Integration3_0.9,5,6,8,32
student31_Prompt11_1.0,2,0,3,5
student31_Prompt2_1.0,5,3,4,12
student32_Prompt9_1.0,3,0,1,9
student32_Prompt3_1.0,3,3,4,17
student32_Prompt4_1.0,5,4,7,27
student32_Prompt10_1.0,2,1,3,8
student32_Prompt5_1.0,2,0,1,11
student32_Prompt8_1.0,0,1,1,7
student32_Integration3_1.0,3,3,8,28
student32_Prompt7_1.0,3,1,4,11
student33_Prompt9_1.0,4,5,2,12
student33_Prompt3_1.0,2,1,1,15
student33_Prompt4_1.0,0,0,0,11
student33_Prompt10_1.0,3,3,1,12
student33_Prompt5_1.0,0,0,0,3
student33_Capstone_0.9,6,5,9,23
student33_Prompt8_1.0,3,2,0,10
student33_Integration3_1.0,4,7,1,34
student33_Prompt7_1.0,0,1,0,16
student33_Prompt2_1.0,4,5,8,19
student34_Prompt9_1.0,4,2,2,15
student34_Prompt3_1.0,0,0,0,2
student34_Prompt4_1.0,5,5,2,19
student34_Prompt10_1.0,1,1,3,6
student34_Prompt5_1.0,0,4,1,7
student34_Capstone_0.9,3,4,9,21
student34_Prompt6_1.0,2,0,0,9
student34_Prompt8_1.0,3,2,0,9
student34_Integration3_1.0,4,3,3,27
student34_Prompt2_1.0,2,3,5,16
student35_Prompt3_1.0,1,0,0,8
student35_Prompt4_1.0,2,1,0,10
student35_Prompt10_1.0,3,2,1,11
student35_Prompt5_1.0,1,1,0,9
student35_Capstone_1.0,3,4,10,20
student35_Prompt6_1.0,1,0,0,5
student35_Prompt8_1.0,0,1,1,8
student35_Integration3_1.0,5,7,6,34
student35_Prompt7_1.0,3,0,1,9
student35_Prompt2_1.0,1,0,2,5
student36_Prompt3_1.0,1,0,0,5
student36_Prompt7_1.0,4,1,2,12
student36_Prompt10_1.0,5,2,3,20
student36_Prompt5_1.0,2,2,2,15
student36_Capstone_0.9,6,6,12,21
student36_Prompt6_1.0,0,0,0,3
student36_Prompt8_1.0,3,3,1,10
student36_Integration3_1.0,4,4,1,25
student36_Prompt2_1.0,0,0,0,2
student37_Prompt9_1.0,7,4,11,22
student37_Prompt3_1.0,2,2,0,12
student37_Prompt4_1.0,2,2,4,10
student37_Prompt10_1.0,0,0,0,2
student37_Prompt5_1.0,1,2,3,10
student37_Prompt6_1.0,1,0,1,6
student37_Prompt8_1.0,4,3,5,19
student37_Prompt11_1.0,3,4,5,11
student37_Prompt7_1.0,2,2,2,13
student37_Prompt2_1.0,1,1,5,10
student38_Prompt9_1.0,4,1,1,14
student38_Prompt3_1.0,1,0,0,7
student38_Prompt4_1.0,1,2,1,14
student38_Capstone_1.0,1,1,3,9
student38_Prompt8_1.0,0,0,1,8
student38_Integration3_1.0,4,4,4,44
student38_Prompt11_1.0,5,2,4,14
student38_Prompt7_1.0,5,1,1,16
student38_Prompt2_1.0,0,0,0,8
student39_Prompt9_1.0,5,4,7,22
student39_Prompt3_1.0,6,2,3,17
student39_Capstone_1.0,6,5,14,32
student39_Prompt10_1.0,1,1,1,14
student39_Prompt5_1.0,2,1,1,9
student39_Prompt6_1.0,2,0,1,9
student39_Prompt8_1.0,5,2,2,14
student39_Integration3_1.0,4,6,5,40
student39_Prompt11_1.0,6,3,2,12
student39_Prompt2_1.0,2,1,3,8
student40_Prompt9_1.0,3,4,7,26
student40_Prompt3_1.0,1,0,3,20
student40_Prompt4_1.0,3,3,13,38
student40_Prompt10_1.0,1,2,1,10
student40_Prompt5_1.0,3,1,4,18
student40_Prompt6_1.0,1,1,4,28
student40_Prompt8_1.0,1,0,1,13
student40_Integration3_1.0,0,6,7,43
student40_Prompt11_1.0,2,3,4,20
student40_Prompt7_1.0,4,3,3,18
student40_Prompt2_1.0,2,0,1,5
student41_Prompt9_1.0,2,1,2,10
student41_Prompt3_1.0,0,0,0,2
student41_Prompt7_1.0,6,1,1,15
student41_Prompt10_1.0,1,1,1,7
student41_Prompt6_1.0,1,0,0,5
student41_Prompt8_1.0,0,1,1,6
student41_Capstone_1.0,1,1,3,10
student41_Prompt11_1.0,2,3,2,6
student41_Prompt2_1.0,1,0,1,4
student42_Prompt9_1.0,0,0,1,5
student42_Prompt6_1.0,2,1,1,7
student42_Prompt4_1.0,0,0,0,5
student42_Capstone_1.0,7,5,13,24
student42_Prompt5_1.0,2,1,0,8
student42_Prompt3_1.0,1,3,2,12
student42_Integration3_0.9,1,4,5,29
student42_Prompt7_1.0,2,1,1,9
student43_Prompt9_1.0,5,2,7,20
student43_Prompt3_1.0,1,1,0,9
student43_Prompt4_1.0,3,3,4,22
student43_Prompt10_1.0,2,2,4,12
student43_Prompt5_1.0,3,3,6,20
student43_Prompt6_1.0,2,1,2,9
student43_Prompt8_1.0,2,3,5,19
student43_Capstone_1.0,5,6,14,26
student43_Prompt11_1.0,0,1,1,7
student43_Prompt7_1.0,4,1,2,8
student43_Prompt2_1.0,1,1,3,7
student44_Prompt3_1.0,0,0,0,2
student44_Prompt4_1.0,4,3,1,22
student44_Prompt10_1.0,0,0,0,7
student44_Prompt5_1.0,0,0,0,6
student44_Capstone_1.0,2,2,2,7
student44_Prompt8_0.9,1,0,1,8
student44_Integration3_1.0,3,4,1,25
student44_Prompt7_0.9,3,1,2,11
student44_Prompt2_1.0,0,1,6,19
student45_Prompt9_1.0,4,0,4,19
student45_Prompt3_1.0,2,1,3,15
student45_Prompt4_1.0,0,0,1,13
student45_Prompt10_1.0,2,2,5,10
student45_Capstone_1.0,8,4,9,32
student45_Prompt6_1.0,2,0,0,11
student45_Prompt8_1.0,3,4,3,23
student45_Integration3_1.0,3,9,7,44
student45_Prompt7_1.0,2,1,0,10
student45_Prompt2_1.0,3,3,7,24
student46_Prompt6_1.0,3,3,2,14
student46_Prompt4_1.0,2,1,1,12
student46_Prompt10_1.0,3,2,3,10
student46_Prompt5_1.0,1,1,2,19
student46_Capstone_1.0,2,2,5,21
student46_Prompt8_1.0,1,1,1,6
student46_Integration3_0.9,2,3,4,18
student46_Prompt11_1.0,1,1,5,13
student46_Prompt2_1.0,3,4,7,17
student47_Prompt9_1.0,4,4,3,17
student47_Prompt6_1.0,2,1,1,7
student47_Prompt4_1.0,2,1,0,10
student47_Prompt10_1.0,2,1,2,8
student47_Prompt5_1.0,3,1,3,15
student47_Prompt8_1.0,3,0,1,12
student47_Integration3_1.0,1,1,3,13
student47_Prompt11_1.0,0,0,2,4
student47_Prompt2_0.0,4,5,10,28
student48_Prompt9_1.0,2,0,1,9
student48_Prompt3_1.0,0,0,0,2
student48_Prompt4_1.0,4,1,3,19
student48_Prompt10_1.0,1,1,1,8
student48_Prompt5_1.0,0,0,0,7
student48_Prompt6_1.0,4,1,2,16
student48_Prompt8_1.0,0,1,1,9
student48_Prompt7_1.0,4,4,3,17
student48_Prompt2_1.0,2,3,4,15
student49_Prompt3_1.0,2,1,2,8
student49_Prompt4_1.0,3,1,0,12
student49_Prompt10_1.0,5,2,3,15
student49_Prompt5_0.5,3,2,1,16
student49_Capstone_0.9,1,1,3,7
student49_Prompt6_1.0,0,0,0,3
student49_Prompt8_1.0,4,1,3,11
student49_Integration3_0.9,2,7,3,17
student49_Prompt7_1.0,3,3,3,12
student50_Prompt9_1.0,1,2,1,7
student50_Prompt3_1.0,0,0,0,2
student50_Prompt4_1.0,3,1,0,9
student50_Prompt10_1.0,1,2,0,9
student50_Prompt5_1.0,2,3,1,14
student50_Capstone_1.0,3,3,7,10
student50_Prompt6_1.0,1,1,3,7
student50_Prompt8_1.0,0,0,0,2
student50_Integration3_1.0,1,1,2,10
student50_Prompt11_1.0,2,1,1,7
student50_Prompt2_1.0,1,1,2,7
student51_Prompt9_1.0,3,1,2,12
student51_Prompt6_1.0,3,1,1,10
student51_Prompt4_1.0,3,1,1,12
student51_Prompt10_1.0,0,0,1,7
student51_Prompt5_1.0,1,0,1,5
student51_Prompt3_1.0,1,2,3,13
student51_Integration3_1.0,0,1,0,15
student51_Prompt7_1.0,2,0,1,4
student51_Prompt2_1.0,4,4,8,26
student52_Prompt9_1.0,1,2,1,10
student52_Prompt3_1.0,3,2,5,19
student52_Prompt4_1.0,2,4,5,15
student52_Prompt6_1.0,0,0,0,5
student52_Prompt8_1.0,1,2,2,9
student52_Capstone_1.0,2,6,10,31
student52_Prompt7_1.0,3,1,3,7
student52_Prompt2_1.0,3,3,4,7
student53_Prompt9_1.0,4,2,5,13
student53_Prompt6_1.0,2,0,0,9
student53_Prompt4_1.0,2,2,4,17
student53_Prompt8_1.0,3,0,2,17
student53_Integration3_1.0,1,5,8,21
student53_Prompt11_1.0,1,5,7,17
student53_Prompt2_1.0,2,0,12,23
student54_Prompt9_0.8,1,1,1,8
student54_Prompt4_1.0,1,2,0,6
student54_Prompt10_0.9,0,0,0,5
student54_Prompt5_1.0,3,1,1,10
student54_Prompt8_0.8,2,1,1,8
student54_Integration3_1.0,2,4,2,20
student55_Prompt9_1.0,2,1,11,27
student55_Prompt3_1.0,5,4,7,48
student55_Prompt4_1.0,0,4,1,10
student55_Prompt10_1.0,0,0,0,6
student55_Prompt5_0.5,2,2,7,29
student55_Capstone_0.9,1,1,12,20
student55_Prompt6_1.0,2,0,0,10
student55_Prompt8_1.0,1,2,6,16
student55_Integration3_1.0,0,0,0,2
student55_Prompt11_1.0,5,7,2,17
student55_Prompt2_1.0,1,1,3,7
student56_Prompt9_1.0,0,0,0,3
student56_Prompt3_1.0,0,0,0,2
student56_Prompt4_1.0,5,4,1,11
student56_Prompt5_1.0,3,3,1,11
student56_Prompt8_1.0,4,1,1,8
student56_Integration3_0.9,0,0,0,5
student56_Prompt7_1.0,8,6,3,26
student57_Prompt9_1.0,6,3,8,21
student57_Prompt3_1.0,0,0,0,2
student57_Prompt4_1.0,1,1,0,6
student57_Prompt10_1.0,0,0,0,2
student57_Prompt5_1.0,1,1,0,9
student57_Capstone_1.0,3,4,6,12
student57_Prompt8_1.0,9,3,2,23
student57_Integration3_1.0,1,4,4,27
student57_Prompt7_1.0,3,1,0,10
student57_Prompt2_1.0,0,0,0,2
student58_Prompt9_1.0,3,3,6,17
student58_Prompt3_1.0,2,2,1,16
student58_Prompt7_1.0,3,0,0,6
student58_Prompt10_1.0,1,2,4,6
student58_Capstone_1.0,1,1,3,9
student58_Prompt6_1.0,3,4,2,32
student58_Prompt8_1.0,0,2,1,10
student58_Integration3_1.0,0,0,0,2
student58_Prompt11_1.0,1,0,1,4
student58_Prompt2_1.0,0,0,3,9
student59_Prompt9_1.0,2,3,3,25
student59_Prompt6_1.0,0,0,2,8
student59_Prompt4_1.0,0,1,2,18
student59_Prompt10_1.0,0,0,0,2
student59_Prompt5_1.0,1,1,2,13
student59_Prompt3_1.0,1,0,0,9
student59_Capstone_0.9,4,4,10,29
student59_Prompt11_1.0,0,0,0,6
student59_Prompt7_1.0,5,1,1,18
student59_Prompt2_1.0,1,2,6,20
student60_Prompt3_1.0,0,0,0,2
student60_Prompt4_1.0,5,3,2,21
student60_Capstone_0.9,4,4,4,12
student60_Prompt5_1.0,2,1,0,9
student60_Prompt6_1.0,1,0,0,5
student60_Prompt8_1.0,0,1,3,7
student60_Integration3_1.0,1,2,2,18
student60_Prompt7_1.0,2,0,1,9
student60_Prompt2_1.0,0,0,0,2
student61_Prompt9_1.0,3,2,2,16
student61_Prompt3_1.0,0,0,0,10
student61_Prompt4_1.0,2,1,3,20
student61_Prompt10_1.0,2,1,1,11
student61_Prompt5_1.0,2,2,3,12
student61_Capstone_1.0,1,1,7,14
student61_Prompt8_1.0,1,1,1,7
student61_Integration3_1.0,4,6,9,23
student61_Prompt7_1.0,4,2,2,13
student61_Prompt2_1.0,0,0,0,2
student62_Prompt9_1.0,2,2,1,11
student62_Prompt6_1.0,2,1,0,16
student62_Prompt10_1.0,1,1,1,8
student62_Prompt3_1.0,0,0,0,2
student62_Capstone_1.0,1,2,6,11
student62_Prompt2_1.0,3,2,8,19
student63_Prompt9_1.0,2,0,1,9
student63_Prompt6_1.0,3,0,3,12
student63_Prompt4_1.0,0,0,1,13
student63_Prompt10_1.0,1,1,1,7
student63_Prompt5_1.0,4,4,1,17
student63_Capstone_1.0,4,4,16,34
student63_Prompt8_1.0,0,1,1,8
student63_Integration3_0.9,0,1,0,13
student64_Prompt9_1.0,0,0,0,6
student64_Prompt3_1.0,3,1,2,15
student64_Prompt7_1.0,3,0,1,10
student64_Prompt10_1.0,3,3,1,12
student64_Prompt6_1.0,2,2,0,23
student64_Prompt8_1.0,1,1,1,6
student64_Capstone_0.0,1,1,3,8
student64_Prompt11_1.0,0,1,0,4
student65_Prompt9_1.0,2,1,3,11
student65_Prompt3_1.0,2,1,3,9
student65_Prompt4_1.0,3,5,5,16
student65_Prompt10_1.0,1,1,2,16
student65_Prompt5_1.0,2,0,1,8
student65_Prompt6_1.0,2,1,1,6
student65_Prompt8_1.0,0,1,1,11
student65_Integration3_1.0,0,1,0,15
student65_Prompt11_1.0,4,1,3,13
student65_Prompt7_1.0,3,3,1,11
student66_Prompt8_1.0,4,1,1,8
student66_Capstone_0.9,5,4,4,14
student66_Integration3_0.9,7,8,2,21
student66_Prompt5_1.0,3,3,1,12
student66_Prompt2_1.0,2,2,5,12
student67_Prompt9_1.0,0,1,2,17
student67_Prompt3_1.0,5,3,3,25
student67_Prompt4_1.0,2,2,2,18
student67_Prompt6_1.0,1,0,1,7
student67_Prompt8_1.0,3,3,4,19
student67_Prompt11_1.0,4,1,3,19
student67_Prompt7_1.0,6,2,0,16
student67_Prompt2_1.0,2,3,5,14
student68_Prompt9_1.0,2,1,2,12
student68_Prompt6_1.0,2,0,0,7
student68_Prompt4_1.0,0,3,1,20
student68_Capstone_1.0,0,0,2,8
student68_Prompt8_1.0,1,1,1,11
student68_Integration3_1.0,3,7,4,26
student69_Prompt9_1.0,2,2,2,12
student69_Prompt4_0.5,1,1,1,11
student69_Prompt10_1.0,10,4,4,24
student69_Prompt5_1.0,1,1,1,11
student69_Capstone_1.0,1,1,3,9
student69_Prompt3_1.0,2,0,0,10
student69_Integration3_1.0,2,1,4,12
student69_Prompt11_1.0,1,2,1,6
student69_Prompt2_1.0,1,0,1,5
student70_Prompt9_1.0,9,6,6,31
student70_Prompt3_1.0,3,1,0,10
student70_Prompt4_1.0,3,2,0,10
student70_Prompt10_1.0,1,1,3,8
student70_Prompt5_1.0,2,1,0,8
student70_Prompt6_1.0,7,2,1,17
student70_Prompt8_1.0,0,0,0,2
student70_Integration3_0.9,0,1,0,11
student70_Prompt11_1.0,0,0,0,4
student70_Prompt7_1.0,0,0,0,4
student71_Prompt9_1.0,0,0,16,44
student71_Prompt3_1.0,0,0,0,3
student71_Prompt4_1.0,0,0,0,27
student71_Prompt10_1.0,0,0,0,30
student71_Prompt5_1.0,2,5,10,59
student71_Prompt6_1.0,1,1,4,76
student71_Prompt8_1.0,0,0,0,25
student71_Integration3_1.0,1,1,1,6
student71_Prompt11_1.0,0,0,0,17
student71_Prompt7_1.0,1,1,3,30
student71_Prompt2_1.0,3,3,1,23
student72_Prompt9_1.0,4,2,2,19
student72_Prompt3_0.0,2,1,2,20
student72_Prompt5_1.0,3,3,3,20
student72_Prompt6_1.0,3,2,3,13
student72_Prompt8_1.0,1,1,1,11
student72_Integration3_1.0,7,4,8,23
student73_Prompt9_1.0,5,2,2,14
student73_Prompt6_1.0,2,0,0,10
student73_Prompt10_1.0,1,1,1,4
student73_Prompt3_1.0,0,0,0,2
student73_Prompt11_1.0,1,2,2,6
student73_Prompt2_1.0,3,4,5,14
student74_Prompt9_1.0,1,0,0,8
student74_Prompt4_1.0,1,2,2,12
student74_Prompt10_1.0,0,0,1,14
student74_Prompt5_1.0,2,0,1,11
student74_Capstone_1.0,5,4,11,16
student74_Prompt8_1.0,6,3,2,17
student74_Integration3_0.9,1,0,5,18
student74_Prompt11_1.0,0,0,0,4
student74_Prompt7_1.0,0,0,0,2
student75_Prompt9_1.0,3,3,3,14
student75_Prompt6_1.0,2,1,1,7
student75_Prompt4_1.0,1,1,0,7
student75_Prompt10_1.0,4,2,2,11
student75_Prompt5_1.0,6,2,0,17
student75_Capstone_1.0,1,1,5,10
student75_Prompt8_1.0,2,2,1,13
student75_Integration3_1.0,0,1,0,9
student75_Prompt7_1.0,3,1,4,13
student75_Prompt2_1.0,2,1,2,11
student76_Prompt9_1.0,1,3,1,11
student76_Prompt3_1.0,0,0,0,4
student76_Prompt4_1.0,3,1,0,10
student76_Prompt5_1.0,2,3,7,15
student76_Prompt6_1.0,6,4,4,28
student76_Prompt8_1.0,0,0,0,4
student76_Prompt7_1.0,0,0,0,4
student76_Prompt2_1.0,0,0,1,13
student77_Prompt9_1.0,0,1,4,8
student77_Prompt3_1.0,0,0,0,2
student77_Prompt4_1.0,3,1,0,9
student77_Prompt10_1.0,2,3,1,13
