student_assignment_grade,struc0,struc1,struc10,struc11,struc12,struc13,struc2,struc3,struc4,struc5,struc6,struc7,struc8,struc9
student4_Prompt5_1.0,3,6,4,0,0,1,1,0,0,1,1,0,0,3
student4_Prompt8_1.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
student4_Capstone_1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
student4_Prompt7_1.0,7,10,17,6,1,1,3,1,1,4,10,1,4,0
student5_Prompt9_1.0,2,3,1,0,1,1,0,0,0,1,0,0,0,1
student5_Prompt3_1.0,6,7,6,1,0,2,0,0,0,1,1,0,0,2
student5_Prompt4_1.0,5,7,5,1,1,2,0,0,1,2,0,1,1,2
student5_Prompt10_1.0,2,1,1,0,1,1,0,0,0,1,0,0,0,1
student5_Prompt5_1.0,6,4,2,2,0,1,1,1,0,2,1,1,0,4
student5_Prompt6_1.0,3,0,2,0,0,1,0,0,0,1,0,0,1,1
student5_Prompt8_1.0,1,1,1,0,0,1,0,0,0,1,0,0,0,1
student5_Capstone_1.0,11,7,16,0,0,1,0,0,0,1,4,3,2,1
student5_Prompt7_1.0,4,1,2,1,1,1,0,0,0,1,1,0,0,1
student5_Prompt2_1.0,5,0,4,2,0,2,0,0,0,1,3,0,1,2
student6_Prompt9_1.0,2,7,3,2,1,1,0,0,1,1,2,0,0,1
student6_Prompt6_1.0,1,1,1,0,0,1,1,0,0,1,0,0,0,2
student6_Prompt7_1.0,7,5,5,0,1,2,1,1,0,3,3,1,1,2
student6_Prompt10_1.0,4,3,5,1,1,1,0,0,0,2,1,0,1,1
student6_Prompt5_1.0,5,5,5,0,0,0,0,1,1,1,3,0,1,2
student6_Prompt3_1.0,3,2,7,0,0,1,1,0,0,1,0,1,1,1
student6_Integration3_1.0,12,8,10,1,0,0,0,0,1,3,4,0,0,2
student6_Prompt2_1.0,4,1,5,4,0,1,2,0,1,2,0,1,1,1
student7_Prompt9_0.9,10,2,8,2,0,0,0,1,0,1,2,0,0,0
student7_Prompt3_1.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
student7_Prompt5_1.0,6,5,4,1,0,2,1,2,3,1,1,0,2,1
student7_Prompt6_0.8,3,2,2,0,0,1,1,0,0,1,0,0,0,0
student7_Prompt8_0.9,2,1,0,0,1,1,0,0,1,2,4,0,0,1
student7_Integration3_1.0,8,2,2,0,0,0,1,1,0,2,0,1,0,0
student7_Prompt2_1.0,4,2,4,1,0,1,1,1,0,2,1,1,1,0
student8_Prompt3_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student8_Prompt7_1.0,3,0,0,0,0,0,0,0,0,2,1,0,0,0
student8_Prompt10_1.0,3,4,2,0,0,0,0,0,0,1,0,0,0,0
student8_Prompt5_1.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
student8_Prompt6_1.0,12,3,5,1,0,0,3,0,1,4,4,0,1,0
student8_Prompt8_1.0,4,2,2,0,1,0,0,0,1,2,2,0,0,0
student8_Integration3_1.0,7,5,4,0,0,0,0,1,1,1,3,0,0,1
student9_Prompt9_1.0,4,2,3,0,1,1,0,0,0,1,0,1,1,1
student9_Prompt4_1.0,5,2,4,0,0,1,0,0,0,1,0,0,2,1
student9_Prompt5_1.0,3,4,3,0,0,1,0,0,0,1,3,0,0,3
student9_Prompt8_1.0,2,2,2,2,1,1,0,1,0,1,0,0,0,1
student9_Capstone_1.0,6,2,9,0,0,0,0,0,1,0,5,1,0,0
student9_Prompt11_0.0,2,1,4,1,0,1,0,0,0,1,2,0,1,1
student9_Prompt7_1.0,7,4,6,0,2,1,0,0,0,2,4,2,1,1
student10_Prompt9_1.0,4,6,5,0,0,1,0,0,0,1,1,0,0,1
student10_Prompt3_1.0,2,2,3,1,0,1,0,0,0,2,0,1,1,1
student10_Prompt10_1.0,5,6,3,0,1,1,1,0,0,2,0,0,1,1
student10_Prompt5_1.0,2,3,2,0,0,1,0,0,0,1,2,0,0,2
student10_Prompt6_1.0,4,4,4,0,0,0,2,0,0,1,2,0,0,0
student10_Prompt8_1.0,5,2,7,2,1,1,0,2,0,1,1,0,0,1
student10_Integration3_1.0,11,5,8,0,0,0,2,3,0,4,2,2,1,1
student10_Prompt2_1.0,11,5,7,3,1,2,1,4,0,1,4,1,2,2
student11_Prompt3_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student11_Prompt7_1.0,5,4,3,1,1,1,0,1,1,2,2,0,0,1
student11_Prompt10_1.0,3,7,2,0,1,1,0,0,0,2,0,0,1,1
student11_Prompt5_1.0,4,5,2,0,0,1,1,1,0,1,3,0,1,1
student11_Capstone_1.0,17,8,21,2,0,0,1,1,0,0,7,3,0,1
student11_Prompt6_1.0,4,2,5,0,0,1,1,0,0,1,3,0,0,1
student11_Prompt8_1.0,2,2,3,2,1,1,0,1,0,1,0,0,0,1
student11_Integration3_1.0,4,1,5,2,0,0,4,2,1,2,1,0,0,0
student12_Prompt9_1.0,8,2,5,0,0,0,0,0,0,1,1,1,0,0
student12_Prompt3_1.0,2,2,5,0,0,0,0,0,0,1,0,0,0,0
student12_Capstone_1.0,9,4,9,0,0,0,1,2,0,2,3,2,1,0
student12_Prompt6_1.0,13,5,9,0,0,0,5,2,1,3,0,3,1,0
student12_Prompt8_1.0,6,2,7,5,0,0,0,1,0,2,5,1,0,0
student12_Integration3_1.0,2,1,1,0,0,0,0,0,0,1,0,0,0,0
student12_Prompt2_1.0,7,3,7,2,1,0,1,1,0,1,0,0,0,0
student13_Prompt3_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student13_Prompt4_1.0,7,9,8,3,0,0,1,0,0,3,0,0,0,0
student13_Prompt10_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student13_Prompt5_1.0,4,2,3,0,0,0,0,1,3,1,0,0,1,0
student13_Capstone_1.0,7,7,5,2,0,0,1,1,0,0,1,1,1,0
student13_Prompt6_1.0,2,1,1,0,0,0,0,0,0,1,0,0,0,0
student13_Prompt8_1.0,6,4,3,0,0,1,1,0,0,1,1,0,1,1
student13_Integration3_1.0,9,6,8,4,1,0,1,3,1,2,5,0,1,3
student13_Prompt7_1.0,2,0,2,0,1,0,0,0,0,1,2,1,0,0
student13_Prompt2_1.0,4,1,5,1,0,1,0,0,0,1,0,0,1,1
student14_Integration3_1.0,15,6,12,1,1,0,1,3,2,3,4,0,0,2
student14_Prompt5_1.0,2,4,1,0,0,0,0,1,0,1,1,0,0,1
student14_Prompt8_1.0,5,4,5,3,1,1,0,2,0,2,2,1,0,0
student14_Capstone_1.0,5,3,7,0,0,0,0,0,0,1,2,1,0,0
student14_Prompt11_1.0,4,4,4,1,0,0,0,0,0,1,4,0,2,0
student14_Prompt2_1.0,1,0,1,1,0,0,2,0,0,2,1,0,0,0
student15_Prompt9_1.0,6,4,2,0,0,1,0,0,0,2,3,0,1,1
student15_Prompt3_1.0,2,2,5,0,0,0,1,0,0,1,0,0,0,0
student15_Prompt4_1.0,4,4,3,1,0,0,0,0,1,2,0,0,1,0
student15_Prompt10_1.0,6,6,5,1,1,1,1,0,0,2,0,1,2,1
student15_Prompt5_1.0,2,1,1,0,0,0,0,0,0,1,0,0,0,0
student15_Capstone_0.9,5,1,6,0,0,0,0,0,0,0,1,1,0,0
student15_Prompt6_1.0,2,0,2,0,0,2,1,0,0,1,0,0,0,1
student15_Prompt8_1.0,4,1,7,3,0,1,0,1,0,1,2,0,1,1
student15_Integration3_1.0,9,6,7,0,0,1,2,2,1,3,3,1,0,2
student15_Prompt7_1.0,6,3,5,0,1,1,0,0,0,2,2,0,0,1
student16_Prompt9_1.0,2,2,2,0,1,1,0,0,0,1,1,0,0,1
student16_Prompt6_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student16_Prompt4_1.0,3,2,2,0,0,1,0,0,1,1,0,0,0,1
student16_Prompt5_1.0,3,4,3,0,0,1,0,0,0,1,2,0,0,3
student16_Prompt3_1.0,3,1,2,0,0,1,0,0,0,1,1,0,0,1
student16_Integration3_1.0,11,4,6,1,0,1,4,2,1,4,1,2,1,1
student16_Prompt7_1.0,5,5,2,0,1,1,1,1,0,1,3,1,0,1
student16_Prompt2_0.5,7,3,6,3,0,2,2,1,0,1,1,2,2,1
student17_Prompt9_1.0,5,6,6,0,1,3,0,0,0,1,2,2,2,2
student17_Prompt3_1.0,5,5,6,0,0,2,0,1,0,1,3,1,1,2
student17_Prompt4_1.0,4,4,1,1,0,1,0,0,2,2,1,0,0,1
student17_Prompt10_1.0,9,7,10,1,1,1,1,0,0,2,2,2,2,1
student17_Capstone_1.0,8,2,13,2,0,0,2,1,0,2,5,2,2,0
student17_Prompt8_1.0,6,5,6,4,0,1,0,1,1,1,3,0,0,1
student17_Integration3_1.0,13,8,12,3,0,0,3,2,2,3,2,3,1,2
student17_Prompt7_1.0,6,4,6,1,1,1,0,0,1,4,4,0,0,1
student17_Prompt2_1.0,14,3,15,5,0,3,2,2,0,1,5,1,1,3
student18_Prompt9_1.0,3,3,2,0,0,0,0,0,0,2,2,0,0,0
student18_Prompt3_1.0,5,3,3,0,0,0,0,0,0,1,2,0,0,0
student18_Prompt4_1.0,5,1,4,0,0,0,0,1,0,1,0,0,1,0
student18_Prompt10_1.0,4,5,3,1,0,0,1,0,0,2,0,0,1,0
student18_Capstone_1.0,4,3,9,2,1,0,0,1,0,1,1,0,2,1
student18_Prompt8_1.0,4,1,3,2,0,0,0,1,0,1,0,0,0,0
student18_Integration3_1.0,9,6,8,5,1,1,2,4,1,5,3,0,2,2
student18_Prompt11_1.0,3,2,3,0,0,1,1,0,0,1,1,0,1,0
student18_Prompt7_1.0,3,0,1,0,1,1,1,0,1,2,4,0,0,0
student18_Prompt2_1.0,4,3,3,1,0,0,0,0,0,1,0,0,0,0
student19_Prompt9_1.0,2,5,4,2,0,0,0,0,1,2,3,0,0,0
student19_Prompt3_1.0,2,1,4,0,0,0,0,0,0,1,1,0,0,0
student19_Prompt4_1.0,5,5,3,2,0,0,0,0,2,2,1,0,0,0
student19_Prompt10_1.0,6,5,7,1,0,0,2,1,0,2,1,1,1,0
student19_Prompt5_1.0,2,5,1,0,0,0,0,1,0,1,1,0,0,1
student19_Capstone_1.0,6,5,14,3,0,1,2,1,0,1,1,0,3,0
student19_Prompt6_1.0,3,1,2,1,0,0,2,0,0,1,0,0,0,0
student19_Prompt8_1.0,3,2,3,3,0,0,0,1,0,1,1,0,0,0
student19_Integration3_1.0,7,4,6,1,0,0,0,0,0,2,1,0,0,0
student19_Prompt7_1.0,2,1,4,0,1,0,0,0,0,1,4,1,0,0
student19_Prompt2_1.0,9,6,10,5,0,2,3,2,0,1,1,1,2,0
student20_Prompt3_1.0,1,1,3,0,0,0,0,0,0,1,0,0,0,0
student20_Prompt4_1.0,5,1,2,0,0,0,0,0,2,1,0,0,0,0
student20_Prompt10_1.0,5,6,7,1,0,1,0,0,0,3,2,0,2,0
student20_Prompt5_1.0,7,6,6,0,0,0,0,1,0,1,1,0,0,2
student20_Capstone_1.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0
student20_Prompt6_1.0,1,1,2,0,0,0,1,0,0,1,0,0,0,0
student20_Prompt8_1.0,6,1,7,1,0,0,0,1,0,1,0,0,0,0
student20_Integration3_0.9,10,5,4,1,0,0,2,2,1,2,1,1,0,1
student20_Prompt11_0.5,4,2,6,0,0,0,1,0,0,1,2,1,1,0
student20_Prompt7_1.0,6,3,3,0,1,0,1,0,1,2,2,0,0,0
student20_Prompt2_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student21_Prompt9_1.0,10,6,13,2,0,2,0,0,0,3,5,1,1,1
student21_Prompt3_1.0,2,1,1,0,0,0,0,0,0,1,0,0,0,0
student21_Prompt4_1.0,5,4,5,0,0,1,0,1,2,1,0,0,1,0
student21_Prompt10_1.0,5,9,7,1,0,1,0,0,0,3,1,2,2,0
student21_Prompt5_1.0,2,4,2,0,0,1,1,0,0,2,1,0,0,1
student21_Capstone_1.0,12,5,22,0,0,0,0,0,0,0,5,5,0,0
student21_Prompt6_1.0,7,2,5,1,0,1,2,1,2,1,3,0,1,0
student21_Prompt8_1.0,4,2,5,4,0,2,0,1,0,1,2,0,0,2
student21_Integration3_1.0,7,3,3,1,0,0,2,1,1,3,1,1,0,0
student21_Prompt7_1.0,4,2,3,0,1,1,1,0,0,2,2,2,1,0
student21_Prompt2_1.0,7,5,11,2,0,2,2,1,2,1,0,1,1,1
student22_Prompt9_1.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
student22_Prompt3_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student22_Prompt4_1.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
student22_Prompt10_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student22_Prompt5_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student22_Capstone_0.9,6,1,4,0,0,0,0,0,0,0,1,1,0,0
student22_Prompt6_1.0,7,1,3,0,0,0,2,0,0,2,0,1,1,0
student22_Prompt8_1.0,7,3,5,0,1,0,0,0,0,2,2,2,0,0
student22_Integration3_0.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student22_Prompt7_1.0,1,0,2,0,0,0,0,0,0,1,0,0,0,0
student22_Prompt2_1.0,11,3,6,2,1,0,0,2,0,1,1,0,0,0
student23_Prompt9_1.0,5,3,5,4,0,1,0,2,1,2,3,1,1,0
student23_Prompt3_1.0,2,2,2,0,0,1,0,0,0,1,0,0,0,1
student23_Prompt4_1.0,2,1,1,0,0,0,0,0,0,1,0,0,0,0
student23_Prompt10_1.0,2,2,1,1,0,0,0,0,0,2,0,0,1,0
student23_Prompt5_1.0,5,2,3,0,0,0,0,2,3,1,0,0,1,1
student23_Capstone_1.0,10,6,11,3,0,0,2,0,0,0,2,2,3,0
student23_Prompt6_1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
student23_Prompt8_1.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
student23_Integration3_1.0,9,4,6,1,0,0,1,0,1,1,2,1,1,0
student23_Prompt7_1.0,4,2,3,0,1,1,1,0,0,2,4,1,2,0
student24_Prompt9_1.0,3,3,1,0,0,0,0,0,0,2,1,1,0,0
student24_Prompt6_1.0,2,1,1,0,0,0,0,0,0,1,1,0,0,0
student24_Prompt4_1.0,4,3,3,1,0,0,0,1,2,2,0,0,0,0
student24_Capstone_1.0,7,11,15,3,0,0,2,0,0,0,2,2,1,0
student24_Prompt5_1.0,2,5,1,0,0,0,0,1,0,1,1,0,0,1
student24_Prompt3_1.0,2,1,1,0,0,0,0,0,0,1,0,0,0,0
student24_Integration3_1.0,7,3,10,1,0,1,1,0,2,1,1,1,1,0
student24_Prompt7_1.0,3,4,2,0,0,0,2,0,0,1,2,0,0,0
student24_Prompt2_1.0,10,2,6,3,0,1,1,2,0,2,1,0,0,0
student25_Prompt9_1.0,11,13,9,0,1,1,0,0,0,2,3,1,0,1
student25_Prompt6_1.0,3,6,5,2,0,1,1,0,0,1,1,0,0,0
student25_Prompt4_1.0,7,2,4,0,0,1,0,0,2,1,0,1,2,0
student25_Prompt10_1.0,1,2,0,0,0,1,0,0,0,2,0,0,1,1
student25_Prompt5_1.0,3,4,0,0,0,1,0,0,0,1,1,0,0,2
student25_Capstone_1.0,16,5,4,1,0,0,1,0,0,0,1,0,1,0
student25_Prompt8_1.0,4,1,4,2,0,2,0,2,0,1,1,0,0,0
student25_Integration3_1.0,10,0,1,1,0,0,1,0,0,2,1,0,0,0
student25_Prompt7_1.0,7,1,1,0,1,1,1,0,1,2,2,0,0,0
student26_Prompt9_1.0,4,1,4,0,0,0,1,0,0,2,0,0,0,0
student26_Prompt3_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student26_Prompt4_1.0,2,4,5,0,0,0,1,0,0,1,1,0,0,0
student26_Prompt10_1.0,3,4,5,1,0,0,0,0,0,1,2,0,0,0
student26_Prompt5_1.0,5,2,3,0,0,0,1,1,3,1,0,0,1,0
student26_Capstone_1.0,8,6,14,2,0,1,2,0,0,0,3,3,2,0
student26_Prompt8_1.0,3,2,3,0,1,0,0,0,0,2,2,1,0,0
student26_Integration3_1.0,1,3,0,0,0,0,0,1,0,1,1,0,0,1
student26_Prompt11_1.0,3,2,2,1,0,0,0,0,0,3,1,0,2,0
student26_Prompt7_1.0,5,0,1,1,0,0,0,0,0,1,1,0,0,0
student26_Prompt2_1.0,4,1,5,1,0,0,0,0,0,1,0,0,0,0
student27_Prompt6_1.0,2,0,0,0,0,1,0,0,0,1,0,0,1,1
student27_Prompt10_1.0,4,5,1,0,0,1,0,1,0,1,0,0,1,1
student27_Prompt3_1.0,3,3,3,0,0,0,0,0,0,1,0,0,0,0
student27_Capstone_1.0,12,6,11,1,0,0,2,1,0,0,3,1,2,0
student27_Prompt11_1.0,5,3,4,0,0,0,1,0,0,2,1,0,1,0
student27_Prompt2_1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
student28_Prompt3_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student28_Prompt4_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student28_Capstone_1.0,8,6,10,1,0,0,1,0,0,1,3,2,2,0
student28_Prompt5_1.0,4,6,5,1,0,0,0,1,2,2,2,0,1,0
student28_Prompt8_1.0,3,2,3,0,1,0,0,0,0,2,2,0,0,0
student28_Integration3_1.0,8,9,8,2,0,1,1,1,0,3,5,1,0,1
student28_Prompt2_1.0,5,1,5,1,0,1,0,0,0,1,0,0,1,1
student29_Prompt9_1.0,3,4,2,0,0,0,0,0,0,1,1,0,0,0
student29_Prompt4_1.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
student29_Prompt5_1.0,7,2,4,0,0,0,1,1,3,2,0,0,1,2
student29_Prompt8_1.0,5,3,5,3,1,0,0,1,0,3,3,1,0,0
student29_Capstone_1.0,6,4,8,2,0,2,3,1,0,1,1,3,2,1
student29_Prompt11_1.0,2,1,1,0,0,0,0,0,0,1,0,0,0,0
student29_Prompt7_1.0,4,1,1,0,0,0,0,0,0,1,0,0,0,0
student29_Prompt2_1.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
student30_Prompt6_1.0,2,1,3,0,1,2,1,0,0,1,0,0,0,1
student30_Prompt4_1.0,3,3,3,0,1,1,0,0,1,1,0,0,0,1
student30_Prompt10_1.0,2,3,1,0,0,1,0,0,0,2,0,0,1,1
student30_Prompt5_1.0,6,5,5,1,0,2,0,1,0,1,4,0,1,2
student30_Capstone_1.0,10,7,13,1,1,0,5,1,0,2,1,1,0,0
student30_Prompt8_1.0,2,2,2,2,1,1,0,2,0,1,1,0,0,1
student30_Integration3_0.9,5,2,3,1,0,0,1,3,1,2,0,0,1,0
student31_Prompt9_1.0,6,5,9,4,2,1,0,1,1,1,6,0,0,1
student31_Prompt6_1.0,2,1,1,0,0,0,0,0,0,1,0,0,0,0
student31_Prompt7_1.0,4,4,3,0,0,0,1,0,0,2,2,0,0,0
student31_Prompt10_1.0,6,6,6,3,0,1,1,0,0,4,2,1,5,2
student31_Prompt5_1.0,4,5,3,0,0,0,0,2,3,1,1,0,1,1
student31_Capstone_1.0,11,4,18,0,0,0,3,1,0,3,7,4,0,0
student31_Prompt3_1.0,2,1,2,0,0,0,0,0,0,1,2,0,0,0
student31_Integration3_0.9,11,7,11,4,0,0,4,4,1,4,3,1,0,1
student31_Prompt11_1.0,3,1,2,1,0,0,0,0,0,1,2,0,0,0
student31_Prompt2_1.0,4,5,3,3,0,2,2,1,0,2,1,0,1,0
student32_Prompt9_1.0,3,3,3,0,0,0,0,0,0,2,2,0,0,0
student32_Prompt3_1.0,6,7,6,4,0,0,2,0,1,1,0,0,0,0
student32_Prompt4_1.0,12,6,9,2,0,2,1,0,3,2,4,0,0,2
student32_Prompt10_1.0,4,1,2,2,0,0,1,0,0,2,1,0,1,0
student32_Prompt5_1.0,6,3,1,0,0,0,0,1,0,1,1,0,0,1
student32_Prompt8_1.0,3,0,2,2,0,0,0,1,0,1,0,0,0,0
student32_Integration3_1.0,12,5,8,4,0,0,2,2,1,3,3,1,0,1
student32_Prompt7_1.0,6,1,1,0,1,0,1,0,1,2,6,0,0,0
student33_Prompt9_1.0,6,3,6,4,0,0,0,1,1,1,1,0,0,0
student33_Prompt3_1.0,5,4,5,1,0,1,1,0,0,1,0,0,0,1
student33_Prompt4_1.0,5,1,1,0,0,1,0,0,0,1,0,0,1,1
student33_Prompt10_1.0,4,7,3,0,0,1,0,0,0,2,0,0,1,1
student33_Prompt5_1.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
student33_Capstone_0.9,11,9,11,2,0,1,1,0,0,0,2,3,2,1
student33_Prompt8_1.0,4,2,3,0,1,0,0,0,0,2,2,1,0,0
student33_Integration3_1.0,12,5,5,0,0,1,5,4,0,4,3,2,1,4
student33_Prompt7_1.0,8,2,2,0,0,0,1,1,0,2,0,1,0,0
student33_Prompt2_1.0,8,5,9,3,1,1,0,0,0,3,3,1,1,1
student34_Prompt9_1.0,7,3,6,2,0,0,0,1,0,2,2,0,0,0
student34_Prompt3_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student34_Prompt4_1.0,7,6,6,1,0,1,0,0,4,2,2,0,2,0
student34_Prompt10_1.0,2,1,2,1,0,0,0,0,0,2,2,0,1,0
student34_Prompt5_1.0,3,2,3,1,0,0,0,0,0,1,1,0,1,0
student34_Capstone_0.9,9,4,13,0,0,0,1,1,0,2,3,4,0,0
student34_Prompt6_1.0,2,3,3,0,0,1,1,0,0,1,0,0,0,0
student34_Prompt8_1.0,3,2,3,0,1,0,0,0,0,2,2,1,0,0
student34_Integration3_1.0,11,8,6,2,0,1,1,2,0,2,2,1,0,1
student34_Prompt2_1.0,5,3,9,1,0,2,1,0,1,1,0,1,1,1
student35_Prompt3_1.0,3,1,3,0,0,1,0,0,0,1,0,0,0,0
student35_Prompt4_1.0,3,2,3,0,0,1,0,0,2,1,0,0,1,0
student35_Prompt10_1.0,4,5,3,1,0,0,1,0,0,2,0,0,1,0
student35_Prompt5_1.0,2,4,1,0,0,0,0,1,0,1,1,0,0,1
student35_Capstone_1.0,7,6,17,2,0,0,0,0,0,0,3,2,0,0
student35_Prompt6_1.0,1,1,2,0,0,0,1,0,0,1,0,0,0,0
student35_Prompt8_1.0,2,1,3,2,0,0,0,1,0,1,0,0,0,0
student35_Integration3_1.0,13,10,9,4,2,0,3,3,3,2,0,1,0,2
student35_Prompt7_1.0,3,1,1,0,1,1,1,0,1,2,2,0,0,0
student35_Prompt2_1.0,1,0,1,1,0,0,2,0,0,2,1,0,0,0
student36_Prompt3_1.0,1,1,3,0,0,0,0,0,0,1,0,0,0,0
student36_Prompt7_1.0,7,4,2,1,1,0,1,1,0,1,1,0,0,0
student36_Prompt10_1.0,6,8,6,1,1,1,0,0,0,2,2,1,1,1
student36_Prompt5_1.0,7,2,5,0,0,0,2,0,2,1,0,1,1,0
student36_Capstone_0.9,10,6,16,1,0,2,1,0,0,2,4,2,1,0
student36_Prompt6_1.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
student36_Prompt8_1.0,4,2,3,0,1,0,1,0,0,2,4,0,0,0
student36_Integration3_1.0,10,5,6,0,0,0,2,1,0,2,3,2,2,1
student36_Prompt2_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student37_Prompt9_1.0,9,7,11,2,0,0,0,0,0,4,8,1,2,0
student37_Prompt3_1.0,4,5,3,0,0,1,0,0,0,1,1,0,0,1
student37_Prompt4_1.0,3,4,3,1,0,1,0,0,0,2,2,0,1,1
student37_Prompt10_1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
student37_Prompt5_1.0,2,5,1,0,0,1,1,0,0,1,3,0,0,2
student37_Prompt6_1.0,1,1,1,0,0,1,1,0,0,1,0,0,0,2
student37_Prompt8_1.0,6,3,7,5,1,2,0,2,0,1,2,0,0,2
student37_Prompt11_1.0,5,1,5,2,0,1,2,1,0,1,3,0,1,1
student37_Prompt7_1.0,5,0,2,0,1,1,1,1,0,1,4,1,1,1
student37_Prompt2_1.0,5,0,2,2,0,1,0,1,0,1,3,0,1,1
student38_Prompt9_1.0,7,3,4,1,0,0,0,1,0,2,2,0,0,0
student38_Prompt3_1.0,3,1,3,0,0,0,0,0,0,1,0,0,0,0
student38_Prompt4_1.0,7,2,4,0,0,0,1,0,1,1,0,1,1,0
student38_Capstone_1.0,5,2,5,0,0,0,0,0,0,0,1,1,0,0
student38_Prompt8_1.0,4,1,3,0,0,0,0,0,0,1,0,0,0,0
student38_Integration3_1.0,25,10,11,1,0,0,1,1,1,3,1,1,0,1
student38_Prompt11_1.0,6,6,6,0,0,0,2,0,0,3,1,0,1,0
student38_Prompt7_1.0,8,4,3,0,1,0,1,0,1,2,3,0,0,0
student38_Prompt2_1.0,7,0,0,0,0,0,0,0,0,1,0,0,0,0
student39_Prompt9_1.0,8,7,11,3,0,0,1,2,0,3,3,0,0,0
student39_Prompt3_1.0,4,5,5,2,0,3,1,1,0,3,0,1,2,1
student39_Capstone_1.0,16,6,18,2,0,0,2,0,0,2,6,2,3,0
student39_Prompt10_1.0,7,4,4,1,0,0,0,0,0,1,0,0,0,0
student39_Prompt5_1.0,3,2,3,0,0,0,1,0,1,1,0,1,1,0
student39_Prompt6_1.0,2,3,4,0,0,1,1,0,0,1,0,0,0,0
