8 23 => 5 9
36 24 => 36 8
30 36 => 12 16
30 36 => 4 12
27 36 12 => 37 19
25 18 => 37 19
33 37 => 12 242
36 12 31 => 12 34
36 12 31 => 37 17
36 9 => 37 18
12 29 => 1 191
12 29 => 12 35
12 29 => 37 45
12 29 => 25 21
12 29 => 36 32
25 28 => 34 8
8 37 12 25 => 37 8
4 37 => 12 159
1 37 12 25 => 15 8
8 36 12 => 36 20
8 36 12 => 8 12
8 36 12 => 37 62
12 1 25 => 29 10
12 25 0 => 36 12
12 25 0 => 12 11
12 25 0 => 15 12
2 25 => 26 10
26 2 => 33 10
26 2 => 37 17
13 36 12 => 11 8
13 36 12 => 37 23
37 12 6 20 => 19 8
37 12 22 28 => 12 12
37 12 22 28 => 37 14
37 12 22 28 => 34 114
10 => 23 8
10 => 12 37
10 => 37 75
10 => 36 17
10 => 4 19
10 => 25 16
10 => 30 372
16 37 => 12 194
19 36 20 => 6 12
0 15 21 => 12 10
0 15 21 => 37 25
21 37 => 12 235
32 => 12 72
32 => 37 137
32 => 17 362
32 => 36 65
32 => 28 10
32 => 25 20
32 => 22 9
18 12 => 37 29
18 12 => 25 10
25 11 => 36 10
25 11 => 13 18
25 11 => 37 18
7 31 => 12 12
28 37 12 => 36 8
28 37 12 => 37 98
28 37 12 => 25 15
12 17 => 32 66
12 17 => 12 18
12 17 => 37 35
12 17 => 36 17
12 37 12 => 32 234
12 37 12 => 16 34
12 37 12 => 20 80
12 37 12 => 19 148
12 37 12 => 11 86
12 37 12 => 8 557
12 37 12 => 22 147
12 37 12 => 7 75
12 37 12 => 18 167
12 37 12 => 13 192
12 37 12 => 17 76
12 37 12 => 30 34
12 37 12 => 25 1271
12 37 12 => 37 11795
12 37 12 => 9 577
12 37 12 => 0 121
12 37 12 => 21 13
12 37 12 => 26 22
12 37 12 => 29 137
12 37 12 => 15 197
12 37 12 => 28 8
12 37 12 => 24 61
12 37 12 => 5 24
12 37 12 => 1 66
12 37 12 => 10 193
12 37 12 => 2 190
12 37 12 => 31 296
12 37 12 => 33 39
12 37 12 => 36 1499
12 37 12 => 23 78
12 37 12 => 6 30
12 37 12 => 3 165
12 37 12 => 4 26
12 37 12 => 34 133
12 37 12 => 27 10
25 13 => 36 10
25 13 => 12 10
25 13 => 37 29
25 13 => 11 14
4 36 12 => 37 24
27 36 => 12 33
32 37 12 => 32 8
32 37 12 => 37 80
32 37 12 => 17 9
32 37 12 => 36 13
25 20 => 6 41
13 37 12 => 13 8
13 37 12 => 25 16
13 37 12 => 37 120
13 37 12 => 31 19
29 25 => 1 13
25 17 32 => 37 27
36 12 34 => 37 9
36 12 34 => 22 8
9 37 => 12 605
31 36 12 => 37 21
30 10 => 37 24
12 34 12 => 37 11
12 34 12 => 22 16
25 37 12 => 32 9
25 37 12 => 8 22
25 37 12 => 0 13
25 37 12 => 13 20
25 37 12 => 25 103
25 37 12 => 11 13
25 37 12 => 19 14
25 37 12 => 22 11
25 37 12 => 18 19
25 37 12 => 10 18
25 37 12 => 2 16
25 37 12 => 34 12
25 37 12 => 37 586
25 37 12 => 31 39
25 37 12 => 33 8
25 37 12 => 36 80
25 37 12 => 23 10
25 37 12 => 29 25
25 37 12 => 15 19
25 37 12 => 9 15
25 37 12 => 3 22
6 37 12 9 => 37 23
31 12 29 => 1 29
17 25 37 12 => 37 37
36 26 => 33 13
32 17 => 36 46
32 17 => 12 65
32 17 => 37 147
32 17 => 25 87
25 8 => 37 12
3 37 12 => 37 28
13 => 0 9
13 => 18 11
13 => 37 200
13 => 36 64
13 => 11 177
13 => 25 40
13 => 12 115
15 36 0 => 21 11
37 12 => 32 320
37 12 => 16 50
37 12 => 20 113
37 12 => 19 220
37 12 => 10 285
37 12 => 11 127
37 12 => 8 814
37 12 => 22 193
37 12 => 7 106
37 12 => 29 210
37 12 => 13 247
37 12 => 17 102
37 12 => 30 58
37 12 => 25 1677
37 12 => 9 854
37 12 => 0 179
37 12 => 21 26
37 12 => 26 36
37 12 => 24 104
37 12 => 15 267
37 12 => 28 24
37 12 => 18 250
37 12 => 5 37
37 12 => 1 96
37 12 => 37 15563
37 12 => 2 258
37 12 => 31 415
37 12 => 33 63
37 12 => 36 2022
37 12 => 23 126
37 12 => 6 49
37 12 => 3 246
37 12 => 4 41
