student_assignment_grade,struc0,struc1,struc2,struc3
student7_Prompt2_1.0,0,1,8,0
student7_ePortfolioLink_1.0,0,0,2,0
student7_Capstone_1.0,0,1,6,0
student8_ePortfolioLink_1.0,0,0,8,0
student8_Prompt8_1.0,2,1,12,0
student8_Prompt3_1.0,1,3,5,0
student8_Prompt5_1.0,2,0,4,0
student8_Prompt9_1.0,0,0,5,0
student8_Prompt6_1.0,2,1,5,0
student8_Prompt10_1.0,0,0,3,0
student8_Integration3_0.9,1,0,9,0
student8_Prompt4_1.0,1,2,16,0
student8_Prompt2_1.0,2,0,13,0
student8_Capstone_0.9,1,0,15,0
student9_Prompt8_1.0,1,2,9,0
student9_Prompt7_1.0,0,0,1,0
student9_Prompt3_1.0,0,2,0,0
student9_Prompt9_1.0,6,4,14,0
student9_Prompt5_1.0,6,7,5,1
student9_Prompt6_1.0,0,0,4,0
student9_Integration3_1.0,6,5,15,1
student9_Prompt10_1.0,4,4,12,1
student9_Prompt4_1.0,1,5,5,0
student9_Prompt2_1.0,2,2,3,0
student9_ePortfolioLink_1.0,0,1,7,0
student9_Capstone_0.9,1,0,6,0
student10_Prompt8_1.0,4,1,3,0
student10_Prompt7_1.0,3,2,6,0
student10_Prompt3_1.0,1,3,8,0
student10_Prompt9_1.0,2,4,4,1
student10_Prompt5_1.0,5,4,5,0
student10_Prompt6_1.0,2,1,4,0
student10_Integration3_1.0,4,4,21,0
student10_Prompt10_1.0,1,1,11,0
student10_Prompt11_1.0,0,0,6,0
student10_Prompt4_1.0,2,3,10,0
student10_Prompt2_1.0,0,1,3,0
student10_ePortfolioLink_1.0,4,1,12,0
student10_Capstone_1.0,2,4,14,0
student11_Prompt8_1.0,0,0,1,0
student11_Prompt7_1.0,8,7,14,0
student11_Prompt3_1.0,0,0,1,0
student11_Prompt9_1.0,0,0,1,0
student11_Prompt5_1.0,0,0,1,0
student11_Prompt6_1.0,0,0,1,0
student11_Integration3_0.9,2,0,6,0
student11_Prompt10_1.0,0,0,1,0
student11_Prompt4_1.0,0,0,1,0
student11_Prompt2_1.0,7,13,28,0
student11_ePortfolioLink_1.0,0,0,1,0
student11_Capstone_0.9,1,0,5,0
student12_Prompt8_1.0,4,2,6,0
student12_Prompt7_1.0,4,3,6,0
student12_Prompt3_1.0,1,3,6,0
student12_ePortfolioLink_1.0,0,0,1,0
student12_Prompt9_1.0,3,2,9,1
student12_Prompt6_1.0,11,9,36,0
student12_Prompt10_1.0,0,1,6,0
student12_Integration3_1.0,1,2,5,0
student12_Prompt4_1.0,1,6,17,0
student12_Prompt2_1.0,3,2,13,0
student12_Capstone_1.0,5,4,17,0
student13_Prompt7_1.0,1,1,3,0
student13_Prompt3_1.0,0,0,1,0
student13_Prompt5_1.0,0,0,4,0
student13_Prompt9_1.0,1,1,8,0
student13_Prompt6_1.0,1,1,9,0
student13_Prompt10_1.0,1,0,6,0
student13_Integration3_0.9,5,3,13,0
student13_Prompt4_0.0,0,2,5,0
student13_ePortfolioLink_1.0,2,2,11,0
student13_Capstone_1.0,0,0,2,0
student14_Prompt8_1.0,4,2,5,0
student14_Prompt7_1.0,3,2,2,0
student14_Prompt3_1.0,0,3,2,0
student14_Prompt9_1.0,2,3,3,0
student14_Prompt5_1.0,2,3,6,0
student14_Prompt6_1.0,1,1,3,0
student14_Integration3_0.9,2,1,9,0
student14_Prompt10_1.0,0,0,2,0
student14_Prompt4_0.8,1,3,4,0
student14_Prompt2_1.0,0,0,1,0
student14_ePortfolioLink_1.0,3,4,10,0
student14_Capstone_1.0,1,5,13,0
student15_Prompt8_1.0,2,3,6,0
student15_Prompt7_1.0,1,2,7,0
student15_Prompt3_1.0,0,0,2,0
student15_Prompt9_1.0,4,4,7,0
student15_Prompt5_1.0,2,5,4,0
student15_Prompt6_1.0,3,8,18,0
student15_Integration3_0.9,0,0,2,0
student15_Prompt10_1.0,4,1,3,1
student15_Prompt11_1.0,0,2,5,0
student15_Prompt4_0.5,0,3,3,0
student15_Prompt2_1.0,0,0,1,0
student15_ePortfolioLink_1.0,0,0,2,0
student15_Capstone_0.9,2,4,12,0
student16_Prompt8_1.0,5,3,7,0
student16_Prompt7_1.0,1,2,3,0
student16_Prompt3_1.0,0,0,6,0
student16_Prompt9_1.0,2,2,5,0
student16_Prompt5_1.0,1,2,1,0
student16_Prompt6_1.0,0,0,1,0
student16_Integration3_0.9,1,0,6,0
student16_Prompt10_0.8,3,1,2,0
student16_Prompt4_1.0,0,0,1,0
student16_Prompt2_1.0,3,3,12,0
student16_ePortfolioLink_1.0,0,0,2,0
student16_Capstone_1.0,0,1,6,0
student17_Prompt8_1.0,3,2,10,0
student17_Prompt7_1.0,4,3,5,0
student17_Prompt3_1.0,0,1,5,0
student17_Prompt9_1.0,4,4,6,0
student17_Prompt5_0.5,3,6,8,0
student17_Prompt6_1.0,0,0,2,0
student17_Integration3_0.9,1,2,11,0
student17_Prompt10_1.0,2,3,11,1
student17_Prompt4_1.0,1,3,6,0
student17_Prompt2_1.0,0,0,1,0
student17_ePortfolioLink_1.0,4,1,11,0
student17_Capstone_0.9,1,0,6,0
student18_Prompt8_1.0,4,2,4,0
student18_Prompt7_1.0,6,3,11,0
student18_Prompt3_1.0,1,3,4,0
student18_Prompt9_1.0,2,3,5,0
student18_Prompt5_1.0,2,3,8,0
student18_Prompt6_1.0,1,2,4,0
student18_Integration3_1.0,2,1,11,0
student18_Prompt10_1.0,0,3,10,0
student18_Prompt4_1.0,1,4,8,0
student18_Prompt2_1.0,0,1,8,0
student18_ePortfolioLink_1.0,1,2,12,0
student18_Capstone_1.0,1,0,7,0
student19_Prompt8_1.0,4,1,3,0
student19_Prompt7_1.0,0,0,2,0
student19_Prompt3_0.5,0,0,1,0
student19_Prompt9_1.0,2,2,4,1
student19_Prompt5_1.0,2,2,6,1
student19_Prompt6_1.0,1,1,2,0
student19_Integration3_1.0,1,3,11,0
student19_Prompt10_1.0,0,0,4,0
student19_Prompt4_1.0,3,7,6,0
student19_Prompt2_0.5,2,2,6,0
student19_ePortfolioLink_1.0,1,0,5,0
student19_Capstone_1.0,1,1,5,0
student20_Prompt8_1.0,4,1,3,0
student20_Prompt7_1.0,6,2,5,0
student20_Prompt3_1.0,2,4,7,0
student20_Prompt5_1.0,4,4,4,0
student20_Prompt9_1.0,2,1,4,0
student20_Prompt6_1.0,1,1,3,0
student20_Prompt10_1.0,0,1,7,0
student20_Integration3_0.9,2,2,5,0
student20_Prompt4_1.0,2,4,12,0
student20_ePortfolioLink_0.8,0,0,1,0
student20_Capstone_0.9,3,1,11,0
student21_Prompt8_1.0,3,1,5,0
student21_Prompt7_1.0,3,3,9,0
student21_Prompt3_1.0,0,0,1,0
student21_Prompt9_1.0,1,0,5,0
student21_Prompt5_1.0,2,4,10,0
student21_Prompt6_1.0,1,2,12,0
student21_Integration3_1.0,2,3,13,0
student21_Prompt10_1.0,2,0,8,0
student21_Prompt4_1.0,0,3,8,0
student21_Prompt2_1.0,6,3,21,0
student21_ePortfolioLink_1.0,1,3,5,0
student21_Capstone_1.0,5,3,27,0
student22_Prompt8_1.0,2,0,1,0
student22_Prompt3_1.0,0,6,12,0
student22_Prompt9_1.0,3,6,14,1
student22_Prompt5_1.0,5,7,14,1
student22_Prompt6_1.0,1,2,4,0
student22_Integration3_0.9,3,2,12,0
student22_Prompt10_1.0,0,0,5,0
student22_Prompt11_1.0,1,4,9,0
student22_Prompt4_1.0,0,0,2,0
student22_Prompt2_1.0,0,2,4,0
student22_ePortfolioLink_1.0,1,0,14,0
student22_Capstone_1.0,1,0,5,0
student23_Prompt8_1.0,7,3,3,1
student23_Prompt7_1.0,0,0,2,0
student23_Prompt3_0.5,0,0,1,0
student23_Prompt9_1.0,1,3,4,0
student23_Prompt5_1.0,2,2,1,0
student23_Prompt6_1.0,1,1,6,0
student23_Integration3_1.0,0,0,2,0
student23_Prompt10_1.0,2,2,7,1
student23_Prompt4_0.5,2,9,17,0
student23_Prompt2_0.5,0,0,2,0
student23_ePortfolioLink_1.0,0,0,5,0
student23_Capstone_1.0,0,1,13,0
student24_Prompt8_1.0,8,5,6,0
student24_Prompt7_1.0,1,2,4,0
student24_Prompt3_0.5,0,0,1,0
student24_Prompt9_1.0,0,0,3,0
student24_Prompt5_1.0,1,2,5,0
student24_Prompt6_1.0,2,1,10,0
student24_Integration3_0.8,2,2,5,0
student24_Prompt10_1.0,0,0,2,0
student24_Prompt4_1.0,0,0,1,0
student24_Prompt2_1.0,2,1,4,0
student24_ePortfolioLink_0.5,0,0,3,0
student24_Capstone_0.9,2,1,6,0
student25_Prompt8_1.0,4,1,2,0
student25_Prompt7_1.0,4,3,6,0
student25_Prompt3_1.0,0,3,9,0
student25_Prompt9_1.0,2,2,4,0
student25_Prompt5_1.0,0,0,2,0
student25_Prompt6_1.0,1,1,2,0
student25_Integration3_1.0,4,6,19,0
student25_Prompt10_1.0,0,0,5,0
student25_Prompt11_1.0,0,0,2,0
student25_Prompt4_1.0,1,3,4,0
student25_Prompt2_1.0,6,5,8,0
student25_ePortfolioLink_1.0,0,2,0,0
student25_Capstone_0.9,3,3,18,0
student26_ePortfolioLink_1.0,0,0,1,0
student26_Prompt8_1.0,2,0,6,0
student26_Prompt7_1.0,3,2,6,0
student26_Prompt3_1.0,2,0,4,0
student26_Prompt5_1.0,0,0,7,0
student26_Prompt9_1.0,1,2,8,0
student26_Prompt4_1.0,0,4,2,0
student26_Integration3_1.0,9,14,40,2
student26_Prompt2_1.0,3,1,13,0
student26_Capstone_1.0,11,8,38,1
student27_Prompt8_1.0,3,1,4,0
student27_Prompt7_1.0,5,2,8,0
student27_Prompt3_1.0,0,3,9,0
student27_Prompt9_1.0,3,1,4,0
student27_Prompt5_1.0,5,3,8,0
student27_Prompt6_1.0,2,1,5,0
student27_Integration3_1.0,1,0,5,0
student27_Prompt10_1.0,0,2,9,0
student27_Prompt11_1.0,1,1,5,0
student27_Prompt4_1.0,1,3,6,0
student27_Prompt2_1.0,0,0,6,0
student27_ePortfolioLink_0.5,3,2,16,0
student27_Capstone_1.0,1,0,11,0
student28_Prompt8_1.0,6,3,5,1
student28_Prompt7_1.0,3,3,10,0
student28_Prompt3_1.0,2,3,4,0
student28_Prompt9_1.0,3,2,4,0
student28_Prompt5_1.0,1,0,5,0
student28_Prompt6_1.0,2,2,12,0
student28_Integration3_1.0,4,3,20,0
student28_Prompt10_1.0,0,1,5,0
student28_Prompt11_1.0,3,2,5,0
student28_Prompt4_1.0,1,2,4,0
student28_Prompt2_1.0,1,3,15,0
student28_ePortfolioLink_1.0,0,0,2,0
student28_Capstone_1.0,7,1,21,0
student29_Prompt8_1.0,0,0,1,0
student29_Prompt7_1.0,0,0,4,0
student29_Prompt3_1.0,0,0,1,0
student29_Prompt9_1.0,2,4,5,1
student29_Prompt5_1.0,3,5,8,0
student29_Prompt6_1.0,1,1,2,0
student29_Integration3_0.9,2,4,18,0
student29_Prompt10_1.0,0,0,1,0
student29_Prompt11_1.0,0,1,5,0
student29_Prompt4_1.0,0,5,12,0
student29_Prompt2_1.0,2,1,14,0
student29_ePortfolioLink_1.0,1,0,5,0
student29_Capstone_0.9,0,4,10,0
student30_Prompt8_1.0,7,3,7,0
student30_Prompt7_1.0,2,1,9,0
student30_Prompt3_1.0,0,0,1,0
student30_Prompt9_1.0,3,5,9,1
student30_Prompt5_1.0,0,5,6,0
student30_Prompt6_1.0,0,0,6,0
student30_Integration3_0.6,5,5,14,0
student30_Prompt10_1.0,2,4,5,2
student30_Prompt11_1.0,0,0,1,0
student30_Prompt4_0.5,0,3,2,0
student30_Prompt2_0.5,2,1,4,0
student30_ePortfolioLink_1.0,0,0,4,0
student30_Capstone_1.0,0,3,17,0
student31_Prompt8_1.0,3,2,4,0
student31_Prompt7_1.0,4,2,13,0
student31_Prompt3_1.0,2,4,10,0
student31_Prompt9_1.0,4,5,17,1
student31_Prompt5_1.0,4,1,10,1
student31_Prompt6_1.0,3,1,4,0
student31_Integration3_0.9,1,2,13,0
student31_Prompt10_1.0,0,0,7,0
student31_Prompt4_1.0,2,4,9,0
student31_Prompt2_1.0,2,3,20,0
student31_ePortfolioLink_1.0,0,0,2,0
student31_Capstone_1.0,4,1,17,0
student32_ePortfolioLink_0.5,0,0,1,0
student32_Prompt10_1.0,0,0,4,0
student32_Prompt5_1.0,3,0,6,0
student32_Prompt9_1.0,1,2,10,0
student32_Prompt6_0.0,0,0,1,0
student32_Prompt4_0.0,1,2,4,0
student32_Integration3_1.0,1,3,9,0
student32_Prompt2_0.0,0,0,5,0
student32_Capstone_1.0,1,3,8,0
student33_Prompt8_1.0,4,3,9,0
student33_Prompt7_1.0,5,4,6,0
student33_Prompt3_1.0,0,0,1,0
student33_Prompt9_1.0,2,0,4,0
student33_Prompt5_1.0,6,5,16,0
student33_Prompt6_1.0,1,2,4,0
student33_Integration3_0.9,1,0,9,0
student33_Prompt10_1.0,0,0,4,0
student33_Prompt4_1.0,0,3,6,0
student33_Prompt2_1.0,2,2,6,0
student33_ePortfolioLink_1.0,1,0,6,0
student33_Capstone_0.9,1,0,5,0
student34_Prompt8_1.0,2,3,4,0
student34_Prompt7_1.0,1,2,5,0
student34_Prompt3_1.0,0,1,4,0
student34_Prompt5_0.0,1,4,3,0
student34_Prompt6_1.0,0,0,1,0
student34_Integration3_1.0,3,3,9,1
student34_Prompt10_1.0,0,1,2,0
student34_Prompt11_1.0,3,3,6,1
student34_Prompt4_1.0,0,0,2,0
student34_Prompt2_1.0,2,1,3,0
student34_ePortfolioLink_1.0,2,3,3,0
student34_Capstone_1.0,2,2,12,0
student35_Prompt8_1.0,4,1,5,0
student35_Prompt7_1.0,3,1,5,0
student35_Prompt3_1.0,1,2,9,0
student35_Prompt9_0.5,3,1,9,0
student35_Prompt5_1.0,3,3,6,0
student35_Prompt6_1.0,3,3,9,0
student35_Integration3_0.9,1,0,10,0
student35_Prompt10_1.0,1,2,13,1
student35_Prompt4_1.0,1,3,10,0
student35_Prompt2_1.0,0,2,7,0
student35_ePortfolioLink_1.0,2,1,9,0
student35_Capstone_0.9,2,0,4,0
student36_Prompt8_1.0,4,0,4,0
student36_Prompt7_1.0,2,2,2,0
student36_Prompt3_1.0,0,0,2,0
student36_Prompt9_1.0,2,1,5,1
student36_Prompt5_1.0,3,2,5,0
student36_Prompt6_1.0,1,1,2,0
student36_Integration3_1.0,3,1,15,0
student36_Prompt10_1.0,0,0,4,0
student36_Prompt4_1.0,2,2,4,0
student36_Prompt2_1.0,0,2,4,0
student36_ePortfolioLink_1.0,1,3,8,0
student36_Capstone_1.0,1,0,5,0
student37_Prompt8_1.0,4,1,6,0
student37_Prompt7_1.0,3,3,6,0
student37_Prompt3_1.0,3,5,4,1
student37_Prompt9_1.0,2,3,4,0
student37_Prompt5_1.0,2,4,4,0
student37_Prompt6_1.0,1,0,7,0
student37_Integration3_1.0,3,0,10,0
student37_Prompt10_1.0,0,1,12,0
student37_Prompt4_1.0,1,2,9,0
student37_Prompt2_1.0,3,4,20,0
student37_ePortfolioLink_1.0,0,1,5,0
student37_Capstone_1.0,6,1,12,0
student38_Prompt8_1.0,7,4,8,1
student38_Prompt7_0.8,4,2,10,0
student38_Prompt3_1.0,3,4,2,1
student38_Prompt9_0.5,2,3,9,2
student38_Prompt5_1.0,2,2,6,1
student38_Prompt6_1.0,2,2,4,0
student38_Integration3_1.0,4,5,19,0
student38_Prompt10_1.0,1,2,7,0
student38_Prompt4_1.0,3,3,11,0
student38_Prompt2_1.0,0,0,2,0
student38_ePortfolioLink_1.0,4,5,14,0
student38_Capstone_1.0,3,3,10,0
student39_Prompt8_1.0,0,0,1,0
student39_Prompt7_1.0,10,11,20,1
student39_Prompt3_1.0,0,1,5,0
student39_Prompt9_1.0,0,0,2,0
student39_Prompt5_1.0,3,4,16,0
student39_Prompt6_1.0,4,2,13,1
student39_Integration3_1.0,2,3,10,0
student39_Prompt10_1.0,1,1,8,0
student39_Prompt11_1.0,0,0,2,0
student39_Prompt4_1.0,0,6,8,0
student39_Prompt2_1.0,0,0,1,0
student39_ePortfolioLink_1.0,3,1,10,0
student39_Capstone_1.0,2,0,18,0
student40_Prompt8_1.0,4,0,3,0
student40_Prompt7_1.0,2,2,8,0
student40_Prompt3_1.0,0,2,5,0
student40_Prompt9_1.0,2,2,6,0
student40_Prompt5_1.0,3,3,5,0
student40_Prompt6_1.0,2,3,12,0
student40_Integration3_1.0,3,0,6,0
student40_Prompt10_1.0,0,0,7,0
student40_Prompt11_1.0,1,2,5,0
student40_Prompt4_1.0,1,5,9,0
student40_Prompt2_1.0,0,0,2,0
student40_ePortfolioLink_1.0,3,1,8,0
student40_Capstone_1.0,3,1,14,0
student41_Prompt8_1.0,2,1,4,0
student41_Prompt7_1.0,2,2,10,0
student41_Prompt3_1.0,0,2,2,0
student41_Prompt9_1.0,0,0,2,0
student41_Prompt5_1.0,2,3,3,0
student41_Prompt6_1.0,1,1,4,0
student41_Integration3_1.0,0,0,4,0
student41_Prompt10_1.0,0,0,1,0
student41_Prompt11_1.0,0,0,2,0
student41_Prompt4_1.0,3,4,7,0
student41_Prompt2_1.0,0,0,2,0
student41_ePortfolioLink_1.0,3,1,9,0
student42_Prompt8_1.0,3,1,7,0
student42_Prompt7_1.0,3,4,9,0
student42_Prompt3_1.0,0,1,10,0
student42_Prompt5_1.0,1,4,7,0
student42_Prompt9_1.0,6,7,7,1
student42_Prompt6_1.0,0,0,1,0
student42_Prompt10_1.0,1,3,5,2
student42_Integration3_0.9,4,2,9,0
student42_Prompt4_1.0,2,4,5,0
student42_Prompt2_1.0,2,1,4,0
student42_Capstone_1.0,1,1,18,0
student43_Prompt8_1.0,5,3,8,0
student43_Prompt7_1.0,6,1,6,0
student43_Prompt3_1.0,1,1,3,0
student43_Prompt9_1.0,3,4,6,1
student43_Prompt5_1.0,3,2,9,0
student43_Prompt6_1.0,2,1,4,0
student43_Integration3_1.0,5,1,22,0
student43_Prompt10_1.0,0,1,7,0
student43_Prompt4_1.0,2,8,13,0
student43_Prompt2_0.5,0,0,2,0
student43_ePortfolioLink_1.0,2,1,7,0
student43_Capstone_0.9,1,5,8,0
student44_Prompt8_1.0,2,0,3,0
student44_Prompt7_1.0,3,3,1,0
student44_Prompt3_1.0,1,2,6,0
student44_Prompt9_1.0,3,2,4,0
student44_Prompt5_1.0,1,3,4,0
student44_Prompt6_1.0,0,0,2,0
student44_Integration3_0.9,8,6,26,0
student44_Prompt1_1.0,0,0,2,0
student44_Prompt10_1.0,2,4,5,2
student44_Prompt11_1.0,0,1,6,0
student44_Prompt4_1.0,2,0,4,0
student44_Prompt2_1.0,0,0,3,0
student44_ePortfolioLink_0.9,0,1,2,0
student44_Capstone_1.0,3,1,15,0
student45_Prompt8_1.0,4,1,4,0
student45_Prompt7_1.0,2,2,3,0
student45_Prompt3_1.0,0,2,2,0
student45_Prompt9_1.0,2,2,5,0
student45_Prompt5_1.0,2,3,3,0
student45_Prompt6_1.0,1,2,8,0
student45_Integration3_1.0,1,0,12,0
student45_Prompt10_1.0,0,0,6,0
student45_Prompt11_1.0,0,0,7,0
student45_Prompt4_1.0,1,3,5,0
student45_Prompt2_1.0,0,0,1,0
student45_ePortfolioLink_1.0,2,3,8,0
student45_Capstone_1.0,3,2,12,0
student46_Prompt8_1.0,4,0,5,0
student46_Prompt7_1.0,4,4,5,0
student46_Prompt3_1.0,0,2,2,0
student46_Prompt9_1.0,2,2,9,1
student46_Prompt5_1.0,2,3,3,0
student46_Prompt6_1.0,0,0,2,0
student46_Integration3_0.9,2,2,6,0
student46_Prompt10_1.0,0,0,2,0
student46_Prompt11_1.0,2,4,20,0
student46_Prompt4_1.0,1,3,4,0
student46_Prompt2_1.0,3,1,9,0
student46_ePortfolioLink_1.0,1,0,4,0
student46_Capstone_1.0,2,0,8,0
student47_Prompt8_1.0,4,1,3,0
student47_Prompt7_1.0,2,2,2,0
student47_Prompt3_1.0,0,0,2,0
student47_Prompt9_1.0,0,0,4,0
student47_Prompt5_1.0,2,5,5,0
student47_Prompt6_1.0,1,1,2,0
student47_Integration3_1.0,2,0,8,0
student47_Prompt10_1.0,2,2,8,1
student47_Prompt11_1.0,1,3,9,0
student47_Prompt4_1.0,1,6,5,0
student47_Prompt2_1.0,3,6,19,0
student47_ePortfolioLink_1.0,0,0,3,0
student47_Capstone_1.0,1,0,5,0
student48_Prompt8_1.0,1,2,5,0
student48_Prompt7_1.0,1,2,5,0
student48_Prompt3_1.0,0,0,2,0
student48_Prompt9_1.0,2,4,7,0
student48_Prompt5_1.0,0,5,6,0
student48_Prompt6_1.0,0,0,2,0
student48_Integration3_1.0,7,7,11,0
student48_Prompt10_1.0,1,0,9,0
student48_Prompt4_1.0,2,4,3,0
student48_Prompt2_1.0,3,3,19,0
student48_ePortfolioLink_1.0,0,0,3,0
student48_Capstone_1.0,5,2,19,0
student49_Prompt8_0.9,2,5,8,0
student49_Prompt7_1.0,1,2,7,0
student49_Prompt3_1.0,1,1,5,0
student49_Prompt9_0.9,3,3,11,0
student49_Prompt5_1.0,1,5,6,0
student49_Prompt6_0.9,0,0,2,0
student49_Integration3_1.0,5,5,8,0
student49_Prompt10_1.0,5,4,9,2
student49_Prompt4_1.0,2,2,6,0
student49_Prompt2_1.0,3,1,11,0
student49_ePortfolioLink_1.0,0,0,1,0
student49_Capstone_1.0,1,1,9,0
student50_Prompt8_1.0,3,3,6,0
student50_Prompt7_1.0,0,0,2,0
student50_Prompt3_1.0,0,0,2,0
student50_Prompt9_1.0,1,0,4,0
student50_Prompt5_1.0,2,3,3,0
student50_Prompt6_1.0,1,1,3,0
student50_Integration3_0.9,3,4,12,0
student50_Prompt10_1.0,0,1,5,0
student50_Prompt11_1.0,2,3,4,0
student50_Prompt4_1.0,2,6,8,0
student50_Prompt2_1.0,2,3,11,0
student50_ePortfolioLink_1.0,1,3,7,0
student50_Capstone_1.0,4,3,7,0
student51_Prompt8_1.0,4,6,8,0
student51_Prompt7_1.0,0,0,3,0
student51_Prompt3_1.0,0,1,0,0
student51_Prompt9_1.0,0,0,2,0
student51_Prompt5_1.0,1,3,4,0
student51_Prompt6_1.0,2,4,5,0
student51_Integration3_1.0,3,6,19,0
student51_Prompt10_0.0,0,0,5,0
student51_Prompt4_1.0,0,2,2,0
student51_Prompt2_1.0,5,2,13,0
student51_ePortfolioLink_1.0,0,0,2,0
student51_Capstone_1.0,4,7,12,0
student52_Prompt8_1.0,3,1,5,0
student52_Prompt7_1.0,3,5,12,0
student52_Prompt3_1.0,1,2,3,0
student52_Prompt9_1.0,2,1,10,0
student52_Prompt5_1.0,3,2,9,0
student52_Prompt6_1.0,2,2,11,0
student52_Integration3_0.8,2,0,6,0
student52_Prompt10_1.0,0,2,12,0
student52_Prompt4_1.0,2,3,6,0
student52_Prompt2_1.0,2,4,21,0
student52_ePortfolioLink_1.0,0,0,2,0
student52_Capstone_1.0,1,0,5,0
student53_Prompt8_1.0,5,0,9,0
student53_Prompt7_1.0,2,3,6,0
student53_Prompt3_1.0,0,3,4,0
student53_Prompt9_1.0,4,1,5,0
