source,target,value
6|12,36|6,0.13333333333333333
6|12,37|,0.30666666666666664
6|12,19|6,0.21333333333333335
6|12,20|6,0.3466666666666667
3|,24|3,0.8305785123966942
3|,12|3,0.36363636363636365
3|,37|,0.14344262295081966
3|,25|3,1.0
3|,27|3,0.1111111111111111
3|,36|3,0.55
28|,22|28,0.6
28|,36|,0.09205020920502092
28|,37|,0.3054393305439331
28|,12|28,1.0
28|,25|,0.016736401673640166
28|,34|28,0.1
19|25,20|19,1.0
36|15,12|,0.6829268292682927
36|15,0|36,0.3170731707317073
28|25,34|28,1.0
12|22,37|,0.4
12|22,28|12,0.6
0|,20|,0.02406417112299465
0|,11|,0.0106951871657754
0|,19|,0.01871657754010695
0|,37|,0.22058823529411764
0|,18|,0.0106951871657754
0|,1|,0.012032085561497326
0|,21|,0.3088235294117647
0|,15|0,1.0
0|,25|,0.02540106951871658
0|,12|0,0.6231884057971014
0|,36|0,0.20430107526881722
36|29,12|,0.8181818181818182
36|29,1|36,0.18181818181818182
11|25,36|,0.21739130434782608
11|25,37|,0.391304347826087
11|25,13|11,0.391304347826087
33|36,37|,1.0
18|11,12|18,0.34615384615384615
18|11,37|,0.3076923076923077
18|11,36|18,0.34615384615384615
32|36,37|,0.3076923076923077
32|36,17|32,0.6923076923076923
7|31,25|7,1.0
6|20,36|6,0.1232876712328767
6|20,12|6,0.17123287671232876
6|20,37|,0.4315068493150685
6|20,19|6,0.17123287671232876
6|20,25|6,0.10273972602739725
16|36,37|,1.0
25|29,1|25,1.0
29|31,1|,1.0
20|36,6|20,0.45454545454545453
20|36,37|,0.2727272727272727
20|36,36|20,0.2727272727272727
12|11,37|,0.5652173913043478
12|11,25|,0.30434782608695654
12|11,13|,0.13043478260869565
19|6,37|,0.7586206896551724
19|6,12|19,0.2413793103448276
1|25,37|,0.5897435897435898
1|25,29|1,0.41025641025641024
16|,25|16,1.0
16|,36|,0.10204081632653061
16|,37|,0.5830903790087464
16|,5|16,1.0
16|,12|16,1.0
16|,23|,0.043731778425655975
12|32,37|,0.7037037037037037
12|32,17|12,0.2962962962962963
15|36,36|15,0.19642857142857142
15|36,21|,0.44642857142857145
15|36,0|15,0.21428571428571427
15|36,37|,0.14285714285714285
17|36,36|17,0.47368421052631576
17|36,37|,0.5263157894736842
25|1,29|25,0.24390243902439024
25|1,37|,0.4878048780487805
25|1,12|25,0.2682926829268293
9|8,37|,1.0
22|34,28|,1.0
2|,25|2,1.0
2|,37|,0.1017274472168906
2|,12|2,1.0
2|,33|2,0.48
2|,36|2,0.5714285714285714
2|,26|,0.6794625719769674
36|3,12|,0.45
36|3,24|36,0.55
12|21,0|12,0.1267605633802817
12|21,25|,0.1267605633802817
12|21,37|,0.7464788732394366
5|16,23|5,1.0
23|5,37|,0.5483870967741935
23|5,16|23,0.45161290322580644
26|33,2|26,0.4166666666666667
26|33,37|,0.5833333333333334
3|25,24|3,0.85
3|25,37|,0.15
34|25,36|34,0.10752688172043011
34|25,22|34,0.3978494623655914
34|25,37|,0.23655913978494625
34|25,12|34,0.12903225806451613
34|25,28|34,0.12903225806451613
36|34,12|,0.6984126984126984
36|34,22|36,0.30158730158730157
37|,2|,0.0003080596095344449
37|,20|,0.0003080596095344449
37|,23|,0.0003465670607262505
37|,16|37,1.0
37|,5|,0.0005776117678770842
37|,19|,0.0003465670607262505
37|,3|,0.0005391043166852786
37|,15|,0.00042358196310986174
37|,32|,0.00038507451191805613
37|,13|,0.0003465670607262505
37|,18|,0.0003465670607262505
37|,12|,0.9942238823212292
37|,8|,0.00042358196310986174
37|,22|,0.0003465670607262505
37|,25|,0.00046208941430166735
3|36,24|3,0.5
3|36,27|3,0.5
32|,28|,0.014814814814814815
32|,37|,0.20296296296296296
32|,17|32,0.13333333333333333
32|,22|,0.013333333333333334
32|,25|,0.02962962962962963
32|,12|32,0.2962962962962963
32|,36|32,0.3617021276595745
10|25,30|,1.0
16|25,37|,1.0
15|21,37|,1.0
30|4,10|30,0.5263157894736842
30|4,37|,0.47368421052631576
29|1,12|29,0.18032786885245902
29|1,37|,0.6065573770491803
29|1,36|29,0.21311475409836064
16|37,37|,1.0
36|7,12|,0.8518518518518519
36|7,25|36,0.14814814814814814
28|12,22|28,0.2857142857142857
28|12,37|,0.2619047619047619
28|12,12|28,0.21428571428571427
28|12,34|28,0.23809523809523808
6|36,37|,1.0
17|32,12|17,0.18840579710144928
17|32,36|17,0.13333333333333333
17|32,37|,0.4260869565217391
17|32,25|17,0.25217391304347825
21|,0|21,0.7291666666666666
21|,36|,0.10810810810810811
21|,37|,0.4575289575289575
21|,12|21,0.7464788732394366
21|,15|21,1.0
21|,19|,0.015444015444015444
21|,25|21,0.7894736842105263
36|0,12|,0.5698924731182796
36|0,21|36,0.20430107526881722
36|0,15|36,0.22580645161290322
10|30,37|,1.0
23|25,5|23,1.0
25|6,37|,1.0
27|3,36|,0.1111111111111111
27|3,37|,0.3055555555555556
27|3,24|27,0.4722222222222222
27|3,25|27,0.1111111111111111
12|34,28|12,0.08888888888888889
12|34,36|,0.08888888888888889
12|34,37|,0.4777777777777778
12|34,22|,0.2222222222222222
12|34,25|,0.12222222222222222
17|25,32|17,1.0
31|25,12|31,1.0
12|2,26|12,1.0
4|12,10|4,0.23728813559322035
4|12,30|4,0.2033898305084746
4|12,37|,0.3389830508474576
4|12,12|4,0.22033898305084745
36|9,12|,0.9005847953216374
36|9,18|36,0.05263157894736842
36|9,11|36,0.04678362573099415
28|34,22|28,0.42857142857142855
28|34,37|,0.5714285714285714
36|6,12|,0.8113207547169812
36|6,19|36,0.18867924528301888
8|,36|8,1.0
8|,9|8,1.0
8|,37|,0.6500479386385427
8|,32|,0.012464046021093002
8|,23|8,1.0
8|,12|8,0.1348314606741573
8|,25|8,1.0
10|36,30|,1.0
20|25,6|20,1.0
33|25,37|,1.0
11|18,36|,0.3333333333333333
11|18,37|,0.6666666666666666
17|,12|17,0.7647058823529411
17|,36|17,1.0
17|,37|,0.34175084175084175
17|,25|17,0.14736842105263157
17|,34|,0.013468013468013467
17|,32|17,0.12380952380952381
15|0,21|,1.0
25|,1|25,0.41025641025641024
25|,29|25,0.24675324675324675
25|,9|,0.003604686091919495
25|,34|25,0.10752688172043011
25|,30|25,0.5
25|,23|25,1.0
25|,24|25,1.0
25|,12|25,0.11264367816091954
25|,3|25,0.15
25|,6|25,1.0
25|,37|,0.3442475217783118
25|,13|,0.019525382997897266
25|,10|25,1.0
25|,16|25,1.0
25|,4|,0.0054070291378792434
25|,32|25,0.8787878787878788
25|,15|25,0.2619047619047619
25|,7|,0.005707419645539201
25|,22|25,1.0
25|,26|25,1.0
25|,18|25,1.0
25|,5|,0.0030039050765995794
25|,19|25,1.0
25|,2|25,1.0
25|,17|25,1.0
25|,31|25,1.0
25|,28|25,1.0
25|,0|,0.018624211474917392
25|,11|25,0.21739130434782608
25|,20|25,1.0
25|,33|25,1.0
25|,36|25,0.038461538461538464
25|,21|,0.0033042955842595375
25|,8|25,1.0
34|28,36|34,0.1
34|28,12|34,0.22777777777777777
34|28,37|,0.45
34|28,25|34,0.2222222222222222
26|,36|26,0.5
26|,37|,0.15134099616858238
26|,33|,0.6187739463601533
26|,25|,0.03065134099616858
26|,2|26,0.6296296296296297
26|,12|26,0.5714285714285714
5|23,37|,0.08928571428571429
5|23,36|,0.047619047619047616
5|23,16|,0.8630952380952381
27|,36|,0.105
27|,37|,0.5075
27|,24|27,0.7575757575757576
27|,25|27,1.0
27|,12|27,1.0
27|,3|,0.0275
25|24,37|,1.0
2|26,33|2,0.37037037037037035
2|26,37|,0.6296296296296297
2|36,26|,1.0
23|8,5|23,1.0
25|4,12|25,0.23404255319148937
25|4,37|,0.5957446808510638
25|4,36|25,0.1702127659574468
15|,21|,0.26143790849673204
15|,37|,0.13725490196078433
15|,0|15,0.07
15|,6|,0.014705882352941176
15|,19|,0.026143790849673203
15|,25|,0.027777777777777776
15|,12|15,0.28205128205128205
15|,36|15,0.3170731707317073
10|4,30|,1.0
34|,36|34,0.30158730158730157
34|,22|34,1.0
34|,37|,0.321880650994575
34|,12|34,0.08888888888888889
34|,25|34,0.11764705882352941
34|,28|34,0.42857142857142855
12|16,37|,1.0
0|15,21|,0.83
0|15,36|0,0.07
0|15,37|,0.045
0|15,12|0,0.055
36|10,30|,1.0
12|0,15|,0.11594202898550725
12|0,37|,0.6231884057971014
12|0,21|12,0.2608695652173913
22|,28|,0.7453798767967146
22|,37|,0.08213552361396304
22|,12|22,0.4
22|,34|22,0.42857142857142855
22|,36|22,1.0
22|,25|,0.024640657084188913
25|34,22|25,0.14705882352941177
25|34,36|25,0.11764705882352941
25|34,37|,0.5147058823529411
25|34,12|25,0.22058823529411764
22|28,34|22,0.4
22|28,37|,0.6
12|3,24|12,0.6363636363636364
12|3,37|,0.36363636363636365
12|18,37|,0.7435897435897436
12|18,25|,0.2564102564102564
6|25,20|6,1.0
12|17,32|,0.10588235294117647
12|17,25|,0.12941176470588237
12|17,37|,0.7647058823529411
36|26,12|,0.5
36|26,33|36,0.5
12|19,37|,0.6296296296296297
12|19,20|,0.2222222222222222
12|19,6|12,0.14814814814814814
23|36,5|23,1.0
16|12,36|,0.16981132075471697
16|12,37|,0.5283018867924528
16|12,5|16,0.3018867924528302
36|19,12|,0.72
36|19,20|36,0.28
4|,12|4,0.84
4|,10|4,1.0
4|,36|,0.10526315789473684
4|,37|,0.42894736842105263
4|,23|,0.021052631578947368
4|,30|4,0.5263157894736842
4|,25|4,0.1702127659574468
29|36,1|,0.6153846153846154
29|36,37|,0.38461538461538464
15|25,0|15,0.7380952380952381
15|25,21|,0.2619047619047619
25|36,12|25,0.18309859154929578
25|36,37|,0.6619718309859155
25|36,36|25,0.15492957746478872
33|12,12|33,0.22857142857142856
33|12,37|,0.35714285714285715
33|12,2|33,0.24285714285714285
33|12,26|33,0.17142857142857143
1|36,37|,1.0
22|25,28|,1.0
18|25,37|,1.0
31|,29|31,1.0
31|,36|,0.07768595041322314
31|,37|,0.2066115702479339
31|,7|31,1.0
31|,25|,0.03471074380165289
31|,18|31,1.0
31|,12|31,0.06804733727810651
8|25,37|,1.0
21|12,12|21,0.21153846153846154
21|12,0|21,0.17307692307692307
21|12,37|,0.6153846153846154
34|22,37|,0.42857142857142855
34|22,28|34,0.5714285714285714
5|,36|,0.05263157894736842
5|,37|,0.1611842105263158
5|,12|5,1.0
5|,16|,0.6052631578947368
5|,23|5,0.45161290322580644
11|36,37|,1.0
36|20,12|,0.6909090909090909
36|20,19|36,0.16363636363636364
36|20,6|36,0.14545454545454545
36|17,12|,1.0
2|33,26|,1.0
36|18,12|,0.84
36|18,7|36,0.16
31|7,12|31,1.0
24|,27|,0.5020661157024794
24|,37|,0.23553719008264462
24|,36|24,0.48
24|,25|24,1.0
24|,12|,0.04132231404958678
24|,3|24,0.56
12|1,29|,0.15384615384615385
12|1,37|,0.8461538461538461
20|6,12|20,0.14444444444444443
20|6,19|20,0.26666666666666666
20|6,37|,0.4888888888888889
20|6,36|20,0.1
13|11,12|13,0.2535211267605634
13|11,36|,0.16901408450704225
13|11,37|,0.4647887323943662
13|11,25|13,0.11267605633802817
18|7,37|,0.5833333333333334
18|7,25|18,0.4166666666666667
33|2,26|33,0.48
33|2,37|,0.52
20|19,6|20,0.9585492227979274
20|19,37|,0.04145077720207254
7|36,25|7,1.0
25|8,37|,1.0
32|17,37|,0.6190476190476191
32|17,36|32,0.12380952380952381
32|17,25|,0.08571428571428572
32|17,12|32,0.17142857142857143
24|3,27|,0.8305785123966942
24|3,37|,0.10330578512396695
24|3,36|24,0.06611570247933884
12|13,25|,0.20430107526881722
12|13,11|,0.1827956989247312
12|13,36|,0.12903225806451613
12|13,37|,0.4838709677419355
19|9,20|19,1.0
23|,5|23,0.047619047619047616
23|,36|,0.0670926517571885
23|,37|,0.20447284345047922
23|,12|,0.051118210862619806
23|,16|23,1.0
25|27,37|,1.0
22|36,28|,0.6666666666666666
22|36,37|,0.3333333333333333
0|21,12|0,0.2708333333333333
0|21,37|,0.7291666666666666
17|12,32|17,0.4852941176470588
17|12,37|,0.25735294117647056
17|12,36|17,0.125
17|12,12|17,0.1323529411764706
24|12,27|,0.2153846153846154
24|12,37|,0.33076923076923076
24|12,36|24,0.14615384615384616
24|12,25|24,0.06153846153846154
24|12,12|,0.06923076923076923
24|12,3|24,0.17692307692307693
12|20,37|,0.7428571428571429
12|20,6|12,0.2571428571428571
27|12,37|,1.0
12|26,33|12,0.42857142857142855
12|26,37|,0.5714285714285714
24|36,36|24,1.0
12|6,37|,0.8490566037735849
12|6,25|,0.1509433962264151
30|25,10|30,0.5
30|25,37|,0.5
30|,25|30,1.0
30|,37|,0.23163841807909605
30|,12|30,1.0
30|,10|30,1.0
30|,4|,0.4745762711864407
30|,36|30,0.42857142857142855
12|5,37|,1.0
30|12,4|,0.21333333333333335
30|12,12|30,0.10666666666666667
30|12,37|,0.38666666666666666
30|12,10|30,0.29333333333333333
12|10,37|,1.0
11|,18|11,0.34615384615384615
11|,36|,0.13297872340425532
11|,37|,0.2978723404255319
11|,25|11,0.2236842105263158
11|,0|,0.024822695035460994
11|,12|11,0.30434782608695654
11|,13|11,0.16901408450704225
36|24,12|,0.32
36|24,27|36,0.48
36|24,3|36,0.2
9|36,37|,1.0
13|36,12|13,0.3103448275862069
13|36,37|,0.6896551724137931
12|29,1|,0.725
12|29,37|,0.275
36|22,28|,1.0
25|13,37|,0.6296296296296297
25|13,11|25,0.37037037037037035
19|20,6|19,0.3333333333333333
19|20,37|,0.5185185185185185
19|20,36|19,0.14814814814814814
25|2,26|25,1.0
36|,21|36,1.0
36|,20|36,0.2727272727272727
36|,34|,0.003143418467583497
36|,2|36,1.0
36|,31|,0.00275049115913556
36|,18|36,0.26666666666666666
36|,22|36,0.3333333333333333
36|,19|36,0.7419354838709677
36|,24|36,1.0
36|,11|36,1.0
36|,9|36,1.0
36|,13|36,0.6896551724137931
36|,3|36,0.5
36|,12|,0.7848722986247544
36|,25|36,0.15492957746478872
36|,0|36,0.3333333333333333
36|,4|36,1.0
36|,27|36,1.0
36|,29|36,0.38461538461538464
36|,30|,0.0041257367387033395
36|,26|36,1.0
36|,1|36,1.0
36|,6|36,1.0
36|,15|36,0.19642857142857142
36|,5|,0.001768172888015717
36|,28|,0.002357563850687623
36|,23|36,1.0
36|,33|36,1.0
36|,17|36,0.47368421052631576
36|,32|36,0.6923076923076923
36|,8|,0.005108055009823182
36|,10|36,1.0
36|,16|36,1.0
36|,7|36,1.0
32|25,37|,0.12121212121212122
32|25,17|32,0.8787878787878788
26|36,33|,1.0
7|,12|7,0.6136363636363636
7|,18|7,0.5833333333333334
7|,37|,0.28431372549019607
7|,36|7,0.14814814814814814
7|,31|7,1.0
7|,25|7,0.21951219512195122
25|33,37|,1.0
25|10,30|25,1.0
2|25,26|,1.0
10|,36|10,1.0
10|,12|10,1.0
10|,37|,0.13786764705882354
10|,30|,0.6838235294117647
10|,23|,0.014705882352941176
10|,25|10,1.0
10|,4|,0.034926470588235295
21|36,37|,1.0
12|33,37|,0.8412698412698413
12|33,3|,0.15873015873015872
6|,36|6,0.18867924528301888
6|,19|6,0.7586206896551724
6|,37|,0.35648994515539306
6|,12|6,0.1509433962264151
6|,25|6,1.0
6|,20|6,0.1
25|18,36|25,0.29545454545454547
25|18,37|,0.7045454545454546
12|4,25|,0.16
12|4,37|,0.84
7|18,12|7,0.21656050955414013
7|18,37|,0.29936305732484075
7|18,25|7,0.27388535031847133
7|18,36|7,0.21019108280254778
36|30,12|,0.5714285714285714
36|30,4|36,0.42857142857142855
24|27,37|,0.7575757575757576
24|27,25|24,0.24242424242424243
25|21,12|25,0.21052631578947367
25|21,37|,0.7894736842105263
18|31,7|18,1.0
20|,6|20,0.1232876712328767
20|,37|,0.2119309262166405
20|,19|20,0.14814814814814814
20|,12|20,0.7428571428571429
20|,25|,0.0282574568288854
20|,36|20,0.16363636363636364
25|7,12|25,0.14634146341463414
25|7,37|,0.6341463414634146
25|7,36|25,0.21951219512195122
11|9,18|11,1.0
6|19,36|6,0.10714285714285714
6|19,12|6,0.16666666666666666
6|19,37|,0.2261904761904762
6|19,20|6,0.5
12|9,36|,0.17272727272727273
12|9,37|,0.7454545454545455
12|9,18|,0.08181818181818182
26|12,37|,0.22388059701492538
26|12,33|,0.34328358208955223
26|12,2|26,0.26865671641791045
26|12,12|26,0.16417910447761194
25|30,37|,1.0
36|25,12|,0.9615384615384616
36|25,13|36,0.038461538461538464
25|17,12|25,0.30526315789473685
25|17,37|,0.5473684210526316
25|17,36|25,0.14736842105263157
3|24,37|,0.44
3|24,27|3,0.56
